dni_persona,ruc_proveedor
71210241,20094779463
78555112,20596934025
90369981,20998571602
12587493,20929355955
92263826,20252533453
33498863,20520923614
65474511,20958663620
37581650,20306418188
17667115,20870517797
30499645,20488490866
77929838,20241344846
56676049,20389530446
38921868,20278345355
36196747,20574208303
53484077,20517482887
26799994,20687648262
46011453,20382570885
30916938,20329166974
74512911,20154494930
14407899,20967792801
99312130,20096992003
35502166,20820161325
11869365,20756497560
56935271,20137952498
78616375,20059409191
39413471,20295338872
12406666,20645214796
46024778,20127718116
47638592,20292052264
16614803,20517586704
93836992,20539259211
53671591,20851960563
23519580,20745418698
66461716,20369522946
63274580,20654776473
11138484,20285533684
34477161,20608375808
21693114,20441827275
93702139,20383625455
27536158,20090777230
31024828,20085576335
27613788,20074578006
62088638,20464001651
99804306,20951986815
39881144,20452816479
60006612,20149949311
69693644,20558168787
84195608,20917464052
78808288,20215658659
35709124,20121131243
68914521,20842967938
83661216,20367925210
59984868,20010149714
22943225,20084167049
36816900,20944143015
71592403,20739398605
25992022,20958637548
87503267,20224108849
59050543,20312098013
22320777,20951288085
32110108,20836935880
54395370,20787327889
38900972,20692849135
72227284,20302212115
39374079,20057130554
26903523,20932420273
98331076,20959911388
67567741,20743356388
42183548,20117792844
59687155,20566707563
30438358,20770188032
69302781,20560686484
66441786,20952070682
47477834,20277791310
15219682,20865259863
47871187,20329286787
46232500,20372205400
82900943,20769422900
65203232,20635067466
59923011,20526570427
10032730,20063976109
79528039,20375980972
11834758,20323681231
25188969,20679008543
67244862,20005993793
64111088,20985975271
13665187,20773243019
84167620,20044385937
55969351,20392179811
78899192,20129996102
97167556,20702760456
84596701,20507600020
14716924,20096121661
14575739,20663328466
58454918,20757028054
74304881,20587156507
30268832,20288505483
67475619,20594219292
53600641,20303900736
36701866,20355842567
71720457,20786002901
81097869,20742295299
97833385,20901031330
97453288,20562392354
96753214,20692178492
79364917,20380631760
59113025,20534645262
93222453,20835554208
13102591,20234420389
68198796,20543221293
88922216,20892707094
18095730,20803298565
13743941,20465427034
42723856,20765815201
96241736,20418260551
45036177,20940855460
19011902,20733018703
26066008,20179204729
47857637,20663782556
13249398,20679210930
53063004,20083197835
84445460,20662155880
56641996,20475333144
60742073,20707682286
84977761,20606790549
44565277,20471753461
61332076,20289039435
87549204,20420816594
13284754,20759291929
88813897,20533562510
58294012,20735770843
75514125,20726742851
56683543,20672728364
29964750,20999743349
44345687,20240789269
88516549,20442698566
55266306,20621162748
35513772,20137406370
67073465,20793452309
64463968,20836479081
29783891,20925159878
20890563,20378910191
84692134,20859964694
74265028,20361796938
67927874,20000040039
89086895,20042463177
53143091,20975106716
31586147,20587644460
24755957,20127392894
91061342,20917047254
31386525,20453883523
45179795,20975711608
92677283,20246094936
14478982,20111889897
96689482,20014455078
49130242,20394482415
96217079,20507607620
97638099,20373126166
24236421,20896981003
34445396,20748014206
41277549,20802297740
74550826,20945380838
71111326,20902958171
60535586,20171750715
79724893,20502877211
67298085,20552602413
25168782,20836092670
20250925,20263968850
16318673,20818924085
84543355,20593607560
81815999,20457854380
19841056,20434729608
66128706,20498688876
33042725,20010136178
51242167,20998103280
33915634,20699345021
53718959,20272698467
69025475,20791164355
61299407,20292863915
46997189,20363739462
56980202,20130966122
86751956,20390126343
65460448,20698496290
85878491,20217725281
72570988,20971854743
49251130,20749668730
23444701,20863240491
32890204,20852920561
86289615,20705311148
57601719,20533726805
98281990,20217346817
91907313,20291562367
51536004,20283103503
72550237,20909587594
57575399,20482202867
94838043,20595159504
48148924,20805400063
68400112,20345136919
53382913,20241695652
60185461,20156788806
40269116,20045498368
40102393,20710394764
20262756,20979812050
33675627,20889656164
63952862,20274803042
75046813,20081948747
54599459,20420979385
82236387,20436539733
55871345,20761791600
70932231,20438929297
75815926,20334907393
85385198,20569203535
39749736,20512719167
30595947,20705416441
19345726,20478265368
31532846,20726671082
32006138,20178600287
62172401,20912894943
42349734,20806424000
12794957,20685280831
75017050,20271098200
86984048,20100010105
65707769,20048441409
98739611,20118920905
50341593,20254863207
22980063,20826587694
65024810,20421681521
78508373,20011265367
66799500,20340994931
37622695,20715466602
38716010,20988090562
15167958,20981054132
81444691,20623078102
35061267,20003334216
68678605,20492501568
93846146,20496065333
95491175,20953019930
62899165,20822772614
38031955,20614810768
52578248,20063162478
51413817,20559759020
27110509,20377314771
87868486,20869391645
43085374,20803891497
84052569,20064598584
43549277,20774235108
84975909,20891538465
66761589,20445745218
26011176,20449186787
63258270,20834446248
37915908,20023945631
94042903,20056921634
52025955,20395081392
68751648,20252584459
73712109,20627674595
73570450,20315237249
19704863,20473871045
64878390,20842378774
94735948,20340069291
12547299,20060148600
43546345,20967699177
71666416,20790866845
86895322,20686898395
63855476,20007413021
48144032,20787762081
64423230,20197227977
40749936,20631761343
39283676,20679762729
75363079,20123476024
87009673,20793634135
46892302,20068832553
68289422,20461952628
53367321,20200442898
92804444,20479914681
93097946,20994929729
37938634,20605378870
55996765,20308291261
27085477,20933646421
95653596,20158096572
90150825,20745345580
21579099,20599084492
10442485,20209472494
90016402,20428199531
25886229,20758874912
13007070,20417279609
70502517,20842472294
82400713,20834371730
47433772,20961634075
45183065,20689400712
86707493,20225458208
23748661,20683556419
96826490,20617764860
99915809,20432636731
12292555,20865929523
15378184,20482481326
59127726,20432772523
96299605,20998026206
71314029,20928087292
45686921,20390310741
30229143,20796586811
16016277,20332439958
11164737,20924592780
83104996,20144180710
58041419,20417215792
43778286,20637035091
86236643,20371661724
88626144,20279841535
10046884,20429218182
11260224,20413312198
44511763,20405054460
84624365,20925712082
51834019,20093663270
54575027,20725551883
71993496,20648086486
17566902,20974533971
12649849,20418072261
58512460,20305934820
16322261,20989291893
38696342,20173411846
44590139,20452522338
96176760,20866602310
99312453,20043332090
97579355,20160088157
83678870,20708740586
64308273,20555815804
85499677,20156004739
61208897,20997662321
35682684,20254197214
75249849,20603347783
26222915,20448613345
39020092,20204079442
31355037,20649357090
64481991,20902099006
36746158,20653795194
12354738,20753783881
17207261,20006386934
71070475,20280625026
77381801,20676407272
86834245,20550436652
51057981,20954183917
84052569,20382723263
32538526,20421140521
84590961,20779987076
87923294,20316266092
88094280,20582917221
65025883,20767038759
62570287,20097677246
82783624,20842434535
17707575,20914006302
29746090,20765144633
93924668,20607146852
20304975,20538335893
12886978,20299430151
83124131,20999322536
18433206,20264378019
86984048,20700339725
80841058,20560828742
74589948,20308368409
82307698,20287891811
25196812,20043089008
58822393,20032022192
18282619,20385571972
21579099,20352860535
74703362,20166530018
89433395,20127719345
36761434,20073831291
79438093,20470347755
64973754,20994873048
31204911,20233983114
26845094,20524352701
19519411,20469046846
24545674,20486945619
65414841,20420737049
19418692,20141804203
36009972,20623926951
73023753,20254934037
93925959,20712509729
74363516,20715852792
75249849,20330217525
77577854,20776538191
13276175,20384761538
57244818,20099351986
25119875,20755991643
78405293,20760177303
58780148,20738420912
58992921,20455710448
30037177,20823995615
14581149,20581510101
48663542,20970377691
26005049,20360681126
30397217,20628017019
58836606,20797842912
69502758,20852847812
84805607,20307282907
73960552,20643245551
54874937,20147204927
33765194,20707549991
66546600,20351472781
33179298,20106775127
10489568,20482575417
20988564,20144923708
29981396,20228915722
32087035,20563672900
12991635,20103329235
72847498,20606283617
80817779,20804345415
42573007,20090566692
87631096,20121566009
15830899,20895643135
97088443,20709325826
12872818,20177974456
21851602,20280189475
28790740,20990241085
24041916,20974740453
62813060,20614767221
59976794,20793723201
25990190,20697587967
36700274,20055924869
65575537,20442519927
81012009,20707932403
27385218,20387859309
13217860,20479373547
74510708,20112468030
89864714,20561830819
47325299,20588552113
71426949,20603125362
66726443,20381727487
42684218,20643273296
56579845,20534479287
40247636,20630555708
96284625,20902249684
26043365,20918984258
30037149,20997696394
94281089,20061273505
49635439,20701181274
54823274,20588616742
30971475,20516062782
87315701,20254601799
47822517,20595072584
68284109,20692415626
49801733,20745620117
30292803,20276938603
35709124,20959922136
54038337,20810819359
62899165,20289297918
39866910,20882760254
78933353,20998136873
67535613,20319159880
99801717,20224799510
74930477,20061301002
60244370,20091758319
73682542,20388992635
16248079,20686895540
23356857,20073500956
26586017,20539683073
41607103,20286082157
18920073,20229064795
83382709,20914569727
60376543,20678015730
78182896,20822139811
28684228,20250991393
15339887,20452291811
47695908,20623204141
94914806,20624320070
28817881,20060106386
76653393,20962338972
89564207,20247373863
34919557,20777934341
24695919,20827529796
43009793,20538350604
57404500,20947807416
35616234,20112341192
97681702,20150142885
44003004,20095723233
54332667,20344945530
16542848,20043606661
42860023,20335220671
40603892,20116909383
33078112,20136104466
33540283,20435282174
47510718,20057131512
85136121,20968728702
22232595,20532080939
20445262,20019122696
25596798,20543359628
31545501,20981718496
43819376,20923787897
35161846,20334357479
62177772,20940804264
15365746,20604307144
88069905,20952096334
27543157,20791246327
24488950,20421762177
16304109,20049277015
37870831,20668595298
59931122,20976527909
65548761,20322559331
70988728,20559622391
33866633,20549435723
53279002,20000613952
25937687,20768146446
82975921,20074809089
67140102,20397131077
88805120,20066691326
60526972,20444911179
63917732,20448200701
13151149,20251836379
60223761,20926937839
36582717,20434039933
88663423,20668854777
59109024,20411249284
72942861,20109608816
84172502,20014781902
55006353,20251318345
82276209,20900176695
60149737,20587477737
47268813,20568847656
43157280,20681401079
84769401,20039635477
26327899,20366784098
74730948,20892502619
81555496,20891884456
87878739,20898861847
49246589,20147863453
84426215,20415811369
14020567,20468093943
93712811,20397222768
51244299,20388261120
13835063,20386363529
62470790,20315607553
89585307,20769503864
35596726,20356623547
23206812,20170485874
88121400,20496932456
89452750,20431300321
73544815,20598371874
70228608,20862137892
79709730,20859890733
46523260,20384051382
90883345,20783073701
52962084,20381008194
39220178,20589880487
47683263,20469108212
43555273,20818114723
29130012,20342521697
60668832,20459819796
31865256,20722062775
31655081,20543790925
11711538,20401466888
28398651,20256677543
89235721,20700116828
59037617,20343342720
19309662,20739291874
41913708,20317551260
42277865,20056098725
74846325,20428717740
21271252,20664203011
58790576,20849997261
32121879,20714614465
25046086,20906038359
86246201,20757334538
94118878,20688904706
42140586,20369594209
10861439,20941779042
31521174,20171253190
40454226,20898016616
64394849,20251264747
47974132,20004981853
91442554,20141607215
69349526,20247342928
62655198,20517253918
69032474,20677813056
46875529,20862732894
43863302,20537321798
76660062,20121321516
51615193,20218389527
82457246,20907394734
21671187,20641167366
21022629,20125717120
18925540,20866600351
96211558,20038241059
59032310,20157121545
85654655,20225354416
13952610,20918627101
47695062,20788269358
76953068,20518597305
71941140,20292027803
15881099,20299203137
71979164,20256291215
85827072,20619568038
99331946,20049021814
41046601,20188115622
17119137,20351455384
95542978,20590513708
65970379,20918354836
23010071,20914638926
43160756,20953677930
41914505,20434727562
63547164,20761589879
78903479,20479655715
92167735,20150643339
77207676,20803865653
97622216,20935429217
99879072,20453979800
79472780,20511658652
29179920,20015490478
44341162,20341204732
45498327,20919722016
51769846,20129403757
65825655,20311902463
67500463,20775530054
77315308,20278306350
18808160,20861363557
34547473,20251597311
56474780,20314402321
57460020,20547071670
43228533,20543910816
44099268,20316709308
25850735,20824108046
55832347,20693574701
31464720,20761201883
89880733,20150624723
51774322,20458252709
42306713,20208090445
14948227,20158981728
80125065,20610602531
47071603,20397992471
18501291,20729785877
56596523,20277649978
56841166,20150494463
32264499,20553155282
16981849,20791120712
20527847,20614693198
90973032,20489887009
98642374,20950733155
83430126,20864705806
13467022,20347190323
34303228,20559444498
22425592,20988079769
99474680,20982758169
79530737,20964094121
55857203,20440908424
16687962,20932574577
71784883,20483330595
70355154,20139716409
83895877,20713978890
42689059,20463177106
42265068,20811273772
73920861,20996136810
69525383,20718713265
86235423,20255206417
49863233,20207770931
42390055,20541742459
96381445,20251050340
56303496,20879839119
35254730,20090646362
11614135,20025114161
74803767,20001116772
23849741,20213825513
95566022,20214187690
56296045,20926879817
65074346,20530880530
47484531,20687068981
58796377,20296523574
54899174,20501173257
57702810,20351680900
61258806,20660652920
61911525,20730711926
56264702,20765917180
52679367,20093035437
12737843,20204456620
15528453,20855956551
49410265,20617083987
73838653,20320648065
96021699,20584062632
54794880,20272173648
10015861,20591224603
19941676,20881737354
44114052,20716068965
90696660,20701337213
18822353,20258654449
61731540,20699932437
81526917,20430067696
39749445,20740776423
90797982,20664965561
93189161,20586133943
31977712,20218971626
44514286,20352967487
38407551,20805132351
35709124,20413320257
87840449,20111853664
87673116,20968144364
56835727,20985558787
87713594,20435676929
95245583,20214879280
94353804,20933838523
68451630,20676471043
59306527,20005285247
96270881,20455093257
87186613,20214783395
71753582,20009478801
12150834,20335605342
53002345,20781543278
58471159,20429320813
24519144,20070862419
73974555,20128180359
69622123,20956343186
29048011,20197224332
76188438,20535648897
62411049,20905134637
27541175,20341817091
14671768,20959218946
30111740,20868704225
83959947,20369559759
21598892,20399740881
13195957,20224795039
36615149,20638707841
93026482,20399861842
11874942,20915192986
29387695,20859380872
58054240,20908290354
69399922,20333170188
99825503,20607609517
52717144,20272869835
96561102,20602911642
24256601,20771198894
33356418,20553027089
65861647,20302229906
80668634,20301338893
23488604,20490775468
77775108,20717646139
19334637,20580536643
26980294,20619547756
42706257,20635938288
24599851,20727484166
35735812,20950159612
42555816,20455964975
68099898,20835118290
70843661,20618446764
22405066,20607985312
18027170,20293486525
32978748,20307969085
80242570,20988668256
17433095,20777175608
10462596,20337813949
23603723,20725653173
27723864,20372095441
32083101,20174138125
60356300,20652193075
91256285,20088898981
93170488,20091284803
99918215,20620213518
31052212,20310259086
97593085,20423189886
64624431,20607324682
78812282,20774554444
34910285,20011980303
74727105,20029032396
87652568,20693103596
68848516,20329324050
63607438,20211397754
95976819,20600002468
83823606,20498756996
15438261,20029243968
98587100,20275861966
25990190,20135943654
68388178,20388647932
63606955,20995946190
66757062,20537974214
28103599,20625481637
82784868,20692707621
46049647,20019991266
60252022,20195453769
43697382,20474568593
79363593,20349638554
22651955,20331639792
95806268,20937926658
68922431,20115248154
88428752,20611382974
54830947,20229253077
26063051,20173018592
39363676,20654377283
30882942,20225038873
23578948,20008281399
73105874,20931579181
60127365,20131086114
22875776,20222534154
32612066,20257760084
52025943,20718891577
81997341,20641011118
63539339,20515118387
93484200,20140812042
11697384,20522805560
51956203,20208449802
36831422,20958489974
70663692,20805006817
32613814,20854358835
87432693,20094726771
51119094,20138784825
73177846,20385007547
47476969,20605108857
51290774,20216559412
78804117,20735739765
88276985,20303230792
42913523,20649626689
83014036,20792210062
79961093,20086272805
72664122,20707171536
68237592,20307200776
99131745,20482237800
89923187,20462163986
40558097,20566466276
79342082,20213882416
53450716,20880801230
12608231,20147208911
75435152,20716679065
74588694,20442612763
39273649,20828407654
23012175,20518860768
67439254,20003756223
47748133,20125077816
67357086,20669459841
24507075,20277587871
19882352,20175382861
42219876,20751441918
39020092,20095997088
33274155,20050039719
19704976,20116146325
79403375,20209104301
88465896,20917215185
74803767,20791601976
19079457,20518455020
36582602,20705571517
37796738,20226421048
84616150,20061503173
40724313,20314751152
35695395,20529701798
58577923,20218891894
28221086,20704198883
82629709,20520419760
64921288,20659360276
28606640,20592334101
29738490,20554375872
10976321,20548686864
59739541,20683918085
58754812,20999957474
47384331,20279961895
27682545,20122998351
96564225,20770512724
42075566,20981749870
89825854,20084597114
90485611,20541682305
97209164,20344426995
62090752,20601266160
87177279,20117538652
69871377,20227461008
37665833,20177370297
35145095,20727325614
81097265,20593365844
83725927,20534185210
22867173,20260724812
90884159,20803489819
45841407,20553788429
77754897,20002758574
40593156,20476473484
42803936,20021321270
11141415,20600666217
30818647,20571640902
96215638,20789197069
37137602,20331504875
10414314,20786771696
86458990,20707885283
36930268,20453018618
45137982,20479396110
51313832,20017522161
98492176,20777041143
16683638,20775860791
75612273,20437405717
36029147,20526091779
61730912,20850594600
78894857,20453656984
41827999,20401568338
46294438,20318237752
69838701,20435724049
19536776,20970111499
92448502,20712186449
50326684,20711341631
18184899,20451354631
94743037,20182496716
69245355,20019822783
90147107,20775046091
36642343,20549735599
10314809,20863612081
79219976,20005394393
80612741,20416349182
65757533,20638811783
13670064,20458435482
83872046,20473173806
42196357,20636699878
25335570,20094798176
98204163,20100494852
81621639,20705024774
75729361,20665980806
48126432,20443836858
39376668,20702810752
52729177,20482204329
67586301,20035928175
54871113,20950597005
67181226,20895221932
72669629,20048905054
54599459,20212808015
47046213,20501564718
37254216,20242249239
90437879,20457507281
72549216,20735931550
89132970,20010830597
59477915,20832506164
54795086,20392905967
67166140,20662283021
64752068,20708489492
36863929,20247064200
92782037,20798715981
70717380,20018479205
21327323,20916921022
14859932,20871812868
88591275,20251071994
71294265,20187360141
32249914,20380309424
40187944,20334610289
48981676,20942412269
24298077,20903098339
62667307,20211603302
82686459,20806673877
92140318,20920314544
70832647,20925423674
68365002,20389832347
95315026,20634510754
37945819,20253788627
97517011,20031572132
39740954,20099599472
25871019,20609220563
96072579,20761090958
95332260,20497001863
34373882,20698180974
81367786,20028374147
58202390,20553308996
44282547,20223531934
30722747,20631044719
67513622,20184087371
46831284,20277815453
22542862,20503700332
50187478,20671082024
96645974,20854951567
74326887,20560697391
70895764,20646209144
55533100,20378960524
13233967,20630224507
22123610,20249997567
94388298,20282355488
56994984,20021524713
96318647,20880267474
66024205,20045042759
90797982,20463831493
52991126,20393996988
72702812,20090170040
64766913,20178293955
37869550,20082740692
80128638,20393448343
40999202,20457330686
55873878,20791223628
64777312,20496990361
83244330,20806341968
92585191,20635583504
21574794,20521757385
84699915,20820542801
53801190,20822688332
44180614,20425227851
65941102,20508583971
47188216,20434811541
71117025,20044360622
45649207,20137169367
73204813,20699586084
11525974,20774040326
54117935,20288417765
66228993,20423844209
66446922,20824167735
19152846,20065793050
83786580,20803799640
87021058,20763838343
77997261,20552615879
41830734,20751453568
16411831,20166246169
91568580,20036102642
57323974,20501776294
99735691,20930201502
59397013,20292052541
29418865,20145616751
69653627,20235103656
50070288,20792578403
20569392,20151062503
18978656,20624099089
65787950,20434685056
48419791,20898250397
61995186,20437395211
35742220,20646864391
77883395,20207415454
48862635,20848443939
25000116,20889960012
22048875,20686215041
25553540,20879880329
48336400,20402365113
98837667,20174508546
10555288,20150450808
49658357,20907483890
78215895,20877780670
75329035,20017372794
62807953,20995491740
22697718,20906996633
29355360,20444544465
65337640,20948981834
10477286,20131626586
44885880,20173635840
31297563,20832301397
92638244,20531708268
92790344,20601639691
89149078,20376294319
79299173,20257157847
75887666,20417306408
39749736,20427395910
94332753,20610535385
74836978,20091747745
28779681,20118717872
51666299,20537336005
87373362,20853402969
86565418,20941532559
41405387,20190469583
26416266,20585565086
96689903,20953624946
84104316,20758214370
28496323,20691355739
25017612,20878567892
68728825,20342214498
64310258,20275543637
57953268,20037133026
96928391,20874467206
47771854,20650387335
24519780,20343901512
92382602,20742474551
38606114,20378695522
79010232,20259303205
82433797,20474480884
99253533,20602848725
61561957,20654654648
29228192,20852048121
45102433,20011455719
72235695,20203834728
92633761,20681730312
53070822,20457762688
49983818,20564412468
72672653,20098460291
92896090,20050279104
56354387,20229855148
91471915,20233436159
65413803,20146422379
44335652,20202304851
58875470,20107136790
50763658,20279182291
46471661,20637234795
27272466,20901211865
49697939,20746221267
24423350,20741114865
14956225,20149697950
48131293,20755639148
60254026,20413727767
75729511,20088858271
61231563,20803457393
43481445,20091231456
41737016,20154231209
51978908,20937687920
44047212,20406594236
78805719,20636154386
13498679,20771729646
76847640,20728326959
55884761,20537056798
67366521,20157029662
54403589,20794526491
24503712,20526228916
71750422,20596255429
24512277,20366886316
99303291,20541937815
79420109,20266810393
80964453,20504666961
32150814,20796932850
64878390,20767995742
78147179,20856107677
37788827,20707241714
74259450,20434787851
23785545,20636141600
52763776,20468904636
99294542,20995791431
41417622,20719101107
64733913,20389743523
73636890,20226004912
45152464,20185191821
35799027,20033055991
87557461,20750274101
73288112,20124553824
88170948,20042549648
58906906,20709856266
30328725,20907849697
12058330,20020229296
67606789,20720672371
70989110,20940664107
62886408,20179648999
89496661,20668291804
