dni_persona,telefono_fijo
40583232,83891
82154470,18622
22837230,55369
18263567,47485
13608487,81607
24892086,86562
92877206,50928
44407447,19094
43760379,53741
26090560,25755
60062771,28842
57465753,97022
74551668,97853
42112395,56503
28881309,21990
10872931,53508
23147687,22975
34219798,54925
99709421,81485
62385668,60955
52830415,50403
89843661,29807
70531307,73109
65640050,97261
95493901,48367
88800784,60381
45515913,12205
63009239,96719
77034957,48723
87393056,72619
25084717,58579
86579585,22815
53715883,73174
89457479,53272
36634981,53679
99224268,28235
84716880,50641
55246029,46123
30127926,95015
71098324,90870
77242868,35402
28461164,67345
20609792,40999
60571041,46935
56147833,65729
85436643,64764
49458680,56462
82434856,23731
91102261,28557
95518373,38939
59681770,96587
26004861,23487
66899742,70241
45815349,81121
43943179,64756
57640349,55806
13771530,57782
86426837,15697
60222678,89961
11067933,47352
27185629,46970
16196333,45282
23436932,29671
87495344,51098
88264121,11347
31143174,78910
37042396,32028
37312955,64016
26061860,35320
26264451,26397
72211335,83939
29992787,99201
53125476,65848
31911272,44112
96118910,67863
17518990,84906
61451647,92310
14837959,65774
67716886,17957
27441558,20913
95496171,65395
39026977,24661
96168163,62786
71212637,27870
84563532,73103
20692529,99024
20049303,29811
43632061,90841
11209940,39660
52968349,83824
30966582,47381
82777731,27808
37353648,51365
73833338,82931
89090915,51850
92193688,83439
78880753,55763
15958709,65164
41841639,31494
92420026,44879
68615709,31313
48092282,31377
72671654,79812
69971700,94198
56408372,16269
84766129,16997
27889127,99190
55153068,20240
66169347,96107
90620799,37323
91691548,47590
46285412,59598
40142786,59962
31007415,41767
62847198,78280
56804327,42085
83281730,45649
15621268,55634
22064879,58875
25365996,25257
12160064,59904
83798245,65664
79746738,95233
87433723,46061
22051370,20221
54196935,74427
15944146,78609
17459853,26659
46923690,12655
26567362,37811
85277122,77779
63097711,69074
36072999,88820
45413830,84340
53939741,14906
16379956,14445
87733807,36443
83527449,22638
51190261,24256
57567849,93344
12037431,60624
32780295,42709
22431331,30642
52367942,39192
34008032,48397
41619385,94850
89991101,22876
33129217,20576
29910019,55820
93902965,27180
24254763,88002
53715316,98039
23894676,39880
68658832,54146
20333982,17472
87069188,61697
54258522,99509
26904965,77440
90068999,65053
37413076,95576
35681172,67400
44442624,13157
77835558,85500
59095827,91288
15172309,56444
80694579,40928
23762651,36944
52410848,95465
83023201,27438
47492858,34771
85769420,99039
28148948,99332
35898334,73821
79979796,24826
16583402,64913
49160492,64190
98629332,42443
93659639,15987
69644831,49567
75223774,85948
87884221,17958
11565120,30366
91552772,63172
40805794,46068
51494011,87050
79782412,14141
56538939,25404
64828460,35172
13037653,42018
73253231,98560
83655570,46699
10849130,11520
81569655,54227
54135172,44097
24705769,31742
13354113,36184
70843268,27969
75259728,19416
51496750,55134
94940978,14888
80193774,89506
85870038,48938
77327446,98658
11898509,53209
50062185,22277
24926471,73904
10228906,11386
85691851,53999
89494998,35880
56227092,21702
33576234,55991
78267562,14335
74815505,30232
24212955,17119
23276948,94026
90096275,68986
33471524,36618
49451903,98895
13609019,67630
11567719,86332
48661968,59528
84468044,52228
82465571,82597
24802065,28668
99953356,99989
63011247,73399
38629116,24102
64051544,77537
79656954,64226
87915733,67928
51214206,64006
88191596,84470
37115910,27193
40549221,27468
69618830,70236
30788357,22028
48648712,21037
81464843,44338
69598716,92685
66870890,10123
61678387,17187
23823307,90487
65406719,83842
55617320,76472
93104980,78655
66921055,82082
44488821,38691
58749172,65102
43858167,37710
22119465,94764
69655501,57804
34971886,53613
60143172,93835
54175058,71752
94379891,61987
12965869,18286
60822399,76397
42993510,47857
17314062,99871
27204459,50737
29106638,41859
69759636,65823
19692230,21278
83768021,97133
75707902,78557
76432906,89158
78802932,51593
77010505,19574
86842110,39104
92928497,16609
47585958,15476
90181703,30044
73228039,61473
92976713,32046
13786874,15924
19093090,55463
74584829,78165
56127126,45680
10024061,30292
93965747,92289
23710538,39428
47175773,45607
34307808,32297
49841152,89367
76730192,98914
56138274,27696
49350996,68003
26646013,62781
87828776,99056
23342190,98232
78966993,65115
54424671,13473
45031977,34147
41031815,46209
97536307,33231
81920027,60634
84576077,71126
92471675,96562
24124813,56322
37544979,50067
35060674,30416
70965062,41135
15128002,25514
33361346,23587
66939007,94319
14702822,30587
63687573,39712
34787630,60864
73399522,84801
72899870,19307
47669712,70227
56323247,22515
53713362,96649
73658094,74195
40882347,37240
45993143,16130
53439917,74857
50080968,91870
13769105,55653
35834767,40691
22178626,16877
75775930,77901
92082432,69038
80580898,97573
10443789,29674
46219203,84093
92968640,44723
74511128,16469
60332976,62126
11506093,60937
22824900,73010
68331837,96783
77546678,58997
64167760,48632
49427760,28677
19703415,99114
17929267,32406
21814388,70724
26340076,62011
54794251,81054
85282651,87451
33499223,75175
68149963,34117
85970239,87710
68164373,93269
25457238,37061
13636598,13841
77143226,98304
59300139,62797
74674644,58284
94713500,85096
42322473,37979
15186872,20380
32145648,12847
86462191,60001
70666124,57732
16614429,20764
91053611,63507
90779803,70487
91780800,94519
85336027,17201
77357323,16011
28048536,71117
93916556,93233
80367225,20921
62204279,51417
12882676,90490
83064030,65862
62565558,38637
32234519,62504
87167521,37258
91911452,29814
66061948,29170
17656812,52993
50353783,96986
39457081,83882
43280248,11716
43665831,93829
35897611,60367
48739911,40435
61829693,33186
70070239,46284
84140975,85808
80221838,65915
66466776,97052
51851583,29200
22990657,26349
39296604,70875
99921725,47707
61511996,37065
96385338,35421
32580336,82383
79735010,87020
30260118,64950
26654380,15980
93936404,93521
79717984,97297
95228624,59867
49234454,68164
54804545,55059
33054182,92477
70285757,42030
63488981,78739
63213363,18084
70604768,40659
69177821,44964
78106093,24307
40811821,45398
82228156,78257
59335404,88487
74915972,81101
46517887,72656
10560266,19728
17957578,31059
58466635,53427
56046297,14467
92216988,44612
38896619,83510
30093122,24153
97436477,33845
39161245,29148
53412874,69056
64608757,47029
21687322,52493
28896045,28963
28097759,95928
28825518,27782
23544934,67498
80993842,25156
86421601,88175
41174281,77395
13277237,25431
44160997,82732
64928841,76953
38555734,38475
43136506,95009
45193457,79504
45639773,53274
23262122,69512
49563577,97494
95454645,87609
77381812,26948
27798848,12133
14139505,85739
97802828,58410
68427391,44331
73922066,11521
88626936,51470
23927318,53049
13398239,92963
46663710,23873
50858368,64716
10044827,44312
46110133,48375
31568233,15156
52035517,87499
82424641,25274
39949604,26927
11365052,25765
99452600,52589
54911044,83084
18006531,91026
18013730,53291
24532049,28382
73138817,84470
89064222,66188
51716266,93220
40718308,60622
74342023,68384
30917679,13183
96219710,24420
53601832,89919
56014173,50340
56960542,90654
46727288,44647
52321771,74653
93289279,89128
69181857,57676
82570161,85449
17503835,23899
96052355,42353
95211994,32816
66388623,95197
24985299,80445
37159215,45514
21308576,31635
14907222,59930
61748317,22056
90175250,95016
39998401,55649
43060867,90675
91421863,26943
31816910,94536
67489299,30844
77727750,68057
31078061,72310
29968292,18108
94078773,50116
69438022,13899
81768370,30756
65960133,72264
39084216,14941
97602267,99769
40777860,89095
54462731,44512
73015771,92033
77926760,94228
63798931,60936
60318680,82656
63288724,72016
12747900,43209
78242170,46861
49330854,21228
94261226,58941
72007901,76976
69322074,69884
16758251,63402
19805394,91919
42958178,97151
76635235,21423
15388022,62662
44593859,38190
27245653,59760
22094666,78369
58558688,25481
31724219,56744
49765380,62498
68901666,29017
94905805,30451
25935735,66229
10780600,49864
86725030,36639
54444624,88565
50667253,63381
66822799,10209
55117312,89262
31523965,66192
69886167,96842
69733575,75737
92094531,67857
32578944,50560
55099510,36477
87772142,12642
23257319,60847
46182688,53599
98157180,66308
20937447,58225
71451915,56501
80776847,49466
79570813,57388
16009051,70346
91724109,59175
13983808,33896
92087940,91695
49070951,49640
96762989,38903
18392523,95305
79253204,26122
87673773,75327
55378528,47871
99278900,75688
20880875,57324
29816632,33480
48043830,74697
66806924,85436
19053460,68081
65182749,30285
78837386,80035
16714451,48050
66669817,90540
43043458,82374
83543100,91219
41094209,14695
84999897,24054
60899438,37290
32607012,34539
30927399,74574
84504576,12282
83469366,89402
96105180,24154
92247525,58733
35897193,88931
13540268,39498
23389077,43702
40479216,28688
29847558,72901
72640343,69401
40600285,79080
80122980,89620
15283983,12092
48111819,92802
77364776,82231
30898053,73584
17584802,23945
25450890,48283
17087231,33634
31178579,39096
18061477,37263
72195686,82092
46257481,92830
82463933,27442
41200367,16228
74247642,36614
55289356,23708
98978215,10075
65816456,69044
69012415,67562
68668192,24551
62440862,55305
63215988,10308
74063545,72263
44635266,36479
27557007,19103
80045807,55576
33017557,62248
95636442,34147
44053463,56941
78025382,72784
80849686,12230
60842839,15465
42942425,98780
79805188,44496
57134784,82334
77975178,51732
67802091,77727
28464882,74243
88456418,48977
98514606,37902
45326007,59519
74979248,73943
46549166,72045
48585006,87084
59143295,34692
67421888,77184
42222624,71194
34732522,33734
99592538,96669
87173876,10864
64189129,14189
40627358,17333
11436698,89134
98021902,15842
70651462,32777
56730961,56149
27190732,25061
71638792,69683
70039563,17055
90704787,41345
10117279,38077
90879350,11307
50162247,44806
17366027,22139
95623041,22384
31472893,12174
36938703,18792
99010244,40168
39972188,33799
55485809,20903
59312397,92182
89751442,38182
11879138,91462
35808685,36426
44331907,71652
38993533,49906
18212487,99493
21865374,21129
60609083,94927
69619358,31571
75142760,62630
23012416,90665
71134010,34946
95458982,25552
53259635,55739
29915966,88770
31884550,44927
36243975,86199
94787588,33202
69203497,48714
55077769,57617
87097755,16823
70897463,37274
62472686,15315
16546527,64511
52952736,71949
59345601,21467
68676184,92887
84181600,49985
73830537,46655
12543007,79266
75466958,56147
92901307,86685
39087079,60939
66565848,14272
32316669,58312
91706985,66045
41984337,31276
88918691,17157
54301610,22680
10070735,62439
28453996,89655
19294822,30991
73266196,53578
87580572,55354
23285268,59399
38850967,69400
33394652,50380
94856410,63723
81683752,77580
84701080,45818
22578377,81185
13670988,85765
36813150,39461
73134689,40257
17508894,44460
48716270,64863
59471652,70333
69957848,39256
48923601,13722
35531172,55160
16611073,99736
32216355,29738
37143013,88847
36187206,23233
38249184,29311
34716571,12391
12798881,48294
26395151,20538
96652474,86900
49046019,43000
71701142,95744
40735034,47310
12333968,32892
50137784,11144
48179230,83187
42568185,81629
24594274,24265
33328537,64796
25290979,92493
49376769,38505
77372187,48487
13212920,83146
79552150,51339
84906810,15171
85996671,90449
59968031,32701
49226165,92602
81060008,43950
50626863,42781
79481945,21702
74586239,43179
27341333,29867
43774040,78384
51439750,57333
81685546,37467
79839161,86105
90318697,13379
14041102,84417
60272443,95003
97337303,73551
84736860,62953
19942569,33044
45512197,72679
92611483,67951
91449115,42341
71952342,62582
71809588,90233
48615640,95253
79864773,55741
32316605,92968
34855995,36336
84401776,20748
26928758,54312
92126493,52232
69140857,94421
27425397,63361
52933679,72569
87919760,69979
20756448,22598
72349946,73003
70609515,41446
17646523,60944
86892842,90888
86424747,70187
97373862,51780
11947849,57456
12169235,58679
11861760,33564
46981583,93401
17807781,35760
68061352,41798
31192428,92661
91607858,67297
59790270,82762
18358459,48071
37597814,17865
44879018,33794
45164568,22130
36031071,94249
84328908,35780
81802383,74932
57135916,67179
68522414,25700
16922961,32499
99902068,99475
29484170,22308
58201650,85189
50538283,86160
35611184,36670
74060954,69200
67759099,83606
58165894,83585
48250476,30632
82961853,68153
28144838,31056
88669295,27197
35504391,75207
33102661,57782
45655300,36875
21625507,50732
55847440,95319
17334282,31744
14418054,12199
42772642,86559
44425740,61277
15818459,51646
12492872,30110
12419216,13722
26707193,94103
77713146,42640
33686148,20931
18493285,60104
89356257,49939
16381604,73245
79848240,82668
71028825,35412
32176020,17564
79919400,65016
46458801,14194
58137612,31261
63823439,26074
60646169,21535
94703906,54837
26033926,80896
54019507,22146
76096756,81447
62259679,17064
91696692,32964
54856976,28287
10815359,17934
94071555,87247
94095154,87233
26291470,39978
75480622,74540
25177632,30241
12971607,66049
80368723,34520
76879755,58163
14295062,69274
91473763,31736
42100347,98671
59894083,53844
33020794,76128
41216491,64754
35062292,83108
72037768,40413
72778230,30669
95494467,13924
20976497,15594
21630951,81701
43670556,77489
77996139,45809
56847136,21319
81543942,86612
21133547,17907
31516505,27585
97379139,55867
37394873,62823
44427589,43189
95609895,34295
23674410,13490
21183379,62101
83335332,20969
68207034,60180
75046704,64726
29332552,67434
97361665,32855
48844838,70024
81134372,62628
51150256,19793
10052433,77165
84044565,85263
80486451,78144
65640608,59363
15313783,81250
46539819,23643
30338257,68702
43957633,53232
41573964,62089
64923233,13616
20758098,56765
83430767,23423
28999207,88711
10123000,55231
40169984,47693
78337416,58067
27511281,76389
17985437,63380
33344754,32574
31928016,33540
50361133,58438
84084572,13861
23471098,58984
61135720,40165
86356931,73991
90394215,50652
16591629,58878
51901084,30573
89222942,36987
82131737,65646
80282474,75622
11034405,32766
94116152,66389
94542986,48231
56104011,49395
24088132,66290
71977699,68378
22081254,97968
92271783,45888
44468095,45048
76321531,22162
10718649,74108
15980681,58686
63475847,17475
38894444,68987
12173134,95680
74738487,14621
20863870,50919
83915776,33741
13965867,90343
42832747,35028
66664452,92721
17112938,77143
56661626,81792
34183957,62495
91477740,76425
32921395,48580
89319658,43694
54847298,20160
36665468,65678
91401844,32525
59093514,13198
98103089,10978
52444362,29112
31962615,22452
56360477,32268
50707406,88243
34786271,25993
75410281,41740
45794509,53521
39476136,62588
96880504,96395
37139574,78174
29518905,91978
81646103,29031
33503794,93174
32008991,27674
49432536,21128
54047796,30722
53640481,64179
72736603,22313
94788532,23712
15118242,85164
28050456,89132
63157860,41254
76448380,83261
78931461,94850
89395460,15704
99679142,53213
76743240,36083
15753958,33205
61753521,41704
37380303,18966
11018567,69898
85946977,95503
36213862,26362
72792058,11707
46127243,40738
95162532,29369
49923216,60069
84525039,42406
78817177,11163
38730913,92062
85838404,52976
83842371,93768
47197202,85602
55429361,46316
13265598,21367
98728627,74132
79204051,10537
24585860,21581
58404363,54395
15555804,63211
84075967,46831
82370944,18618
89053320,68374
85520679,72882
93216864,44523
23192182,62048
32789760,53557
32821156,86196
45370561,64052
72253211,67170
31174384,59024
13431672,73545
41553222,46573
77113746,52892
17437858,19092
88469002,70259
78182353,40820
28167277,63959
49779586,55025
77117693,41430
40965305,58567
93233591,33003
74500895,16775
17093512,16890
41130098,18803
31367922,51374
10437653,29580
66461234,64275
74105561,28767
72431297,26400
11661975,32072
20672621,35426
41797551,70432
47681725,34811
45076101,22673
49383314,77487
75821216,67401
14570441,65881
79873322,52369
57121878,49111
50921311,91703
81951681,38691
69859449,62984
26611190,92745
42180621,50163
83538512,26324
76488472,23468
17500215,91921
21878417,53610
17924939,78284
65580207,94272
46174739,25289
96960915,28642
27341325,80027
45184096,86500
58851378,39560
48243710,41825
42659761,84457
10264197,59583
47955040,86408
62279471,62149
76534508,83713
77305374,84809
29069806,87656
65342740,75141
11015217,81781
81777332,11269
49068744,89786
47818100,10041
56070243,53427
22623609,26039
38290960,93930
23873493,53750
92881672,17449
91894621,61555
63633931,14027
83350468,42673
32283816,87575
78720017,48761
30935651,47379
40827511,33217
66307692,40918
91882862,22286
64612968,62634
96319767,10831
15720354,28470
14644189,50834
82835164,59475
96681959,48654
98117322,52595
43036377,59430
31259328,83375
91210136,63459
80127065,81523
30354273,72367
46354565,21731
53159407,37406
70865867,61916
74567449,27218
80658346,58012
23165131,84680
82167954,45295
47147521,63938
36723502,77990
21661224,93661
52996927,77109
71454033,96478
10473330,96455
48534793,16085
47981343,19290
97275984,41972
16583118,92223
53791188,16822
44244837,72892
24607724,65827
40221937,21044
19419224,25419
77036676,67916
12199724,44656
94005843,67589
24629857,38057
49432863,14948
49779829,52220
17770892,11285
67889880,93377
37649361,70632
96777688,34162
31271474,39039
23404580,16640
10805313,13032
42038298,80609
49346019,10262
20566427,20203
28431831,16279
50427941,12704
89727424,54676
67763483,63441
27151959,54490
13571375,37480
42458459,24769
61115569,27807
91154183,29662
44795453,63872
70408610,86870
15820717,78597
89152085,18487
27796156,22005
84610640,87732
59742256,75484
89049137,11232
18973020,33758
67276067,16548
28697004,95673
12845766,55379
49101080,98681
31996450,28613
93865723,19640
73998984,93246
56188821,60433
42280217,85554
75609928,86882
83649892,41868
32932764,30891
17304913,54785
96974805,94191
29634280,74790
16108125,56278
68076147,37051
60121039,58526
63261117,35877
87541293,71367
36614247,28328
73223277,40270
14707860,83192
76746853,84879
46930614,20870
54259781,48978
67741680,71544
73219276,34148
22651806,83969
37337527,42726
56722001,20441
38209397,25604
56067549,29984
44968927,62634
24877163,45270
66374574,28758
95291229,40978
94632356,85589
38707045,42779
66301984,65807
88937059,24970
79354214,83932
80868113,79364
56226014,70043
99765194,33421
72428321,77006
56550894,16203
15790174,94529
85346883,46004
97286378,81186
87658734,47815
42404341,69694
11162023,25200
97578613,73770
32356936,38566
65361973,23922
35796402,66686
76561474,97817
43719011,26337
33011657,57059
40149876,23343
45463600,10663
34579251,50994
89003650,23256
24710251,81411
18560549,14504
65384113,91570
69745054,63127
26581865,14883
16631727,39159
79275970,28265
41272789,13828
38002518,67709
68921928,92722
56748285,20021
75386402,16136
12086583,32857
40814980,31128
13064671,30267
45538757,17393
11610252,34756
55585396,84588
29162755,18968
37954337,22665
68623899,48079
99163492,15394
36571492,56392
71175464,84914
86142873,51013
10336680,95022
22327268,70284
82851428,77535
39130922,41606
54139028,72460
84119243,59494
90700826,47042
92590486,60017
39342591,50006
82384668,18180
44985785,82382
98995599,95293
22394614,42219
13334298,15292
84157322,10094
55285658,50942
67650095,27149
60256376,60982
42316563,91479
49274445,29958
61190581,97895
30841741,77111
96444380,61071
90867983,75882
98596815,88054
27878889,44347
13071520,79680
88064872,71146
86885354,23135
12023361,13935
72697908,35113
10331484,21093
22028134,61081
42122024,94954
42976362,59547
37129266,69528
20299468,23606
44701377,45294
86823169,93696
98474177,35858
45037427,21800
53849326,17055
48167869,35048
79919572,55872
36164427,42659
44574843,90271
82483470,32182
11262009,44713
95820744,65065
62969298,12343
90429639,44127
35908559,43153
29470876,79426
39870436,86062
22252179,43929
13100873,17078
16608881,45511
64124409,60884
52776562,68552
88940854,90412
56397511,75005
98960646,66015
93171403,33139
89509436,78733
73192847,62222
90816054,77460
25847697,29629
67881154,74299
30081000,84060
94993946,78287
10750170,88385
97730664,29371
24930193,41501
33765407,53936
47419132,77293
71476265,16277
50415660,80722
26697842,42851
60480081,75049
58053648,32746
81260990,36316
91870295,12668
95846595,30823
27661528,25920
51743157,80340
79900386,28738
75401683,72430
54847353,75021
79087242,38655
41801276,38579
61589371,38775
38631058,49215
47766997,47914
10921500,19826
35098973,27616
37754041,27660
90837351,84772
25939521,46975
16963894,26548
44208605,11031
48582416,50592
17174948,94304
98044900,80240
65022774,62277
72492334,15382
59934625,42161
23834718,25811
65838044,83754
65424878,54041
20530411,70581
50893224,89835
58967218,33698
74901071,16698
70600958,69823
14882902,23248
81744890,73313
69905667,54183
67179093,47664
59410146,99906
35714079,68641
86845954,80767
70147827,61177
47162464,84368
18508480,12694
86419280,48336
14239304,63555
60150373,37613
64221263,76932
88183515,60945
40931499,98844
57704692,61046
34505647,69271
52891720,92309
33723320,88181
44704849,51127
40055885,62909
10272768,75196
75883749,41502
79816358,22247
47227142,87995
12676222,56058
14488537,75655
10558764,88260
61442947,40054
78619004,47301
43819091,14849
56489259,61257
14799751,36972
82969220,80031
68347878,36139
49434830,42745
54552619,35768
20086092,19061
65446525,20134
29451316,26111
11941131,65443
91066854,82820
79976540,32930
17945129,79106
55024575,72739
88160108,35705
33784142,33372
67725981,27799
39966204,18294
40024392,27005
73497021,88348
40948812,49653
75094968,61981
59911716,48884
79812987,93922
75886153,95755
26600788,17856
71658126,15850
18386148,22352
14235921,24198
46770897,48451
64745386,53380
20717305,28114
86394767,63543
91498441,85809
10249070,80939
94784337,60139
44564176,62852
38349383,78089
13493459,16774
41721162,61049
47376401,33339
39248599,74547
29116597,61855
34687423,13318
70139411,35454
97068484,26233
60249260,96298
33776492,97798
60825544,42162
79149929,53330
28906311,78308
34117157,43599
44459830,60174
65982832,60110
78985208,52591
16818326,21747
45493812,97821
72864107,77939
51215382,20926
66994462,28227
79352345,63536
32221006,35448
55316018,86086
29708323,89104
18751398,52898
96234209,25062
43296034,20401
97431934,63037
81122913,19635
83186994,10391
52070815,18359
78102092,51763
97435577,63921
73691758,76565
32757348,27945
43473884,67853
44537197,86257
15997023,89572
10426535,89749
62097128,44611
27244866,98389
18859155,12097
99029963,58824
80866029,10164
28231545,29271
28806508,33292
98566785,54211
33043747,98110
96820926,70128
40001941,52920
60875701,73801
36492976,87967
45695385,30270
72533488,57939
37938201,41633
99917132,69627
39028390,51979
31731615,41790
73433026,54435
43979295,19038
43996014,17157
73935736,99735
53791440,98675
74870907,14802
45648564,51639
64198352,85257
73626249,24556
32255989,72964
47763654,91466
25802519,28209
81090260,56557
72305636,89783
93723169,99862
47301856,18900
12792626,84210
35818053,36863
50671195,38680
74573733,97292
37908861,39382
25737749,29004
93948671,32037
69954414,31309
98801641,97115
36062648,16315
79125676,12035
51234081,34978
32742032,65297
42144316,27327
78014910,84635
14911155,82083
46869122,79988
82191638,36867
97353172,35223
92755548,28846
34542249,12744
80609827,59636
11015369,62863
72920371,82192
32609858,78368
39610547,30831
27332526,98181
94397512,89293
73457150,60033
62397024,57286
51735644,27046
85055775,61634
10706564,53536
46794298,34455
51014085,90125
90914444,61644
96159980,43156
42191690,63637
86857042,18977
69793329,27025
39952104,95673
65321954,38085
44013615,30624
21922441,29332
13956690,21887
42767215,40720
61221107,43413
80988971,83608
64594384,90136
90358925,15595
89768151,76098
49672260,18651
74508872,75392
10189916,83408
23990272,45190
86152928,28925
20520687,36829
26878185,84078
23652568,67553
87894403,85999
93441078,92367
94707764,90121
67678066,31942
50956083,17569
84231020,72036
12359128,73872
41463199,94512
73291780,51661
98853152,91445
86138122,63932
33915825,41447
68534429,89627
67738415,24323
54868371,21928
85139502,39788
52232243,52548
18274144,31039
62797297,50361
56870415,88811
83536557,18881
35881667,69080
27999242,92904
83745699,95796
88429252,20190
31876211,73072
24534608,37664
14082106,63755
86210318,78767
18784772,91940
38329265,84151
86952940,88953
85540956,11884
89121335,71337
66743341,94528
32718517,81895
92378154,23005
39538613,59881
27135817,62353
85903491,46348
26965706,65287
51618615,71351
39111922,76324
81691288,96536
24882199,83704
58793799,67439
34404812,22928
17920742,94899
14427536,11957
37282598,96250
82297406,87167
25283943,56692
76041154,85686
81226882,44743
20301584,31745
60669416,53652
55631788,61530
51817606,72835
70541771,67850
94939543,56485
62004720,44917
26865009,29388
10026219,99546
24680081,70639
12328293,49772
20060618,39721
63536140,87911
49053351,12018
33553470,26668
90946607,62724
25629998,39362
40647995,60106
70440021,53305
48260974,14862
15671628,22212
46410288,58601
33927901,93727
45825860,92793
37799757,90059
33779911,12078
18611617,17158
68183342,77674
25775770,89974
86012164,34658
31445175,44308
19044686,74623
74620699,50084
26353695,95790
91277115,90973
60820809,77901
12393549,60570
98937662,75308
74606766,47462
84337563,14733
18655818,70498
52391958,11250
77102283,19559
69763901,57965
55826057,45077
24305484,87706
90341900,37426
24459058,33989
65976430,18839
61957531,61505
48047329,83582
14531227,29368
52616237,15652
65148135,33850
41265568,80632
