dni_propietario,id_mascota
69676987,172
17041844,173
95596431,174
85966198,175
36206386,176
40993341,177
42690241,178
64973614,179
64712627,180
74709892,181
88163392,182
76038621,183
89780233,184
76233487,185
49966021,186
16019145,187
22946756,188
18089862,189
13976595,190
13140019,191
40716143,192
58345242,193
98030976,194
23078695,195
61154190,196
88551642,197
57555839,198
54656819,199
20787506,200
30643200,201
75260505,202
85843421,203
48965126,204
78739860,205
30247374,206
97824794,207
23992419,208
47287018,209
30679318,210
37096413,211
45516686,212
22505484,213
46413332,214
20484757,215
54714508,216
75506429,217
61955995,218
36261206,219
91945868,220
20714532,221
28817893,222
28120597,223
99957192,224
34906135,225
37536359,226
13421577,227
44364840,228
25971708,229
58317892,230
87850634,231
88906809,232
96095684,233
25985794,234
74685519,235
57015381,236
61088088,237
65796295,238
30915559,239
87964319,240
92338620,241
52411949,242
70778808,243
51072405,244
91131473,245
37535775,246
35903961,247
33875664,248
21383902,249
58487217,250
11921679,251
29280997,252
18149598,253
66043319,254
13682322,255
10612974,256
13808603,257
76644777,258
40748321,259
23398720,260
93607018,261
88367875,262
78939703,263
13219170,264
31125412,265
54870006,266
94418443,267
11507943,268
14005235,269
22956746,270
26843401,271
89431392,272
31631143,273
74673813,274
18299744,275
91523438,276
91252988,277
18738933,278
37753844,279
64912589,280
88813739,281
24678101,282
20269275,283
72054684,284
58443763,285
21160285,286
25734687,287
88847265,288
22651429,289
21084467,290
87619096,291
80887871,292
73931425,293
22543482,294
55792720,295
24222350,296
47212022,297
32250063,298
75953742,299
33458750,300
61525369,301
30623211,302
89689280,303
74895925,304
39820575,305
75534215,306
31424122,307
31511376,308
72655792,309
41163305,310
26745605,311
20083755,312
51874885,313
35218015,314
52672103,315
23308146,316
44062065,317
54438427,318
12295032,319
20347867,320
56062695,321
14253043,322
66127239,323
20877493,324
24964867,325
70827310,326
13030659,327
55428550,328
15377205,329
86400374,330
32126373,331
88821810,332
54773216,333
48957237,334
46650215,335
63435922,336
38081058,337
57289552,338
10809845,339
44241130,340
85098118,341
41431444,342
22096934,343
93394954,344
42815001,345
17246426,346
17915305,347
58168551,348
29913426,349
53396515,350
20018193,351
12762476,352
97520423,353
69058958,354
95582538,355
44000296,356
38631866,357
20277227,358
55943390,359
55908121,360
55280349,361
96063001,362
79000908,363
13871024,364
15307014,365
78260888,366
68464486,367
77613539,368
86998303,369
12505991,370
94916283,371
11183440,372
83809974,373
32761511,374
29363123,375
64632034,376
39401727,377
50719653,378
84278033,379
64710350,380
33219867,381
26204447,382
24067410,383
38332218,384
54479629,385
47427130,386
77767048,387
63666498,388
74848214,389
27805552,390
43568716,391
37088031,392
76356075,393
38272542,394
20952609,395
11372896,396
73368588,397
57353336,398
17145339,399
33890395,400
33575742,401
77106060,402
61011193,403
53790402,404
89910559,405
21090886,406
54396586,407
29118878,408
66102583,409
73351398,410
85499391,411
19422142,412
46381498,413
43493314,414
67774529,415
34568871,416
93338715,417
75185417,418
91446581,419
81364237,420
80297347,421
76531202,422
30713619,423
42766034,424
48278787,425
35480378,426
14885222,427
59321587,428
72171501,429
34995433,430
71574124,431
65817430,432
26967998,433
36210209,434
19361899,435
98766973,436
30984762,437
74775330,438
13859872,439
61853151,440
89893027,441
23493409,442
91475011,443
91460579,444
12376958,445
79067266,446
60726300,447
34240731,448
41120740,449
47490494,450
66514152,451
48189061,452
23923391,453
22539994,454
12337486,455
31628450,456
40471195,457
67300587,458
44518926,459
85469145,460
89597413,461
74004526,462
69930242,463
20471428,464
64084836,465
78205786,466
92635618,467
54927115,468
42587040,469
29113487,470
99777814,471
72922171,472
40069549,473
74967656,474
14351579,475
70099957,476
58404038,477
35741556,478
93447147,479
11914125,480
80691737,481
37691817,482
75620051,483
58549237,484
26028428,485
52076574,486
58285411,487
90975070,488
80296043,489
60940574,490
61621571,491
96954630,492
40829358,493
76185772,494
29708485,495
14170593,496
64152025,497
59291468,498
90271201,499
55208633,500
28339100,501
20343074,502
21845522,503
20760862,504
45529795,505
99502834,506
40593900,507
35317709,508
23954150,509
98546095,510
91038098,511
74189928,512
92358334,513
81214602,514
69833993,515
73026671,516
56847526,517
49276314,518
24017049,519
27345911,520
57524401,521
99017526,522
36996570,523
13468085,524
65187548,525
19799378,526
32143775,527
93888396,528
90695122,529
91229574,530
92115971,531
62648585,532
10009919,533
51590735,534
58576272,535
96323773,536
38166571,537
16849538,538
18174914,539
76769170,540
91573041,541
94195106,542
25113825,543
86774366,544
91851449,545
13692723,546
25138916,547
28007021,548
77194319,549
42985607,550
64914823,551
79518645,552
49078720,553
50260766,554
98364533,555
64632935,556
77104434,557
25741966,558
33551659,559
29838066,560
36755542,561
35234131,562
55919570,563
58347570,564
93164029,565
25000390,566
23809540,567
23951313,568
38461775,569
50476762,570
77787729,571
19100393,572
10400296,573
58010920,574
39610742,575
64497153,576
16785710,577
95255845,578
83079285,579
60751415,580
44801814,581
76788784,582
46231150,583
27978526,584
26263561,585
27671475,586
81330948,587
87817975,588
11742217,589
50377888,590
96731413,591
77609043,592
75783013,593
21080442,594
96544559,595
13202149,596
98634362,597
35542501,598
31566500,599
80488044,600
54942175,601
28141063,602
51119966,603
62702009,604
23512066,605
12962347,606
63267111,607
62589875,608
28148125,609
63197802,610
89094211,611
93393875,612
50187583,613
61679767,614
67337826,615
16945960,616
14851719,617
52413204,618
41460825,619
81461763,620
40151225,621
35321926,622
81258385,623
90167215,624
48330334,625
41289992,626
58826134,627
51119128,628
43970880,629
84764995,630
36025692,631
65533109,632
68186119,633
61913995,634
76065764,635
37424482,636
45422794,637
36066739,638
24904976,639
75636890,640
89823442,641
68861566,642
93549673,643
21828192,644
30856790,645
13726959,646
78104114,647
88090894,648
25082331,649
63650034,650
77880913,651
71707868,652
50547105,653
88237230,654
32805767,655
99992126,656
28174306,657
27418163,658
86152806,659
41612372,660
84323965,661
74977410,662
76544559,663
97324832,664
11454128,665
84909195,666
94593114,667
67683606,668
14685703,669
58963960,670
44286709,671
21746482,672
56610631,673
47572353,674
57531201,675
64287279,676
41317501,677
74854539,678
79530897,679
65612019,680
39878000,681
81519974,682
11860017,683
79691512,684
75465637,685
10874965,686
94090744,687
51817229,688
72590909,689
47425014,690
37733091,691
46425099,692
48838110,693
79060941,694
87157138,695
61685258,696
38309314,697
77670079,698
49833600,699
71290154,700
14661785,701
18109983,702
25227180,703
32793222,704
75638836,705
10780387,706
92693844,707
71908785,708
36574232,709
42065416,710
45910336,711
85281672,712
11563837,713
62035341,714
45710535,715
24383110,716
13214497,717
89558661,718
76408386,719
57556529,720
53984844,721
60143954,722
62102422,723
61535142,724
58661981,725
79755290,726
82911372,727
68050602,728
83579004,729
86653578,730
72095463,731
49303432,732
70818929,733
53562658,734
71880044,735
21747993,736
78774048,737
39786767,738
33528594,739
22416075,740
77698339,741
78289955,742
38235084,743
34056772,744
61960486,745
14982980,746
78208675,747
25395536,748
92341171,749
89046931,750
14984268,751
64436638,752
22743933,753
84347189,754
69102543,755
37834802,756
31418977,757
99549025,758
57581081,759
31220153,760
59072842,761
24269251,762
82506926,763
22856801,764
40873853,765
19086847,766
82116243,767
96684663,768
50473531,769
18337025,770
29888082,771
95871400,772
70219987,773
70867797,774
31490324,775
16552155,776
55113651,777
12220604,778
59948714,779
49288770,780
43903327,781
74966896,782
80009086,783
78848580,784
49939570,785
19749323,786
70197095,787
68477688,788
29596010,789
66017015,790
28212886,791
27895268,792
51075739,793
40537607,794
41980082,795
75021654,796
39449291,797
52281420,798
93790598,799
89680260,800
10242872,801
14411243,802
11429573,803
24908999,804
47793883,805
22538652,806
49710605,807
22906518,808
45562032,809
70847510,810
30095047,811
95892721,812
46354590,813
37348094,814
92470928,815
32817454,816
21156867,817
62166463,818
24072719,819
93891857,820
64981824,821
31489553,822
66332910,823
24642101,824
37590690,825
67314396,826
97025463,827
76429074,828
43715521,829
78874578,830
38735472,831
88866696,832
92927862,833
92573751,834
53724327,835
23255500,836
32547272,837
51206088,838
97300924,839
92106922,840
74409517,841
44407448,842
92951834,843
22724246,844
77859654,845
31507708,846
47588345,847
89430250,848
41266588,849
21620616,850
51801955,851
28569457,852
93503073,853
82072286,854
32648209,855
58002161,856
29581536,857
72744407,858
35168558,859
77305041,860
24699013,861
73160067,862
15802063,863
13800315,864
14432339,865
14361294,866
58458023,867
72616469,868
70165083,869
24064281,870
94137716,871
36958295,872
15059083,873
72942975,874
76830858,875
75435872,876
82433696,877
78637305,878
38145442,879
12420131,880
45220810,881
99594773,882
56061052,883
80715963,884
24300413,885
16423878,886
79624623,887
75450127,888
55261503,889
68334930,890
59322326,891
65724218,892
45971168,893
49326121,894
48953209,895
11505683,896
55724890,897
28780439,898
67175197,899
56702868,900
81990247,901
63245639,902
74949830,903
61290238,904
93613726,905
48232150,906
77855229,907
49502539,908
90727307,909
16476527,910
84185670,911
94305671,912
96419023,913
75052329,914
55655835,915
68201266,916
49488388,917
11256808,918
61465343,919
62689010,920
71589038,921
14260781,922
59789200,923
53124166,924
36175101,925
11983734,926
59308647,927
48822851,928
83347538,929
32130668,930
71145123,931
43894630,932
85799095,933
11667451,934
74729071,935
24644140,936
11824007,937
25288561,938
74717525,939
58231711,940
79613285,941
51499412,942
86697356,943
72976596,944
38641365,945
84152608,946
80590299,947
84439164,948
48873531,949
86901944,950
41540771,951
75942724,952
14596918,953
89339820,954
51060115,955
80715663,956
42736162,957
94122931,958
90786571,959
41874197,960
98875972,961
93521790,962
60841702,963
72611238,964
28557047,965
58522866,966
98856334,967
42488259,968
78379508,969
77256552,970
28644872,971
73665377,972
15032475,973
25775934,974
35162461,975
44890587,976
94232833,977
14065046,978
88774003,979
81237636,980
28241553,981
95758650,982
31775350,983
17385602,984
39785970,985
65582596,986
60863187,987
53382075,988
73188854,989
20473936,990
58059589,991
44543956,992
27622692,993
87969773,994
69620036,995
59746949,996
61574560,997
39921416,998
90653720,999
73213515,1000
30912143,1001
27363051,1002
74616230,1003
82347692,1004
92726951,1005
79504835,1006
36613914,1007
44690851,1008
20436477,1009
65824757,1010
62443026,1011
83459847,1012
36642424,1013
51218902,1014
73520956,1015
15800351,1016
67064064,1017
29929352,1018
71887457,1019
14250164,1020
23457524,1021
65221016,1022
92830868,1023
30023576,1024
28396757,1025
52375670,1026
33641608,1027
45090741,1028
12743744,1029
50832579,1030
71105118,1031
60762921,1032
27267179,1033
20794530,1034
12643976,1035
62440299,1036
59137099,1037
38314603,1038
61300265,1039
88667381,1040
49377853,1041
44257841,1042
96044182,1043
30610389,1044
14897137,1045
78816792,1046
60880426,1047
71853909,1048
21834142,1049
15439706,1050
80209999,1051
23485591,1052
36908077,1053
81717528,1054
52164330,1055
96026061,1056
32827814,1057
61190463,1058
46647284,1059
26496310,1060
63669262,1061
36380999,1062
92875613,1063
17582103,1064
22873170,1065
76906507,1066
48820027,1067
20277168,1068
63708259,1069
19813364,1070
54109820,1071
88521480,1072
55188175,1073
30529690,1074
61522732,1075
81303743,1076
59161967,1077
62087851,1078
28992956,1079
48115790,1080
36309026,1081
71515432,1082
33583231,1083
50317554,1084
34399218,1085
72069078,1086
32974665,1087
21476027,1088
14807339,1089
58342447,1090
38688053,1091
62380937,1092
99466435,1093
12444414,1094
31264221,1095
97158594,1096
72869388,1097
76373660,1098
29132913,1099
98391928,1100
97131103,1101
56779118,1102
87160646,1103
77056065,1104
72423943,1105
70929132,1106
12607043,1107
13179446,1108
76094353,1109
91800525,1110
83252486,1111
84216197,1112
24798277,1113
81289023,1114
36435619,1115
60199497,1116
61859985,1117
89597745,1118
23021507,1119
81217309,1120
17624084,1121
94199900,1122
34334425,1123
49682960,1124
51429354,1125
83283683,1126
94178378,1127
75756481,1128
92876663,1129
20406015,1130
67699362,1131
40065847,1132
37871564,1133
23621226,1134
63720951,1135
75914133,1136
73748143,1137
75468814,1138
48187927,1139
71746848,1140
10201586,1141
15961319,1142
75998694,1143
85376842,1144
34268580,1145
42072041,1146
47466594,1147
10620642,1148
49171707,1149
83747477,1150
95407358,1151
56299543,1152
93613337,1153
86611519,1154
54970204,1155
70184257,1156
75713196,1157
72897956,1158
32283839,1159
88705161,1160
78314428,1161
41737292,1162
48995256,1163
51382870,1164
20205214,1165
85376701,1166
12366858,1167
10344397,1168
49391610,1169
40991008,1170
84379101,1171
40389428,1172
42590335,1173
94965557,1174
51628627,1175
54548476,1176
28241195,1177
50430084,1178
10540516,1179
85403066,1180
76901316,1181
42157207,1182
80927969,1183
34847155,1184
79232664,1185
94671409,1186
70646892,1187
76212468,1188
98981972,1189
97277001,1190
62866793,1191
77126480,1192
55296474,1193
55056521,1194
13152663,1195
90517380,1196
91301718,1197
79760112,1198
86658963,1199
77500219,1200
47622519,1201
98955104,1202
43198561,1203
49364621,1204
62269844,1205
26623604,1206
66633825,1207
49331306,1208
56666464,1209
47491156,1210
33113668,1211
80395041,1212
53995663,1213
28179003,1214
16484933,1215
76897845,1216
14765422,1217
95481149,1218
23652195,1219
28129006,1220
34832478,1221
32383428,1222
35505662,1223
43381834,1224
45504148,1225
56393790,1226
19555750,1227
59134418,1228
78704044,1229
86809411,1230
27103981,1231
14148690,1232
78601901,1233
16688164,1234
62635179,1235
28695292,1236
51421882,1237
88382731,1238
53127576,1239
67657760,1240
24072128,1241
94256026,1242
49684785,1243
76814182,1244
53863518,1245
12589680,1246
37412753,1247
36536288,1248
87532744,1249
15289094,1250
15428807,1251
67626864,1252
35512499,1253
20577402,1254
67868996,1255
43207477,1256
84291781,1257
32431052,1258
40398840,1259
55409147,1260
37496946,1261
97803616,1262
53867985,1263
13873020,1264
82637357,1265
78173908,1266
15727241,1267
68503682,1268
20163482,1269
35489688,1270
69861197,1271
16760639,1272
20026424,1273
53762315,1274
52651942,1275
74308155,1276
47726358,1277
73319623,1278
97631679,1279
25832815,1280
65457569,1281
39080763,1282
87398739,1283
67515831,1284
57612636,1285
54051168,1286
14105473,1287
35245624,1288
41114713,1289
84986861,1290
69851136,1291
95440429,1292
42271131,1293
15198757,1294
22520033,1295
65862436,1296
95675886,1297
10974892,1298
65235733,1299
25642136,1300
18952559,1301
71211700,1302
53238163,1303
99877820,1304
75780282,1305
73366108,1306
78047063,1307
33756707,1308
56691518,1309
38327331,1310
29522635,1311
34877241,1312
99065731,1313
13761984,1314
67543921,1315
69548202,1316
30655078,1317
53411607,1318
69847847,1319
22627069,1320
61931168,1321
35444144,1322
23307803,1323
86481604,1324
55221505,1325
44605875,1326
35675406,1327
46931256,1328
62439590,1329
68723746,1330
67956322,1331
22558980,1332
96769063,1333
92242633,1334
83510036,1335
93893329,1336
30682476,1337
68027500,1338
25128553,1339
49838764,1340
48218410,1341
48546413,1342
11818487,1343
35210917,1344
14048101,1345
29588041,1346
30999970,1347
29587209,1348
35793077,1349
60235741,1350
52259641,1351
90972986,1352
17807535,1353
85351575,1354
68428377,1355
76109153,1356
60501470,1357
41909190,1358
45235507,1359
51490721,1360
39187190,1361
79513682,1362
10031199,1363
34415501,1364
13877188,1365
53597437,1366
50015805,1367
91275340,1368
38074322,1369
24571474,1370
50086439,1371
28187037,1372
88494522,1373
44011176,1374
81312187,1375
69923666,1376
80594786,1377
54041269,1378
72858092,1379
31657174,1380
36302631,1381
13063209,1382
41615954,1383
28610047,1384
36430810,1385
22812060,1386
18124271,1387
69002933,1388
15925332,1389
73833838,1390
48967272,1391
25674170,1392
86286003,1393
65422769,1394
37956277,1395
84061726,1396
41716305,1397
36384183,1398
19624733,1399
62427121,1400
52033043,1401
50990769,1402
79040562,1403
52009709,1404
39128779,1405
19158549,1406
99893940,1407
33745001,1408
72156751,1409
91190758,1410
55261989,1411
48266122,1412
30535564,1413
78275737,1414
70737522,1415
96286263,1416
89407476,1417
23738442,1418
18013615,1419
31242022,1420
73200410,1421
50400077,1422
37476354,1423
29100111,1424
29939096,1425
35123624,1426
14882360,1427
33064242,1428
78542147,1429
73689721,1430
45331909,1431
46405407,1432
80838876,1433
66016446,1434
28620998,1435
40648843,1436
95312628,1437
36441164,1438
30237012,1439
33579845,1440
77719126,1441
73598555,1442
43426076,1443
78974627,1444
17431985,1445
69636805,1446
93180067,1447
33107659,1448
46976239,1449
91158110,1450
80870363,1451
49255839,1452
76590533,1453
74395920,1454
44968687,1455
23662626,1456
95850668,1457
68270866,1458
33216510,1459
10591039,1460
50271233,1461
24166221,1462
83197302,1463
49903734,1464
49736627,1465
53951829,1466
86869362,1467
76707575,1468
37120885,1469
80307654,1470
66785247,1471
56098467,1472
74144163,1473
75978060,1474
24992479,1475
70467263,1476
48689735,1477
69869043,1478
37701299,1479
70870837,1480
22634160,1481
70007954,1482
67026672,1483
30600194,1484
17866579,1485
20304052,1486
98906754,1487
23931939,1488
88570806,1489
57024913,1490
86818569,1491
78484020,1492
24832074,1493
64922972,1494
23802997,1495
17365124,1496
72165228,1497
91465345,1498
35712150,1499
85229022,1500
93838742,1501
68335446,1502
35264160,1503
54328484,1504
78586265,1505
71149645,1506
36321717,1507
90997954,1508
29162064,1509
52298697,1510
58865324,1511
48255148,1512
58865557,1513
37151300,1514
11128844,1515
70738670,1516
38758738,1517
56937392,1518
83195434,1519
42417224,1520
90908861,1521
18388608,1522
64186952,1523
13610593,1524
48049301,1525
37459508,1526
78903983,1527
73232972,1528
94550007,1529
70344435,1530
69357903,1531
98231390,1532
90712412,1533
89200665,1534
21108861,1535
57323608,1536
31793907,1537
24806178,1538
81591514,1539
41799652,1540
64061800,1541
35151574,1542
23412791,1543
48068462,1544
30074098,1545
44879519,1546
27137174,1547
10855868,1548
85621328,1549
37966643,1550
55653019,1551
73022429,1552
97912938,1553
87960610,1554
34718644,1555
70857951,1556
78463936,1557
89344412,1558
89234885,1559
51741562,1560
94200045,1561
72230612,1562
51975448,1563
72016121,1564
49031830,1565
52680876,1566
92157145,1567
87818281,1568
35831051,1569
66815403,1570
46550515,1571
52576264,1572
40111076,1573
28433821,1574
38656845,1575
54210345,1576
30698205,1577
71191829,1578
38971442,1579
95282424,1580
71915230,1581
51594739,1582
85565313,1583
20141940,1584
40773995,1585
40516538,1586
16402109,1587
74421129,1588
32477494,1589
93704961,1590
45890901,1591
37725486,1592
87400792,1593
45151609,1594
54262726,1595
16872119,1596
11199994,1597
24441627,1598
17607348,1599
84509183,1600
10632639,1601
96258287,1602
84604915,1603
89902968,1604
11131836,1605
95295938,1606
58409139,1607
25316675,1608
89188733,1609
21844378,1610
13879435,1611
84283617,1612
78874930,1613
76651532,1614
28655448,1615
55877743,1616
14139554,1617
10266834,1618
68478044,1619
92512477,1620
17589576,1621
27585867,1622
19376093,1623
48119376,1624
78249635,1625
25735592,1626
52266908,1627
43121431,1628
21979599,1629
10810372,1630
21232647,1631
41998457,1632
80487934,1633
42146247,1634
95865790,1635
72674437,1636
63452252,1637
43127678,1638
99131373,1639
52513413,1640
58554619,1641
57773201,1642
21945128,1643
78889390,1644
11368576,1645
52120802,1646
51670093,1647
70884664,1648
61626840,1649
38573994,1650
81832535,1651
28853527,1652
32628885,1653
99667252,1654
95989641,1655
55185760,1656
94511200,1657
33397885,1658
40408245,1659
53699569,1660
14935496,1661
91865174,1662
69077976,1663
29626418,1664
96274593,1665
23853476,1666
85828022,1667
72960755,1668
96249222,1669
24067963,1670
25472786,1671
93125220,1672
74535561,1673
46781210,1674
33428017,1675
10705839,1676
72444952,1677
82257992,1678
88043684,1679
69222489,1680
51269027,1681
19274970,1682
54372729,1683
49766395,1684
38713157,1685
94023981,1686
37345500,1687
90169514,1688
75157786,1689
31050900,1690
47905140,1691
41242572,1692
88928359,1693
39732804,1694
50700506,1695
39022153,1696
50741760,1697
55597029,1698
46329722,1699
95574252,1700
73304226,1701
64442233,1702
36984445,1703
14697632,1704
43123734,1705
64582804,1706
30641833,1707
14886873,1708
57700394,1709
51501266,1710
44940752,1711
83748962,1712
20193461,1713
32653178,1714
70281583,1715
91436368,1716
13334992,1717
96556407,1718
50971460,1719
82616295,1720
18491720,1721
81665442,1722
96386263,1723
33119935,1724
28089563,1725
24568134,1726
74695558,1727
44350452,1728
27834662,1729
35490837,1730
60979424,1731
88453129,1732
88032198,1733
94658729,1734
96367233,1735
67126557,1736
11580419,1737
22508374,1738
83333873,1739
31888636,1740
86397047,1741
32463291,1742
94206172,1743
40773403,1744
77887456,1745
13074259,1746
95455008,1747
97187198,1748
62498825,1749
24162222,1750
63255479,1751
23566337,1752
85054753,1753
40022250,1754
16958286,1755
83974501,1756
52044008,1757
96519519,1758
77215338,1759
79572457,1760
76488535,1761
63884350,1762
65954484,1763
23138821,1764
18940109,1765
31425812,1766
91750620,1767
50983062,1768
71288840,1769
10454524,1770
36073082,1771
19789529,1772
43276861,1773
57727235,1774
66930147,1775
43528394,1776
34751095,1777
56848887,1778
99256583,1779
94521418,1780
31957065,1781
80234307,1782
69081659,1783
37263794,1784
88216068,1785
61914484,1786
37545387,1787
82955493,1788
79430061,1789
48453808,1790
61917637,1791
34869599,1792
34327140,1793
12907025,1794
38570123,1795
53431010,1796
79802065,1797
52965373,1798
73566332,1799
69481423,1800
44096302,1801
64040854,1802
41548834,1803
38132180,1804
96929361,1805
13281511,1806
78152428,1807
16013618,1808
54378291,1809
97987769,1810
54192684,1811
93452037,1812
64600345,1813
83139372,1814
83602011,1815
13787035,1816
96275338,1817
17578339,1818
37056532,1819
79700598,1820
99592306,1821
33177757,1822
69434669,1823
55897141,1824
84629452,1825
37373234,1826
10122488,1827
85166203,1828
78413176,1829
14998140,1830
79361908,1831
65771475,1832
49178712,1833
34685941,1834
57503235,1835
19075926,1836
45061098,1837
92533166,1838
61422856,1839
75435922,1840
55678075,1841
29857044,1842
36740909,1843
55116641,1844
15180833,1845
18551414,1846
30697804,1847
99796783,1848
12995275,1849
19666649,1850
55706513,1851
90896041,1852
55686583,1853
64693123,1854
58245675,1855
81812437,1856
70510727,1857
53919429,1858
31803374,1859
16030652,1860
66775049,1861
92052577,1862
84382334,1863
72751493,1864
66410476,1865
93729562,1866
42792428,1867
78451387,1868
86337297,1869
57469558,1870
15295824,1871
35919565,1872
86136383,1873
55343992,1874
17673243,1875
34819591,1876
67109357,1877
62617316,1878
29153001,1879
31668813,1880
90420718,1881
36208743,1882
55853101,1883
28983443,1884
53215493,1885
29641921,1886
83250037,1887
27414485,1888
67390579,1889
74031727,1890
46526645,1891
66298938,1892
91602202,1893
90990400,1894
72575337,1895
48890345,1896
62004521,1897
73633125,1898
64114028,1899
38957848,1900
98160285,1901
18615802,1902
81624667,1903
45795556,1904
24441774,1905
41989839,1906
43886242,1907
60139062,1908
17422433,1909
36421069,1910
83925196,1911
95570793,1912
49741041,1913
53712371,1914
86532758,1915
15015985,1916
76016443,1917
37473466,1918
62035802,1919
98664997,1920
30542642,1921
46942280,1922
70283162,1923
42954819,1924
75786139,1925
41207970,1926
41790241,1927
87855188,1928
46283197,1929
31381046,1930
35182581,1931
94484932,1932
75565907,1933
54663292,1934
19172243,1935
31261022,1936
41752769,1937
90937372,1938
48260925,1939
66265798,1940
94434818,1941
35892163,1942
70987644,1943
81992050,1944
67152687,1945
99568352,1946
96542069,1947
60519177,1948
65961474,1949
39009950,1950
53690825,1951
64891936,1952
23738337,1953
56120994,1954
74018871,1955
13188147,1956
71331455,1957
61285325,1958
85378105,1959
22638206,1960
71924094,1961
78527093,1962
29459076,1963
69386808,1964
61990635,1965
83823792,1966
39775560,1967
84025093,1968
81543595,1969
76427828,1970
57552632,1971
66414793,1972
55464080,1973
61206871,1974
39746676,1975
54567796,1976
55025344,1977
15833845,1978
80600787,1979
95761088,1980
91333576,1981
25415547,1982
16835035,1983
81621002,1984
98934189,1985
25086215,1986
70533964,1987
19316752,1988
46480797,1989
82310374,1990
91534733,1991
23972379,1992
63111168,1993
59612644,1994
78859065,1995
63522252,1996
36282983,1997
66012539,1998
12086791,1999
45258930,2000
18200310,2001
68064462,2002
45358545,2003
36428189,2004
45386137,2005
93863541,2006
45614354,2007
58006477,2008
63785306,2009
41336313,2010
69817023,2011
99029878,2012
40890512,2013
39291379,2014
94125621,2015
10732376,2016
55155695,2017
63642376,2018
64162566,2019
41221317,2020
65534767,2021
74825959,2022
77944499,2023
42094531,2024
90396209,2025
98254760,2026
32146137,2027
16404859,2028
40734620,2029
31755012,2030
59825035,2031
38584430,2032
23538564,2033
91170869,2034
44167442,2035
12967480,2036
80380993,2037
45396858,2038
12582411,2039
35381971,2040
31038415,2041
61264672,2042
27617047,2043
59728830,2044
73302330,2045
72694076,2046
48770968,2047
57786116,2048
83286761,2049
27436125,2050
68173105,2051
24652074,2052
12277629,2053
12723764,2054
15882952,2055
33144192,2056
10367287,2057
83843932,2058
88556795,2059
69145070,2060
82786045,2061
90236388,2062
58503157,2063
27583542,2064
18209874,2065
65119030,2066
47566037,2067
94772700,2068
43749084,2069
64299702,2070
15375685,2071
93623424,2072
34528980,2073
51290187,2074
44577480,2075
89190543,2076
64998684,2077
88360277,2078
78219926,2079
86771687,2080
73791674,2081
75410032,2082
99117987,2083
94075965,2084
94987981,2085
33237191,2086
17534439,2087
15163912,2088
33101422,2089
24183687,2090
25449694,2091
25517620,2092
42005808,2093
91223358,2094
46127507,2095
64795568,2096
78355863,2097
90715369,2098
64105254,2099
13129689,2100
22668033,2101
32417771,2102
52937864,2103
94654160,2104
92721040,2105
49985231,2106
10532114,2107
44657828,2108
74121009,2109
78267407,2110
50663681,2111
88310564,2112
41458104,2113
58433228,2114
78028086,2115
56339562,2116
41363234,2117
77961032,2118
12988411,2119
52397327,2120
44899493,2121
80785371,2122
59230305,2123
98730634,2124
21904761,2125
60374979,2126
61662638,2127
72297605,2128
20258645,2129
59680719,2130
20222621,2131
21077324,2132
99463143,2133
18195182,2134
40331347,2135
76156781,2136
99792645,2137
69955872,2138
83425130,2139
