dni_persona,telefono_fijo
44433867,84018
11464239,63452
96465781,89752
28455708,55987
41809818,47980
18628662,52331
96937138,36606
51133228,72185
36654427,22976
70953217,55134
38117514,76947
64400680,26163
94618224,68878
58353010,55133
20666136,33924
75113625,33383
62106457,30165
26331068,90559
72728137,38669
30769650,68221
33932545,98261
85434885,34864
92963416,12947
58456885,53154
28284809,24237
42908634,60716
99262436,19933
82748200,66772
43677965,55958
59100349,28252
55346701,46757
17198469,72048
46405237,85762
82944488,28499
14833808,17215
56543942,60671
93520557,70273
52498824,54084
72179494,50952
80622929,20816
40565238,44003
94578681,35001
77801631,53395
69714061,12137
49162376,95974
49887786,65670
39595641,63522
54521429,52256
29354729,88031
94429597,22700
82133136,24645
59211387,76570
26540634,42630
39978100,15804
35555980,26575
88885406,43944
14720681,69916
74616083,96036
89915524,48196
44761709,26292
70005791,31855
28125301,15942
24692099,39476
69629466,74128
65707817,11264
45811480,54924
60325101,88979
52597734,75948
68416890,91965
81879376,97563
63454191,79737
44201757,68527
77659189,58882
18191984,80073
63619119,95898
75910008,27074
47061159,73817
86449753,67167
66201399,84095
81490643,69213
71215010,66599
39817438,27336
61402759,19011
56744379,40690
65409503,86905
86889255,74286
47936760,21250
48024725,80571
25414348,45855
21695089,94436
76250134,75857
92004349,34713
84542709,99676
54898251,48235
30301805,44363
18151457,71539
84001667,57766
45811201,40477
29006522,37303
10627784,55635
37837184,62194
87113335,59860
30703438,38824
84201096,55091
27435292,78920
49914674,11303
14720430,98066
26069821,16825
62709676,81601
82767639,97210
20114392,17485
26991361,36742
56685939,90837
27171104,72215
19073877,71391
