administrador,ruc,nombre
10256972,59235595034,Alimentación FH S.C.P
85715723,82618624407,Familia Salamanca S.L.
17027216,26076326978,Rosendo Julián Arnau S.L.N.E
78253308,68887453990,Teófila Rincón Salmerón S.Com.
24069701,60098755540,Esparza y asociados S.C.P
41918788,27907597767,Jose Manuel Fortuny Caro S.L.
13426334,58959604649,Consultoría Simó y asociados S.Coop.
15596923,12763507608,Compañía Castellana S.L.
26038891,31268057848,Familia Ferreras S.Coop.
29192878,21259270641,Farmaceútica IFAH S.A.
98261289,80320021873,Severo Escolano Duran S.L.N.E
45120311,83013744872,Casado & Asociados S.L.
76860157,84594316966,Servicios Cánovas S.L.
31355375,99284501429,Familia Sales S.A.
45488370,55532379549,Distribuciones Roselló y asociados S.L.N.E
60166984,42989698576,Talleres Mesa S.L.
82231807,26928501843,Manufacturas Escobar & Asociados S.L.
29861282,65634632420,Porcel y asociados S.L.
17039142,17402145760,Finanzas Crespi S.A.
18519602,29395357407,Restauración QKA S.L.
51450233,66240626456,Consultoría Osorio S.L.
76940504,17447637584,Familia Feijoo S.Com.
64790429,69384454297,Arregui & Asociados S.Com.
17027216,79628238865,Nuñez & Asociados S.A.
61019823,70271057822,Hnos Franch S.Com.
12603010,63676925923,Espinosa y Suarez S.C.P
23108778,76549329963,Inmobiliaria Valdés S.L.U.
63259320,46089071925,Banco Alarcón & Asociados S.Com.
86511598,87458722777,Ignacio Robles Beltrán S.Coop.
67830231,74167434616,Construcción OA S.L.
14555590,84066649981,Fuster & Asociados S.A.
78118989,36113317157,Alcides Robledo Seguí S.L.N.E
44780803,12480858500,Suministros Castellana S.A.
92006720,85251690294,Marcia Herranz Oliva S.A.
49328186,17430825518,Zapata y Verdejo S.Coop.
31211558,21987284552,Bravo & Asociados S.Coop.
94334020,86194664377,Despacho Alcalde S.L.L.
49814797,20693019110,Farmaceútica VVRN S.A.T.
80028943,91893580676,Farmaceútica Dávila S.Coop.
56655613,79240471942,Mármol y Caballero S.A.
47692840,89046310195,Grupo Orozco S.Coop.
41919043,81605468426,Calatayud y Ayala S.Coop.
40451621,27056257635,Comercializadora ZRR S.Coop.
42185523,63766715711,Infraestructuras WHEC S.Com.
50993295,45639427180,Jesús Anglada Vidal S.Coop.
89957506,39057048788,Compañía del Noroeste S.L.L.
78378291,11247441645,Banca Privada MCT S.L.
10626669,37192002137,Farmaceútica Egea & Asociados S.A.
49130139,16340869934,Orozco y Luque S.Coop.
45336358,21531207049,Tejera y Chaves S.Com.
88286746,38599863388,Blanes y Paredes S.L.
71695784,87589365194,Alimentación Internacionales S.Coop.
49066193,24988563065,Benavente & Asociados S.A.
58158495,80922634902,Compañía Carrera y asociados S.L.
28668963,84519428483,Distribuciones Camino S.A.
12257062,85273119249,Servicios Benavent S.A.T.
18519602,48789890750,Salazar y asociados S.L.
91961702,46557032335,Comercial Zabala & Asociados S.L.
40406854,17236806773,Valenzuela & Asociados S.L.L.
38227535,27472397193,Farmaceútica Saavedra S.L.
11221468,80753843543,Despacho López y asociados S.A.D
19045156,21514645905,Industrias XB S.L.
73674648,28943599832,Restauración Viñas y asociados S.L.
29192878,84083163762,Grupo Manzanares S.L.L.
71540276,83684252293,Inmobiliaria NZA S.Com.
64716561,64642327520,Gallardo & Asociados S.L.
78993593,66845020878,Fábrica OSE S.Com.
13144711,25425560567,Promociones Hurtado S.L.N.E
93806839,47453713988,Alimentación Pomares S.L.
83964722,59917943320,Gascón y asociados S.L.
13185275,67287619208,María Teresa Becerra Sanchez S.Coop.
64790429,41110268026,Consultoría Salcedo S.A.
25471476,91046355312,Despacho del Levante S.L.N.E
76940504,68283390901,Fábrica Clavero & Asociados S.L.
12318396,87377810137,Bartolomé y Belmonte S.Coop.
64384858,86492948819,Tecnologías Miguel S.Com.
49066193,84701914598,Andres & Asociados S.Coop.
59881939,11235342712,Supermercados CPZ S.Com.
50964636,49211418165,Industrias Pellicer & Asociados S.A.
27280739,58627879086,Comercial Española S.L.L.
81237849,29671110986,Transportes Villaverde & Asociados S.A.U
39502539,85557196586,Fábrica del Levante S.Coop.
31211558,14633722206,Jove y Azcona S.A.D
76648431,19586415634,Grupo Fabregat S.L.
83460486,53154318012,Soluciones BZQP S.L.
60273575,48499463776,Bejarano y Vélez S.A.
25954140,85284368933,Compañía Mateu S.Com.
80028943,90432326865,Familia Lorenzo S.L.
20713402,74447374999,Tecnologías Internacionales S.L.
85019632,54289982464,Jimenez & Asociados S.Coop.
30877024,45236566433,Aníbal Pol Rodrigo S.L.
47224939,80101644463,Inversiones Iberia S.L.
10558773,39852883759,Mariscal y Barbero S.L.
24636945,41127840173,Comercializadora Catalán S.Com.
64954174,75932134403,Familia Ortiz S.A.
33321396,65764946708,Supermercados Avanzadas S.Coop.
13459232,78592698405,Piquer y Corral S.L.N.E
35365824,61707485826,Hermanos Bilbao S.L.L.
89313224,75264985762,Eutropio Osorio Duque S.L.
95117326,25447156505,Distribuciones Sedano y asociados S.L.L.
14581323,78299566299,Grupo Ángel S.A.
95015576,38259472669,Grupo Fortuny S.Coop.
18636349,66333596547,Minería del Mediterráneo S.L.L.
10256972,92346059729,Carballo y asociados S.L.
63259320,24202442285,Carrasco y Lobato S.Com.
12257062,80116379501,Segarra & Asociados S.L.
50451628,45780307420,Supermercados Viana S.L.
71695784,44514892773,Industrias Españolas S.L.L.
55449676,68757306508,Cal & Asociados S.L.N.E
97136949,88102090629,Ricarda Aranda Velasco S.A.
29861282,23608198533,Escobar y Muro S.Coop.
50993295,38814152957,Infraestructuras del Norte S.Com.
77083687,92505332578,Tomasa Uriarte Múñiz S.L.N.E
69363609,95165941336,Comercializadora Sanchez & Asociados S.L.
46586390,87236558601,Soluciones Bernal y asociados S.L.N.E
69958576,65528180298,Ruperta Calleja Almansa S.Coop.
32429527,30166332155,Valls y Blanca S.C.P
72599725,97842999913,Servicios del Sur S.Coop.
93806839,60130916706,Alimentación del Noroeste S.Com.
95015576,37814457490,Consultoría NR S.C.P
68374456,98917368379,Herrera y Mascaró S.Coop.
25335358,29120505348,Ani Rocha Salcedo S.A.
11325666,15892626834,Leon y Camino S.A.T.
41717378,54180885072,Transportes Tomé S.L.
53407231,37794169075,Nacio Mir Haro S.L.
39156299,17414955919,Consultoría Inteligentes S.A.T.
32429527,78605317228,Hnos Vaquero S.Coop.
50457938,60946235056,Instalaciones Bravo S.Com.
92653471,12108029096,Bonilla & Asociados S.L.N.E
49130139,20142648044,Talleres Collado y asociados S.L.N.E
28244411,14737701704,Manufacturas Ibéricos S.L.L.
12603010,46600449110,Supermercados del Sur S.Com.
67763938,38698412075,Osuna y Galván S.Coop.
57653437,16586251902,Torrents y Sevillano S.L.N.E
71540276,77057924529,Minería Avanzadas S.L.N.E
30293583,96235824582,Grupo Oliveras S.A.
46353063,60338816547,Supermercados Silva & Asociados S.A.
35365824,52471489368,Despacho del Sur S.L.L.
59235115,33249251471,Inmobiliaria Plaza & Asociados S.L.N.E
81966253,93714069534,Familia Torrecilla S.Com.
78583065,36531655839,Desarrollo Avanzadas S.L.N.E
89899337,71651156728,Promociones Saura & Asociados S.L.U.
13144711,38853527353,Amores y Guijarro S.Coop.
17841475,96717929960,Comercial Azcona & Asociados S.L.L.
77179451,34200844414,Inversiones Integrales S.Coop.
81966253,93096208704,Tena y Palomares S.L.
37775079,12625250570,Girona y Nevado S.Com.
16634262,38129397629,Supermercados Avanzadas S.A.
13459232,74466452911,Banco Barriga S.L.N.E
63259320,38504349843,Anselmo Naranjo Jaén S.L.L.
25335358,27945628891,Hermanos Higueras S.Coop.
53756394,37758510239,Loreto Solsona Vallejo S.L.
55718538,57142787662,Hotel del Sur S.A.
34050973,36848586051,Giménez & Asociados S.A.
30877024,37475938422,Comercializadora QIZ S.A.
60321444,43817214205,Collado y Giner S.L.
65926769,28186886687,Banco BQAV S.Com.
31355375,74548864286,Promociones Arias y asociados S.L.
48366077,45423722111,Baró y Carretero S.Coop.
87038565,86967472702,Transportes EOM S.A.
64954174,25738997122,Compañía Salas S.A.
15724328,89017196992,Gimenez y Folch S.Com.
61844642,83190891798,Banco AP S.A.T.
38433959,20039220394,Duran & Asociados S.C.P
50655833,58418887415,Comercial Mayol S.A.U
71384339,70903145213,María Luisa Chacón Diez S.Com.
33822100,20904513559,Checa y asociados S.A.D
42156066,99979316856,Hotel UEZZ S.A.
52572807,39539578485,Finanzas Viña S.L.N.E
41356160,37285277972,Banca Privada Rodrigo & Asociados S.Coop.
73033423,87531590031,Fábrica Españolas S.Coop.
48064784,94766354775,Domingo & Asociados S.L.L.
11642271,17471370006,Lumbreras y Barba S.Coop.
56655613,40040554108,Comercial Albero S.L.N.E
10909373,43209193429,Inocencio Tello Agustín S.C.P
14175260,74535260976,Vasco Reina Bertrán S.Coop.
84579373,14255177824,Desarrollo LQRG S.A.
97414385,38938061337,Distribuciones González S.Coop.
85019632,73300297008,Banco del Levante S.L.N.E
84481387,89946882748,Elodia Parra Pera S.L.N.E
39187797,24420391519,Tecnologías USBX S.Com.
95576140,86779105847,Nazaret Miranda Robles S.Com.
25600381,73808794816,Alcázar & Asociados S.L.L.
50457938,99423081674,Instalaciones Ibéricos S.A.
40966453,50220780074,Jose Nebot Arnau S.L.
55856793,91790553492,Minería NXJE S.A.U
66352198,73162031731,Construcción NT S.A.T.
56324588,91633339673,Torrens y Luque S.Coop.
45228892,18475543735,Iván Criado Carreño S.C.P
11269376,52707641061,Fortunata Chacón Vega S.L.L.
40451621,87046588024,Logística BI S.A.U
30877024,15066840940,Carvajal y Llanos S.Com.
13185275,62120796139,Amat & Asociados S.Com.
72599725,91516070043,Hermanos Chacón S.C.P
11642271,61647345068,Malo & Asociados S.Com.
12537683,16375979543,Banca Privada Tormo S.C.P
63451327,91311617574,Mate & Asociados S.L.
86809333,85095414169,Hermanos Soto S.A.
11618689,43467368408,Transportes del Mediterráneo S.Coop.
89957506,28504983279,Suministros Raya & Asociados S.A.U
81237849,42506464888,Hnos Atienza S.A.
86116525,96675864557,Familia Morán S.Com.
20442111,90778789765,Aznar & Asociados S.L.L.
18551432,32657009807,Torrents y asociados S.A.
16677302,59432796762,Armengol y Querol S.Coop.
33671092,31879983707,Carmelo Barral Torrijos S.Com.
16189011,93812235102,Familia Ledesma S.A.
22056369,76579235740,Toledo & Asociados S.Com.
31930130,77499066884,Manufacturas RIH S.A.
20151600,74533106648,Peralta y Peña S.Coop.
68232608,60584671588,Quevedo y asociados S.A.
61709937,72460334359,Transportes Avanzadas S.Coop.
77887915,29232065380,Abril y Fernandez S.Coop.
14633721,91005767184,Saura y Ropero S.Com.
77083687,51800506112,Suministros Luz S.A.T.
62827573,54633491444,Alimentación Avanzadas S.Com.
62797970,49788316482,Talleres Ibéricos S.L.
25954140,88813914649,Ignacia Alcalá Aller S.L.
55206061,67846902700,Ballesteros y Estevez S.Coop.
20151600,82250274017,Grupo Bonilla S.Coop.
97414385,92369666557,Familia Seguí S.L.
77226327,90769713545,Tecnologías OX S.A.
45637245,44991842527,Manufacturas Bayón S.L.L.
68212289,38131449772,Finanzas Chaves & Asociados S.A.U
92980868,30248428197,Farmaceútica ZKR S.A.
69791682,50095014712,Inmobiliaria Padilla y asociados S.Com.
12610016,30628872431,Finanzas Bustos y asociados S.L.L.
86511598,90747066006,Alegria & Asociados S.L.L.
73042324,35193247920,Distribuciones Torrecilla S.C.P
19556730,15529619219,Marisol Arjona Julián S.L.
48230596,86392658741,Familia Rosado S.A.
89899337,68388989007,Grupo Crespo S.L.N.E
60477193,98964400514,Industrias Integrales S.Com.
37275138,51693192094,Nazaret Caballero Lorenzo S.L.L.
93383432,62802540643,Benito Gallardo Bas S.A.
78378291,76948108968,Acedo & Asociados S.A.U
40406854,50343965736,Banca Privada Sáenz y asociados S.L.L.
95061932,18598946668,Hermanos Porras S.L.N.E
49334755,11198450781,Familia Dueñas S.L.L.
17039142,36825531861,Vélez y Jove S.Com.
84337157,54738715561,Restauración Azcona y asociados S.A.D
12673102,72506372940,Pelayo & Asociados S.Com.
24468594,57608864345,Sales y asociados S.A.
66481289,43730315942,Tolosa y Albero S.Coop.
55856793,74795859516,Osuna & Asociados S.A.T.
81944831,82895800919,Grupo Hernando S.Com.
60273575,87257009963,Cristian Gonzalez Román S.L.N.E
40428627,40739130987,Hermanos Espinosa S.Com.
13210319,30395651504,Suministros Ibérica S.L.L.
12603010,68271292903,Inmobiliaria OXS S.L.N.E
49445183,94285972737,Fabra y Caro S.L.L.
55856793,38798174830,Garcés y asociados S.Coop.
87038565,77051824341,Familia Pozo S.A.
53589846,31520049337,Minería Españolas S.Com.
11790609,25496206846,Andrés Felipe Mendez Anguita S.Com.
21232088,77531765095,Hnos Catalán S.L.
75541531,41173319500,Comercializadora Bartolomé S.Com.
41918788,63174848889,Banco Avanzadas S.A.
73674648,87322696740,Alemán y Giralt S.L.
47692840,46457666029,Amat & Asociados S.A.D
28005297,75732543089,Suministros Integrales S.L.
17439248,94718088152,Baró & Asociados S.Com.
48064784,38742790307,Sureda y Canales S.Coop.
56655613,33394262073,Hotel Ibérica S.Coop.
87286126,58088740817,Hotel Portillo & Asociados S.A.
14761245,10698746050,Soluciones Ibéricos S.Com.
40966453,81008717260,Grupo Barbero S.Coop.
13798086,13969157165,Abascal y Ariño S.Coop.
21094847,81464493513,Fábrica Nuñez & Asociados S.L.N.E
44920424,90813812400,Talleres Ibéricos S.A.
52464263,59189105355,Hermanos Novoa S.L.N.E
54252367,46198396682,Buenaventura Redondo Manzano S.C.P
14175260,21065554331,Dorita Pizarro Ordóñez S.Com.
52926917,10359995598,Fábrica Ibéricos S.Com.
65228872,22209922665,Soluciones Ojeda S.A.
20266013,77993855846,Compañía BSK S.L.N.E
22875300,49834857012,Maximiliano Aragón Vara S.A.
89957506,82341333120,Nydia Gómez Casanova S.Com.
71540276,84729331584,Industrias del Noroeste S.Com.
13185275,18806005742,Merche Ibarra Pujol S.Coop.
50457938,61134206195,Nayara Somoza Báez S.L.N.E
12537683,72087552359,Inversiones del Mediterráneo S.A.
61450878,30558823725,Infraestructuras Priego & Asociados S.L.
39021584,12876523185,Minería Integrales S.A.U
28628489,24827543719,Talleres Gárate & Asociados S.Com.
30877024,48241924301,Mascaró & Asociados S.Coop.
63475165,71622265728,Reina Escamilla Llorente S.L.
49328186,24006607827,Talleres Costa & Asociados S.Coop.
42088868,50683824193,Inmobiliaria Reig y asociados S.A.
49130139,98176367915,Servicios del Mediterráneo S.A.
10956097,55525660729,Alberto y Cueto S.L.N.E
40244667,29201185772,Hnos Zurita S.Coop.
77887915,36163201200,Grupo Benavides S.A.
16189011,98366389264,Talleres López S.Coop.
31086480,10810995716,Distribuciones KM S.A.
37775079,25007416985,Minería IY S.Com.
50997317,89094797116,Finanzas CF S.L.N.E
13459232,61914704497,Soluciones Avanzadas S.Coop.
44780803,51271365755,Fábrica Inteligentes S.L.
97667814,65801523336,Banco PH S.A.
91608360,80389778055,Familia Santamaría S.L.U.
63259320,98404648077,Inmobiliaria Guardiola S.L.
86511598,23904606312,Despacho Alcolea y asociados S.Com.
57653437,60595316707,Fábrica Ibéricos S.Com.
55856793,44815198164,Toni Andrade Isern S.Coop.
78993593,55405875866,Infraestructuras AX S.Coop.
17027216,60486882935,Brígida Tejada Blázquez S.L.
39021584,20326741508,Promociones Iberia S.Coop.
30263486,11146224927,Badía y asociados S.L.N.E
28244411,96456139817,Suministros Teruel y asociados S.L.L.
28628489,15495274554,Ojeda y asociados S.L.
45683638,55267576720,Hnos Riquelme S.L.
11325666,65839883643,Desarrollo Internacionales S.A.
84481387,64241975850,Familia Prats S.A.
18900849,78253207367,Industrias QXIB S.L.N.E
39502539,15353000799,Alma España Zabala S.A.
16920802,62878263233,Parra & Asociados S.Com.
98484225,32175388673,Rios y Coello S.Com.
15601285,29048630436,Hotel EXYM S.A.D
38433959,97901536833,Servicios Sola S.Com.
42156066,76876434685,Grupo Arana S.L.U.
11176049,20675622664,Comercializadora PAB S.L.
11106853,72110821504,Uriarte y asociados S.L.N.E
59753983,46196600979,Soluciones Cáceres y asociados S.A.
88286746,50868681077,Gómez y asociados S.Com.
85019632,11987230818,Córdoba & Asociados S.A.
31355375,73406618094,Cristóbal Lorenzo Ibáñez S.Coop.
77226327,37092469329,Infraestructuras del Mediterráneo S.L.
78387732,73366009071,Cañellas y Viñas S.A.
10558773,78270790871,Hotel Avanzadas S.L.
98042468,88058679427,Infraestructuras Perea S.A.
77179451,44227123788,Restauración del Noroeste S.A.
81237849,89125988281,Inmobiliaria YZWL S.L.
71695784,20663334098,Grupo Albero S.A.
96086692,96957406295,Transportes QT S.L.
11618689,48780013818,Compañía SG S.L.U.
33671092,83301882080,Desarrollo Globales S.Coop.
88861763,79914658122,Comercial Solís S.Com.
44844692,89041440686,Promociones Pavón & Asociados S.Coop.
18900849,91187828920,Diez y asociados S.C.P
15999891,45867294670,Comercializadora JTA S.Com.
36461551,93191093975,Buendía y Lamas S.Com.
12318396,18394037927,Inversiones Bayo S.L.N.E
15160099,83345758491,Farmaceútica OJ S.L.N.E
27659932,95375269019,Valentina Cánovas Santamaría S.Com.
23130591,84433908925,Marí y Saavedra S.Com.
77887915,35087349177,Fábrica DU S.Coop.
67633371,37997593883,Banco BE S.L.
75541531,54660346519,Fernando Blanes Parejo S.L.U.
33645293,69831576294,Hnos Casal S.L.
71384339,78620128151,Banco Avanzadas S.A.T.
41954927,10158362102,Tecnologías del Noroeste S.A.
10909373,10247654764,Sevillano y Marí S.Com.
29607084,45772116478,Morante & Asociados S.Coop.
68374456,43410016146,Celestino Frías Carretero S.A.U
83460486,88654156152,Verónica Roura Luque S.L.N.E
40116984,37505639681,Jaén y asociados S.A.
45637245,73645178917,Falcón & Asociados S.Coop.
45607062,26347048202,Alimentación FVV S.A.
55449676,26315067491,Servicios Marco & Asociados S.Coop.
29768405,75502847481,Despacho Iberia S.L.
24069701,92173394059,Despacho Zamorano S.L.
69798445,61984201769,Infraestructuras Ibérica S.A.U
64790429,16075214945,Leonel Benavides Higueras S.A.
61019823,60765300192,Banca Privada KSLU S.Com.
32429527,19105807984,Industrias ZK S.L.
97156866,77207676697,Azcona y Llorente S.L.
95439176,38955853833,Hnos Hidalgo S.A.
28668963,42191276825,Hnos Exposito S.Com.
59466278,43855616123,Mateo Pinedo Cerdán S.L.U.
64716561,24583019915,Caro & Asociados S.A.T.
25366102,16238915087,Servicios Briones S.Coop.
23553506,47120973233,Abascal & Asociados S.A.
63451327,72548413094,Bruno Jaén Criado S.L.
24369148,33188825341,Familia Anglada S.Com.
75158810,23469168502,Lopez & Asociados S.A.
41197577,11254536728,Infraestructuras TWQ S.Coop.
45801062,71490978191,Restauración Jódar & Asociados S.C.P
53791468,89663713053,Solano & Asociados S.L.N.E
49130139,31227492933,Estrella Sanz Solís S.L.
88493692,14025361059,Tecnologías Aguirre & Asociados S.L.L.
95439176,23953392665,Hotel YPP S.Com.
14268703,87163523808,Diana Alcántara Calvet S.L.L.
68374456,33596406583,Infraestructuras Castellana S.L.N.E
15999891,13454713624,Leopoldo Campos Lillo S.A.
36880469,56990604355,Ascensión Bermudez Expósito S.A.
38227535,37239909423,Logística Globales S.Com.
16145808,10943422227,Suministros del Sur S.L.N.E
55718538,14356436641,Piedad Briones Iñiguez S.Coop.
13144711,33614886164,Comercial Cortina y asociados S.L.N.E
64790429,40832363955,Banco Avanzadas S.L.N.E
12673102,44817184461,Perea y Múgica S.L.
52572807,48866263534,Manufacturas Águila S.A.
41980584,20982182102,Palomino y Rosell S.Coop.
38988258,43443858678,Gordillo & Asociados S.Coop.
65228872,77169838134,Restauración Gimeno & Asociados S.L.L.
49130139,60560559980,Desarrollo IVFN S.Coop.
38261199,67225467448,Logística Cabañas & Asociados S.Coop.
34223480,40697632295,Tecnologías Cabo y asociados S.A.
18636349,85187726267,Hotel Gargallo y asociados S.A.
77179451,41728357795,Banca Privada del Norte S.L.L.
15601285,92077402946,Finanzas Valle S.Coop.
29861282,19824303437,Marcos Bernal Gascón S.A.
55280175,73092736639,Talleres Acevedo & Asociados S.L.
30293583,55881915691,Consuelo Otero Acuña S.Com.
93383432,55311741932,Hnos Goñi S.A.
76648431,39987133428,Banco Dalmau S.L.
27280739,39150131999,Desarrollo Vigil y asociados S.L.L.
29871722,98776672783,Infraestructuras Donaire S.L.
97667814,17058297072,Chacón y asociados S.Coop.
98484225,55439520811,Jaén y Andrade S.A.
76940504,64932535649,Tecnologías Toro S.L.
52926917,33312438049,Pont y Soriano S.L.L.
22875300,27357445421,Soluciones Ávila & Asociados S.L.N.E
84337157,22159083214,Grupo Peiró S.L.
57765117,58812734152,Finanzas Español S.Com.
27280739,76764976342,Infraestructuras Segarra S.A.
61427405,83542271012,Alimentación Iberia S.L.
36880469,85773250044,Compañía del Levante S.L.L.
36463603,46432882745,Ortuño y Rosado S.Coop.
32522140,33638704029,Cabanillas y asociados S.A.T.
11269376,23196315590,Arrieta y Borja S.Com.
73111159,65741951095,Pareja y Alcántara S.Com.
11176049,50956495065,Familia Fonseca S.Coop.
83474185,28074382472,Soluciones WLIT S.L.U.
12257062,53659764469,Industrias Gaya y asociados S.L.
77226327,61571576662,Despacho HY S.A.
33822100,32258653903,Familia Echevarría S.L.
46353063,86308896948,Vasco Pardo Pedro S.A.
89957506,10701654592,Hermanos Prado S.A.
45637245,86551679574,Fábrica Cuenca S.L.N.E
57765117,14161973764,Distribuciones NUYK S.Coop.
12537683,26498718461,Inmobiliaria Ibérica S.L.U.
69798445,49590339703,Eufemia Lloret Múgica S.C.P
75836375,75200229945,Comercial del Norte S.Coop.
51450233,12968829819,Inversiones Castelló S.A.
56550273,90188871532,Inversiones JCM S.Coop.
49814797,62842947941,Consultoría NCAA S.L.U.
24069701,45169217272,Promociones Olmedo y asociados S.A.
41197577,46569433808,Construcción HJA S.A.
77569719,52363120882,Supermercados Fajardo S.L.L.
68765916,19164364508,Fábrica Redondo S.L.L.
15601285,69420443270,Vicenta Cueto Montalbán S.L.U.
64384858,77821091577,Comercial Calvet S.A.U
33671092,26751071769,Minería Rebollo & Asociados S.L.L.
49334755,81253666782,Talleres Catalán S.C.P
53589846,47718292595,Tejada y Fernandez S.Com.
39187797,97301167376,Hnos Doménech S.Com.
78378291,87058789577,Criado y Espada S.L.L.
66481289,29251374696,Industrias Inteligentes S.Coop.
24461428,94010358763,Familia Arévalo S.L.
97156866,61908011880,Restauración Española S.L.N.E
60086793,47503732957,Juan Manuel Cuevas Cobo S.L.N.E
56324588,42534256980,Supermercados NN S.L.
19193014,19450659114,Ferrando & Asociados S.L.L.
96378518,60333532998,Mancebo y Pintor S.A.
52464263,88930849500,Consultoría Inteligentes S.Coop.
64384858,59817600885,Garrido & Asociados S.Com.
79911050,49909324503,Macías y Robles S.Com.
35365824,84169800542,Guillén y asociados S.L.
44844692,54621518986,Minería ACYE S.Coop.
18636349,89942374501,Instalaciones Madrigal & Asociados S.A.
55615456,31033476845,Talleres Riera S.L.
20713402,67261121044,Corominas & Asociados S.L.
95439176,31948740509,Anunciación Gonzalo Manzano S.A.
15160099,77750804715,Cuervo & Asociados S.L.U.
87341022,36459125246,Hnos Andreu S.A.
93383432,43986507089,Servicios Mas y asociados S.Coop.
10558773,47244776642,Hermanos Vila S.A.
45607062,16874661417,Banca Privada UUG S.A.
95439176,82296598313,Grupo Pastor S.Coop.
70162263,30317058667,Hernando & Asociados S.L.N.E
50993295,10996411424,Restauración Ibérica S.Com.
25954140,89131224431,Familia Terrón S.A.D
49334755,66413501539,Distribuciones Luís & Asociados S.L.L.
49328186,25080295670,Hotel Elías S.Coop.
50997317,71636461817,Restauración Españolas S.L.N.E
78993593,15925725659,Correa y Buendía S.L.
45637245,38459187548,Vázquez y Pulido S.L.
76860157,59630133184,Hermanos Silva S.Coop.
41919043,21960287069,Supermercados Quintero & Asociados S.Coop.
