dni,nombre_completo,direccion,telefono
36851006,Miguela Parra Samper,"Paseo Rosa Calvet 16 Piso 8 , Badajoz, 29365",042909073
60035864,Marisol Mena,"Urbanización Ainara Bas 50 Piso 3 , Burgos, 26614",300039597
23475532,Encarnación Alberola,"Plaza Manuelita Llopis 738, Alicante, 42903",120006858
55315685,Felisa Escrivá Diéguez,"Callejón Dolores Iborra 91, Teruel, 32793",986260079
47214901,José Ángel Abella Noguera,"Cuesta Jenny Arnal 15 Piso 2 , Teruel, 37911",654723350
83871316,Sol Casas,"Vial de Ulises Colomer 88, Guadalajara, 21381",130881189
42037831,Maximiliano Castro,"Cañada de Nydia Rosa 59 Puerta 1 , Huelva, 25175",167256787
31098364,Luciano Luís Talavera,"Vial de Abel Sanjuan 358, Teruel, 09103",776429841
63049271,Paula Salas Medina,"Acceso Luisa Delgado 173 Apt. 86 , Murcia, 06635",400114955
96780925,Adalberto Galván Echevarría,"Avenida de Emelina Núñez 70, Badajoz, 22091",313123928
41358032,Severo Osuna Julián,"Cuesta de Pía Alcalde 74 Apt. 25 , Madrid, 28168",107176225
95851580,Amílcar Esteve Manso,"Calle Lupe Mesa 4, Palencia, 26041",440843195
93968345,Roberta Ibáñez Azorin,"Urbanización de Sonia Botella 962, Baleares, 46648",846826326
18360722,Sabina Comas Otero,"Cuesta de Victor Tejada 291, Palencia, 26509",552064013
15956365,Nando del Estévez,"Cuesta Luisa Cervera 45, Málaga, 27294",631735484
40560732,Griselda de Cañete,"Urbanización Norberto Soriano 1, Almería, 14248",100410482
75096726,Nayara Jaén Doménech,"Camino Nicolás Rico 514 Puerta 3 , Cantabria, 51230",592939950
15626949,Abel Demetrio Sureda Montesinos,"Callejón de Pía Feliu 96 Puerta 4 , Burgos, 37908",213737349
98960844,Heriberto Cuevas Jara,"Paseo Aurora Pont 42, Guadalajara, 30542",055416250
10659513,Arturo Abella Bejarano,"Callejón Paloma Montero 99, Soria, 34218",040418751
39822445,Soledad Solís Catalán,"C. de Pili Aragonés 18, Burgos, 03961",296879908
24113978,Ignacio Vallejo Marti,"Pasaje Teodosio Llorente 562 Piso 4 , Huesca, 13683",352420055
46178414,Cipriano de Rodriguez,"Vial Marisa Ayllón 261, Zamora, 04619",339521776
15270777,Jose Miguel Leal,"Paseo Reina Adadia 34 Apt. 67 , Salamanca, 30494",774879056
33004174,Gustavo Estévez-Giménez,"Urbanización de Azahar Muñoz 65 Puerta 2 , Murcia, 44181",636974922
88363829,Rolando Cuevas Cuevas,"Vial Pascuala Pinto 6, Palencia, 10228",678229978
42870666,Flavio Crespo-Canales,"Pasaje Purificación Rodriguez 58 Apt. 34 , Santa Cruz de Tenerife, 14169",303609419
13121645,Abilio Ferrando Vargas,"Rambla de Eufemia Mariño 30 Apt. 06 , La Coruña, 28220",921805912
99482707,Anna Gomez Olivares,"Calle Belén Sobrino 401 Puerta 9 , Huelva, 47140",224607788
35106167,Jimena Busquets Morante,"Calle Jerónimo Valcárcel 74 Piso 0 , Madrid, 24459",346904997
24692485,Borja Sabater Soto,"Pasadizo Rosa Arteaga 22, Vizcaya, 03435",421990619
62296101,Juan Pablo Palau Peláez,"Urbanización Lisandro Pedro 21 Piso 5 , Cádiz, 47054",717098150
79932592,Flor Carina Palacio Botella,"Pasaje de Narciso Sandoval 152 Apt. 67 , Pontevedra, 17915",399470983
33652701,Emiliano Cordero,"Pasadizo de Guadalupe Querol 405, Segovia, 41753",628796595
62878007,Áurea Vives Benitez,"Glorieta Adriana Mancebo 66 Apt. 40 , Ceuta, 04717",344385733
71399451,Natanael Arroyo-Luís,"Urbanización Severino Aramburu 45, Melilla, 09673",434955682
49661142,Crescencia Sanabria Nieto,"Rambla Eladio Román 5, Málaga, 43321",220912834
16431912,Natalio Osuna Cabeza,"Rambla de Carmina Grau 6, Almería, 38984",115747699
25204991,Reinaldo de Aramburu,"Callejón Esteban Garrido 189 Puerta 0 , Cuenca, 06853",320396067
68363664,Teófila Mosquera Cervantes,"Avenida de Rita Quiroga 6, Cuenca, 23659",113866966
32521743,Quirino Torrents Posada,"Glorieta Emilio Contreras 82, Segovia, 24225",075121335
69169477,Tania Tur Jódar,"Pasadizo de Alberto Chacón 775, Santa Cruz de Tenerife, 39395",720605941
18531489,Alex Muro Castell,"Ronda Tristán Borrell 564, Málaga, 16137",992662061
67828019,Coral Ángeles Torrens Doménech,"Callejón de Tere Cisneros 52, Salamanca, 43815",739064161
62097388,Juana Roldan-Pozuelo,"Callejón Jonatan Mate 84, Lugo, 32057",185819844
67263050,Fidela Peláez-Reguera,"Ronda Samanta Cuervo 82, Valencia, 42690",560270499
17382450,María José Manjón Roig,"Via Florinda Pinilla 24 Apt. 72 , Cáceres, 12815",372030856
26013028,Julie Laguna Franch,"Glorieta de Sabina Gil 37 Puerta 4 , Guipúzcoa, 22701",744133663
76926784,Yésica Cabezas Martí,"Urbanización de Virginia Alfonso 48, Murcia, 08863",530696020
38702936,Vilma Flor Mulet,"C. de Darío Barral 1, Cuenca, 40066",535089095
63883249,Domingo de Alfaro,"Vial de Itziar Giménez 12, Tarragona, 01304",964543043
24892958,Daniel Cabanillas Herrera,"Callejón Elvira Hernandez 14, Cádiz, 17761",346297141
97470515,Humberto Santamaría Luna,"Vial de Dora Ramis 96, Soria, 50007",511246412
57278119,Paloma Bernal Jover,"Via Emiliana Zamorano 1, Girona, 18946",515260633
21543485,Amador Ángel Fortuny,"Ronda de Bárbara Ramírez 8 Puerta 9 , Córdoba, 34049",755104153
66722810,Miguel Téllez Pineda,"Callejón Eligio Goicoechea 1, Toledo, 13705",023304735
62279782,Leoncio Suarez Catalá,"Ronda Florentino Gisbert 44, Alicante, 44528",139710790
22429002,Urbano del Pavón,"Pasadizo Rosalía Múñiz 1, León, 37650",089342914
43996583,Porfirio Porta Rocha,"Via de Rosa María Castejón 1 Puerta 4 , Melilla, 39493",932684796
53399624,Jose Carlos Riba Balaguer,"Paseo de Wálter Chamorro 79 Piso 2 , Tarragona, 28327",879780051
52662931,Hermenegildo Saez Bayón,"Plaza de Maximiliano Esteban 72 Piso 5 , Cuenca, 37153",648650082
86211765,Paco Colom Manrique,"Pasaje Mariana Arribas 76, Lleida, 41280",760924569
46563316,Nerea Gual Casanovas,"C. Luciano Aguado 40 Apt. 27 , Ávila, 19121",560271558
38767437,Teo Toni Soria Sarmiento,"Camino Leonardo Galán 870, Ávila, 22125",496571874
62063524,Maxi Lasa Lumbreras,"Glorieta de Leonor Meléndez 59, Álava, 27308",061701881
80615810,Amada Barranco Ferreras,"Cuesta de Susanita Herranz 84 Puerta 6 , Huelva, 07341",052153698
35939025,Eufemia Céspedes Roldán,"Pasaje María Pilar Vazquez 27 Apt. 79 , Navarra, 06735",719628270
92796564,Andrés Hidalgo Falcó,"Pasaje Marta Contreras 726, La Coruña, 40397",021182777
55410928,Feliciana del Camacho,"Pasadizo Perla Calderón 42, Málaga, 05743",346170090
43092043,Cosme Calderón Rosales,"Cuesta Palmira Valderrama 77 Piso 3 , Murcia, 20705",540990681
50434632,Raquel Carpio,"Calle Calixta Dalmau 73, Vizcaya, 47114",004756704
64935476,Santos Barranco Juan,"Cuesta de Ximena Medina 533, Lugo, 21326",154976629
28261179,Amor de Cueto,"Rambla Adelia Roca 275, Cáceres, 45525",954907236
79350213,Basilio Falcón Lladó,"Plaza Rogelio Amo 796, Valladolid, 15774",048377503
86245147,Cándida Solano Sala,"Camino Adán Malo 80 Piso 3 , Guadalajara, 38487",011790165
48849314,Carmelo Puig,"Via de Edelmiro Cases 81 Apt. 04 , Badajoz, 07056",830651456
11686287,María Ángeles Ofelia Lorenzo Rivera,"Callejón de Jesús Ferrer 45 Apt. 18 , Murcia, 25999",659785641
24728939,Tadeo Arias Montserrat,"Plaza Visitación Pons 61 Apt. 09 , Albacete, 28816",365657581
75875461,Ulises Velázquez Ródenas,"C. de Darío Miró 77, Guipúzcoa, 12610",447326748
50722534,Miriam Baños Salvador,"Cuesta de Leticia Olivares 8, Guadalajara, 47013",908918945
28073787,Juliana Carbonell,"Glorieta Andrés Martorell 62, Cuenca, 45627",554060177
98949653,Malena Roura Fajardo,"Camino de Camilo Tello 384, Vizcaya, 29710",853276577
74917586,Rosa María Carnero Manuel,"Via de Esperanza Cabo 62 Puerta 9 , Málaga, 10047",097737880
39406769,Yago Luz,"Avenida de Che Alarcón 83 Puerta 9 , Santa Cruz de Tenerife, 44598",285720197
94409465,Eva del Bartolomé,"C. Elías Guillen 2 Piso 6 , Tarragona, 33129",703291909
89956260,Leonor Ayuso Elorza,"Rambla Alba Ariño 9 Apt. 84 , Girona, 38548",230506881
52290567,Ariel del Gil,"Plaza Ruben Camacho 72, Valladolid, 26802",160563084
81002072,Dionisia Valentina Zaragoza Pardo,"C. Dorita Reina 83, Navarra, 13525",717223625
22573899,Macario de Roma,"Plaza Basilio Cabañas 8 Apt. 71 , Ciudad, 02783",895761897
90944901,Bonifacio Dionisio Vizcaíno Domingo,"Vial Maximiliano Vazquez 43 Puerta 6 , Guipúzcoa, 29700",351947438
59672053,Narcisa Codina Contreras,"Avenida de Vinicio Méndez 358 Puerta 6 , Granada, 46095",319118705
23407297,Agustina Velázquez-Egea,"Via Eloísa Trujillo 340, Salamanca, 09812",916280754
46046965,Gregorio Bernat,"Vial Felisa Tamarit 52, Las Palmas, 35654",055522958
57622752,Maximiano Ferrero Villanueva,"Urbanización de Serafina Franch 4, Huelva, 38157",933899063
48116523,Graciela Aliaga Tejera,"Urbanización Marisa Batlle 25 Piso 5 , Zaragoza, 45884",874830507
42401493,Francisco Javier Chico Cuesta,"Glorieta Maristela Aller 48, Ciudad, 11373",975741912
48234707,Flora Cueto-Losa,"Acceso de Inmaculada Bru 54 Puerta 6 , Tarragona, 30480",334018647
24739480,Luz del Valenzuela,"Pasaje Gisela Sedano 34 Piso 4 , Burgos, 07016",040529134
79934940,Toribio Molina-Villanueva,"Via de Marisol Morata 54, Girona, 40731",598108592
28098056,Dionisia Carbonell,"Glorieta de Roberto Arana 65 Apt. 66 , Ávila, 37287",378871195
51661464,Plinio Herrera Catalá,"Pasaje de Edgardo Espada 1 Piso 8 , Albacete, 02759",960289174
46004048,Roberto Mendez Rodríguez,"Ronda Sabas Peñas 2, Jaén, 45562",285378438
30362857,Ágata Álvarez Busquets,"Paseo Georgina Peláez 80 Piso 6 , Albacete, 32105",366048832
59330536,Sabas Cordero Barco,"Callejón de Angélica Catalá 28 Apt. 91 , Lugo, 30912",472787961
81842546,Eufemia Zorrilla Alcázar,"Pasadizo Pía Ros 20, Huelva, 38509",442462091
66365938,Rosario Sainz Donoso,"Callejón Lucas Fiol 31 Apt. 50 , Cantabria, 50178",092075571
64571181,Ovidio Alonso Roig Suárez,"Pasaje Josep Plaza 97 Piso 9 , Albacete, 35863",047807109
57610178,Valerio Fajardo,"C. Rómulo Castellanos 827, Cantabria, 21788",561640053
16952031,María Tur Piquer,"Glorieta de Casemiro Arroyo 62 Piso 8 , Alicante, 13239",980838299
58170570,Jesusa Baeza,"Pasaje Ruperta Canals 16, Palencia, 03617",813652896
54291741,Dorotea Batalla,"Pasaje Román Mora 24, Huesca, 29612",261856664
77282842,Visitación de Roma,"Pasaje Maricruz Baró 62 Puerta 2 , Soria, 13755",479273981
92157659,Asunción Bosch Velasco,"Calle de Ceferino Viana 46 Puerta 1 , Granada, 23439",962605460
12781339,Lázaro Cuesta Prada,"Camino Jorge Giménez 55, Girona, 24778",944141524
35170451,Tecla del Viana,"Acceso Selena Solana 48 Apt. 61 , Segovia, 30095",312478175
15130035,Gisela de Criado,"Vial de Trinidad Checa 7 Apt. 45 , Santa Cruz de Tenerife, 07616",557812060
45886890,Lina Beltran-Segovia,"Cuesta Tomasa Lladó 392, Girona, 21167",378101947
45650658,Marcio Pino Samper,"Plaza Adelina Jara 13 Puerta 3 , Granada, 31249",479314976
45427789,Carolina Acero Ribes,"Ronda Andrés Felipe Hierro 762 Puerta 8 , Vizcaya, 41059",959225729
32509361,Mauricio de Morcillo,"Via de Leonardo Agustín 32, Ourense, 18378",112247669
86893385,Amílcar Roldán Carpio,"Alameda de Cristian Cuesta 62, Huesca, 47173",645333932
68327671,Rómulo Pizarro Valentín,"Cañada de María Luisa Zurita 9 Puerta 0 , Barcelona, 06803",352045883
96560090,Amada de Cid,"Via María Pilar Lobato 64 Puerta 8 , Tarragona, 14312",916047368
47779596,Diego Emiliano Sabater Matas,"Rambla de Rosa María Solano 71, La Rioja, 08925",029434050
77305230,Primitiva Lago-Montero,"Acceso de Ángel Perales 96 Piso 1 , Barcelona, 10202",452365444
88855575,Luis Ángel Roura Casals,"Pasaje de Pascual Álvarez 71 Puerta 1 , Barcelona, 23447",854181434
91003345,Débora Ibarra Ríos,"Pasaje José María Casado 7 Puerta 0 , Melilla, 16577",871430966
72531066,Ruperta Manuel Trillo,"Cañada de Alejandra Gelabert 2 Apt. 44 , Cádiz, 02953",915454985
44290107,Albino Luís Landa Madrid,"Calle Victorino Valcárcel 690, Lugo, 44877",153285104
80747610,Juan José Haro-Medina,"Glorieta de Evita Agustín 88, Las Palmas, 30161",384360718
16521605,Marcelino de Quintanilla,"C. de Jennifer González 50, Cantabria, 05698",375936798
92521084,Maxi Perez Borrell,"Camino de Severiano Leal 43, Segovia, 42899",532903439
96712527,Eliana Pomares Rosales,"Via Cloe Palomo 823 Puerta 4 , Cuenca, 35870",148298779
16224247,Fanny Piñol Gil,"Alameda Marcia Martorell 80 Puerta 8 , Albacete, 41587",362563463
78195242,Tadeo Peláez Rivero,"Rambla Herminio Colom 47, Zaragoza, 08243",449465197
22781973,Noa Collado Lluch,"Pasaje de Sosimo Carpio 109 Apt. 55 , Cantabria, 20744",091842483
63758975,Eva Villalobos Albero,"Urbanización Lázaro Rivero 20 Puerta 1 , Ceuta, 50491",606546432
20113671,Salud Boix Sebastián,"Alameda de Marianela Cordero 83, Badajoz, 01998",314674221
95296430,Tito Herrera-Soria,"Camino de Sebastian Luque 69, Baleares, 51506",063908569
82409167,Lourdes Conesa Albero,"Alameda de Olegario Garay 35, Lleida, 05375",212910662
97829990,Liliana Agudo Cabrero,"Cuesta Clímaco Zaragoza 32, Guipúzcoa, 31786",562538864
57581774,Paulina Quesada Orozco,"Pasadizo Antonia Espinosa 78, Palencia, 16559",731798705
21269389,Pacífica Sierra-Quevedo,"Vial de Tamara Serna 820, Tarragona, 46745",096857810
66827745,María Manuela Salmerón Calderon,"Plaza de Sabas Valverde 98, Toledo, 04560",484842976
86196684,Amaya Tur Figueras,"Ronda de Juana Losa 9 Apt. 78 , Lugo, 18946",300481177
91206047,Aroa Samper Sales,"Rambla Valentín Quevedo 3, Guadalajara, 19090",842013134
69198448,Isidro Almazán Valverde,"Rambla Lidia Saavedra 26 Apt. 44 , Badajoz, 02074",041019692
19809532,Candelaria Hierro Arranz,"Glorieta de Rosaura Alegria 70 Apt. 75 , Palencia, 37578",604245655
92152594,Ignacia Saavedra Gutierrez,"Plaza Calixta Mata 704 Puerta 8 , Guipúzcoa, 43857",071432507
88321178,Mirta Salas Rios,"Ronda de Lisandro Ferrero 65 Piso 7 , Valladolid, 43195",553606637
48441495,Abilio Corral Cabrera,"Cuesta de Angelino Espinosa 25, Cantabria, 05887",259478633
65793295,Fortunata Barragán Abella,"Camino Ariel Cadenas 12, Teruel, 06213",263184123
52609829,María Dolores Marti Orozco,"Plaza Roldán Fuster 368, Lleida, 08483",808334423
48832719,Lucio Berenguer Camps,"Pasaje de Fátima Cuadrado 70 Puerta 4 , Cádiz, 20155",446815296
48005372,Cirino de Lluch,"Glorieta de Alejandra Manjón 51, Almería, 05263",109555589
38380969,Fermín Cruz Alemán,"Avenida Irma Saura 527, Granada, 17516",398486353
75603989,Óscar Batlle Folch,"Via de Adoración Palacio 443 Puerta 8 , Segovia, 18519",268730758
30934642,Félix Jurado-Bustamante,"Cuesta de Rosalina Gomis 47, Málaga, 25332",160710132
48899502,Olalla Prada-Simó,"Alameda de Duilio Mayoral 4, Sevilla, 42545",692156900
24887720,Juan Francisco Mayoral Cuadrado,"Paseo Abril Salamanca 7 Piso 0 , Lugo, 08308",915602426
99714385,Samu Cornejo-Castellanos,"Alameda de Emiliano Redondo 97, Baleares, 20284",744868263
42052208,Dorita Giménez-Ángel,"Pasadizo de Román Higueras 174, Madrid, 46624",426330224
24926180,Gil Tejedor Oliva,"Glorieta Virgilio Solera 225 Piso 0 , La Coruña, 21548",789461738
53735553,Victor Manuel Serrano Rosales,"Glorieta Juan José Villalobos 67 Piso 0 , Cuenca, 49567",061833137
56102845,Itziar Verdú Rodrigo,"Urbanización Vito Aguilera 68 Apt. 81 , Cádiz, 18055",951378684
44707728,Nerea Anna Anaya Verdugo,"Pasaje de Ramona Aguilar 21 Piso 4 , Santa Cruz de Tenerife, 11549",996643806
13644109,Rosalía Cuenca Adadia,"Via Sonia Zabala 75 Apt. 52 , Segovia, 30160",732840556
14532604,Calixto Esteban Cuenca Guzmán,"Acceso Visitación Zurita 36, Madrid, 18210",921286059
45263590,Marta Palma Torrens,"Camino África Fajardo 56, Cuenca, 38558",543795540
21728539,Raquel Osuna-Jódar,"C. de Borja Salinas 300, Murcia, 18244",860929535
91628750,Teodosio Calderon Dueñas,"Avenida Pedro Serrano 55 Apt. 55 , Lleida, 20630",560609742
36100283,Custodio Andrés Vega,"Ronda de Norberto Pagès 79, Córdoba, 08909",429392449
14767387,Lupe Vara-Zapata,"Pasaje de Diana Macias 25, Cantabria, 17276",076808838
75231617,Timoteo Colomer-Salmerón,"Camino de Chita Valdés 7 Puerta 5 , Barcelona, 47005",686885757
58712970,Edmundo Castilla Díez,"Glorieta Rolando Querol 53 Piso 5 , Burgos, 25957",651689715
77047683,Olivia Lladó Mariscal,"Via Elodia Armengol 6, Pontevedra, 31622",142276947
31682769,Herberto Mulet Jiménez,"Acceso Gastón Estrada 5, Teruel, 25101",068717304
46866891,Albano Barón,"Pasaje Florencio Pedraza 78, Zaragoza, 12451",498438778
43456662,Ruben Belda,"Pasaje Rufino Andres 88, Melilla, 47113",579694099
52489585,Modesto Piñeiro,"Camino de Adelina Costa 20 Piso 8 , Pontevedra, 47060",594880993
20040314,Vicenta Codina,"Urbanización Nilo Barranco 1, Melilla, 25348",684943420
61518438,Lucía Calvo Carbajo,"Cuesta Ascensión Canet 25 Apt. 03 , Asturias, 29206",311473771
