dni_persona,telefono_fijo
95170757,43265
94261916,69880
99856514,29369
84005366,28282
83961370,76200
64882782,99400
75639244,17201
32099650,20259
73155540,72417
44005755,57563
12677996,14210
39697218,58689
72209433,51323
99723499,30322
30023593,76854
69738543,30864
70634053,13133
13848985,39763
57188100,51567
19075443,74201
10155197,17295
24485085,14484
13128545,69239
34130300,57895
29716264,91025
85785117,51946
95726245,22232
23437814,99800
44993579,20355
15077036,78097
53921099,76911
51567502,69220
85480414,19344
59991675,84231
60988060,97029
71892664,41671
97076220,88974
27857921,95997
67007690,62554
44399435,60897
34867793,73756
36328741,34203
88265928,84541
60108812,22320
16711241,81290
11744497,21863
73451872,32631
19264553,85074
32787803,22306
21247822,91138
88654922,54840
18771819,66939
22318051,59545
26813720,13640
85701267,44604
29239061,65287
97080641,58158
63489416,90279
39583817,92679
96998420,33884
50588293,55358
39541990,45570
49519222,34153
50744435,85095
94913329,90649
13550383,75412
95358191,23465
97809874,31736
13676023,97882
87379706,98597
86519576,68304
11356427,42883
45595574,14885
29614993,31024
62777389,36411
51421639,60462
64896449,84163
86450394,26897
16715219,70744
90969730,21014
23000360,63273
43189116,66372
82006927,12940
52024444,14619
43438232,10580
10029194,22295
62625660,76301
57428036,74749
11277779,37789
80656779,45482
53799631,24109
91421352,60456
98382489,59736
81009739,75701
97883389,71198
75560772,90801
36626070,78952
99399916,21425
81450824,93199
65561652,34585
45697558,13805
88629516,77539
98033203,77299
15001682,27182
37866276,96772
28328987,50927
91495969,59759
31285396,22460
66342607,99962
38106187,22732
12950365,24541
63345491,73717
44589943,61120
84995399,40358
49398282,18412
19394826,78499
89722845,45717
77751442,31175
60606559,30454
71576568,35231
17733177,63680
90389994,56794
91712018,92799
44770850,79050
65333540,86628
80273503,98588
90914068,12980
11828157,29377
25015240,94895
20316136,83547
37031723,63802
82652191,54093
97996116,27629
94212234,28560
61665146,71893
24252719,42939
57652238,12825
31185054,95724
71557312,40237
19277340,88361
71922181,64871
44434434,12980
83221167,44292
67582852,60521
95716175,32078
39564349,18752
22491205,70598
53592770,28256
71513968,78711
58540529,89935
31784128,63454
39450102,14567
87569751,77061
18937377,27041
68223271,51638
65130608,66698
27209450,43255
12098617,95187
78528301,57222
19483096,92543
15163156,25540
31084622,76949
89402333,20293
58323697,27280
17623381,15328
72027189,80650
72484254,91618
81127459,62324
62428816,40303
18170841,47177
14583065,49921
33239784,16771
21058062,52342
22574212,20885
26076179,20965
11632486,73799
15031741,99077
89125077,22048
20709084,38434
41793822,98779
54911814,58707
34319816,19894
92667554,42079
87620213,42607
44203837,19604
56897536,23418
41389714,72586
77952612,58609
57328579,74175
13589792,40430
33898472,99322
44668228,20753
93044939,71123
75730705,63041
56750577,86094
65788278,36764
13157652,51946
39859685,92037
92366184,23168
25876497,67649
84100071,60690
19439977,80709
71656562,95137
82631189,18065
93565493,57897
22423221,26706
19265623,62244
95373924,93663
74050039,69389
96054958,32379
31696520,47332
49310057,28798
61493674,29476
15214448,30253
89021821,14814
45758628,50207
95596314,45449
29500708,98180
93306732,39827
51941502,34142
98218158,91109
75565152,63781
81234394,39578
56042563,99225
97488910,39505
95469620,19229
70104517,93489
94295595,37649
83074171,95394
57510188,52562
31282643,47710
47297791,37436
39856635,62455
53041357,26325
19939132,54363
68856325,29172
86102535,30170
77751665,87716
19799006,51811
93183823,76747
92942580,11062
64553693,22201
20707843,23623
12587296,95042
31805563,32988
27375700,61917
99823580,27675
37153936,46001
36276392,81862
47868237,51408
21416992,86041
22683981,57922
20725164,99062
68065084,74666
97573415,76735
85621675,23570
79367420,73970
38190125,57032
13750867,70848
66228816,44925
36365184,62416
24680539,72556
11607094,54023
18095935,21290
75181693,86007
63070049,52129
67142842,75836
47398368,90396
37455356,59439
58269244,20673
99288268,56972
45546814,97081
91959581,20640
25353459,39451
41622865,23466
33089450,27990
13963371,69752
33008216,98986
52577795,46505
23046536,88403
73190036,79306
49036979,85156
90416338,39818
32845916,61415
61597387,47808
70512136,93446
48703333,74988
16689410,74066
69030742,45991
26125751,36814
59169683,45056
77821516,84651
40148321,76091
51043370,19041
27398302,52656
86733444,37610
90566941,31463
23930609,23158
47709403,98348
41322730,15341
14463806,17421
74339504,95186
93676073,88946
62435165,75915
16803508,98887
29972382,98571
70016110,41555
18634924,92125
44381406,87979
40916265,17997
49284089,80503
20282691,20215
16154112,52029
72144381,27655
71157440,90042
80854184,28028
16906566,98166
43442201,42913
17621660,68896
96221467,36807
96008997,28459
15963250,12985
21111090,34355
53015011,65834
15925871,18357
13418302,35257
48729732,37107
19224619,87023
29793470,81804
59184231,26913
89903548,73602
55657237,78330
78987242,52004
22522606,67704
58815237,51805
41508285,75817
68522273,92578
17706573,45168
51270257,66905
78076585,68510
48908373,27025
41521205,93328
69221651,31215
83910702,82332
74731713,39497
97191098,49600
25338618,33815
96589834,12756
62953469,95037
75672939,83599
31096096,74789
66761027,39052
68660850,91435
44458975,98544
83316433,10659
69988964,57315
99408307,16309
52551734,98965
45806514,69745
32520996,11273
83907760,27177
19515427,29526
94921255,50942
27533710,64710
84975316,48325
84463340,71601
81435574,60296
74578379,89256
39703966,60954
63201676,59213
20178824,47219
51592184,47492
89745073,59849
65396742,16799
87108383,59137
14585877,82960
38998627,73156
25075610,30663
28494226,53509
73092529,84406
23266414,28182
27920913,98396
68351542,46454
59228840,74389
22604483,57256
74408154,87962
48878101,94437
29989416,70328
19154804,84165
96737461,59212
65474752,96610
76613260,62020
78716226,98014
97945380,22205
97923109,29810
35974095,89923
78756010,68608
34816709,34516
28590370,92074
86654408,20002
10912350,64361
66312332,66866
53135176,18992
98249995,20124
25689424,67698
30197165,63572
89380660,11313
85615609,85685
36220765,19517
23196117,26712
44444743,39246
39545967,42797
33924615,28993
15606336,34145
34650832,75376
32318023,80440
53836415,70748
51103397,54211
82051484,31681
88835588,88607
16278998,21493
87813159,95578
79982718,51189
22869025,26461
30591832,54746
38449459,54345
92604908,41537
71775514,76215
25321624,89965
27974957,11066
22026928,62423
51233211,27643
77872345,89691
33428102,39438
55481196,28985
20169335,65800
16986423,31050
80200673,26768
11438378,82260
31299622,78483
95308211,12179
38377186,30593
68539614,91891
83037496,57275
11844079,59536
37589615,59008
30804428,48517
24438923,97249
22615630,13636
60199116,88545
92352039,16591
74587472,41076
30348054,11217
59881025,54576
94271088,43791
65690105,72933
77665857,35279
69475603,67085
96171741,34203
71639933,65794
10385267,26469
60522155,64101
47584272,36325
48941630,26058
57831826,41189
99253809,29575
57107362,58725
18571951,42677
49743922,35266
14788249,57951
34056191,83842
84781506,53978
66243483,22197
31099333,85592
32675956,51654
37818421,28448
60349422,56916
56303983,90745
85924850,73158
99526076,77280
28829318,87790
54887449,19358
76025313,98222
59870370,79796
73653675,21881
12953669,81545
15171281,67429
79748138,79325
48635358,69286
74413375,45187
24921864,64038
46830723,86417
21519961,70555
93785658,81698
17443917,90036
50877451,94174
80959057,30568
36095765,43505
45967473,62814
10495121,63248
63593454,28416
77070276,66141
48802230,68663
44192256,70350
52277454,72753
84804623,69439
44996282,13724
66983698,73027
60991443,28465
92956815,48539
85411515,51639
36740895,62582
82705283,29757
99627668,86268
22892809,99049
28211890,80850
80576408,93951
73980479,52003
33983210,75517
87107882,46275
70157478,96358
40210157,56289
21461959,54004
70562241,52382
33402372,61777
35106283,54146
97536980,88581
98032957,11800
11777294,51217
43265538,86239
15451103,34904
86153301,38209
52087864,24667
57746913,49534
84850143,43280
85547156,94146
14177417,50328
63596428,43648
58310967,57935
60177351,16964
82748382,37491
74355064,85513
51733199,22899
72146163,76970
66300808,29215
73033515,46908
52284394,19307
98237064,99844
57749226,40570
26945465,87322
20604990,44259
98411356,44766
98985812,82407
84378877,27946
89111208,27074
85669425,30218
26650864,24029
33529638,63787
17045766,19868
67709516,65848
97269519,69678
66626210,61997
93173197,13361
99027095,32606
59551527,75589
94090547,90554
91829923,12218
99757000,32550
65334284,61770
57274579,33600
77035371,50530
90098279,40852
92085969,87621
88502060,55589
83840531,47113
42607558,90467
24845224,94531
88741227,88972
50193416,41810
21630827,75130
29277784,81946
23992688,20250
13859655,99595
52132226,10152
99326780,76423
54583174,79433
68685687,72879
91493876,72990
66603008,11422
79264109,48949
20752827,31850
20621668,37508
11934371,69210
96042472,63039
48821900,49367
52086888,45913
38741276,13721
37209932,54021
38801646,59158
87271255,97110
21719724,47785
14447415,91378
11218906,29568
87085047,37115
25290239,81220
92862370,15791
30272511,46808
29576477,54291
51410941,35396
12056861,52141
73520955,96250
49594406,56563
14567265,86279
84601789,71760
38298320,29340
40477514,85609
33550507,69623
69897369,83865
90837371,83534
16859688,48283
83321216,85191
19912444,12192
94947433,60621
77639718,64479
68513622,79461
46629314,20622
95045185,51541
78093131,43481
21809071,28873
62718610,30202
94766476,92785
35174030,41500
72896179,25349
88157966,85947
63539776,73595
32226939,43133
15111074,72726
68734813,86731
61667979,83855
18476066,56704
78419262,34815
25101383,36666
33826013,63853
22638002,32357
41545491,63153
76966328,70045
97501083,54323
56540840,55698
50359214,86419
78963604,25999
70021071,96774
19174410,52980
36078366,39812
47217503,99428
94506990,36057
97479227,66217
73180625,49033
81107323,12931
66201570,36748
24029982,26493
93637562,87819
27177936,22448
53443210,22458
46869002,31026
90672424,25249
12954638,55287
45769204,27353
26526944,56407
57784354,76966
19923212,56613
41746542,23177
61096558,26655
42596479,99964
55048053,13852
64885651,27722
45891210,90878
17900468,33717
25980313,90928
14525493,50107
21514764,88582
48615395,26366
51865981,37702
29979720,82858
28419417,46943
68999094,84307
72070293,41151
30278064,13284
74107787,25938
64990513,37039
52831559,46052
48339751,26921
58707526,56015
18198164,64929
85570344,54266
96246119,61044
89681649,44460
60939775,29240
72575870,17770
43986778,96806
39385877,40097
47764064,67177
80152175,19074
51850433,77489
15684464,50576
72364900,77482
57195466,84115
29590311,84215
99460910,58998
78000126,73598
29836278,38431
19361707,48911
15526139,47465
77689879,77702
53032397,13261
90727898,97679
69359795,25892
61129976,85245
68827018,97947
28100053,93906
50746196,31394
38371565,63052
13392522,47848
25011008,64853
23546125,96753
60924873,86815
62789598,35256
20897186,39602
79175171,30916
45565951,11485
85732996,90728
11351075,69977
62110238,29644
11957597,59170
31412556,70848
53230576,40611
42864997,26670
51730138,26849
63704095,98398
34174300,62481
89421353,84973
33790674,35128
57234675,81925
17458217,61991
58316545,47010
84200775,69768
49277892,56477
47602675,76085
95811155,26424
99847309,99907
94309300,87858
48080110,58039
35872436,26564
78702744,51917
14393759,97603
33997646,37369
50494585,51931
90109768,37072
15661421,54877
19644308,64350
42283788,34477
87266370,30430
64756699,39419
12395819,45524
53000410,62854
35307233,49650
68828785,89437
12091494,24916
35505347,82376
25447389,15771
36026596,25024
23956436,60285
44891109,39781
68128662,57349
89278669,88086
56850820,53568
88253428,18940
82592658,64230
70096231,46433
34962835,10354
96353635,67601
55486289,28154
57901145,53655
58048223,44172
16779231,87813
12851453,25363
49013681,42684
38748900,88413
86982107,33227
18229872,56100
31554911,60209
22333853,24714
97411106,41125
56098975,86061
68127572,45291
65422959,89968
31488705,56327
97829905,28732
81778621,57671
83725311,31868
23009787,83527
82610089,50929
57619533,35451
24661572,38258
99084657,46985
59422806,19642
62692554,32548
87815653,88506
42937235,37986
32608048,31801
35683172,81710
81953685,61016
71239261,62981
47267797,52051
91792782,52483
17066172,86986
22220708,92214
92079661,12767
42605195,54873
46966759,37326
30523793,54732
61209061,15672
38185084,49379
81177803,34092
15182319,32667
91827951,68155
68234561,41543
87574603,75596
23383003,29475
55919811,74972
80290679,11105
22252702,97330
20235803,87084
64165483,88366
67684531,69504
95986405,93848
53708839,70116
15359367,20905
66835034,31325
64536147,47925
29040421,74436
43584692,59145
76738940,72393
32670535,13019
75643842,82982
25809905,37143
48961956,62096
46362701,39246
88327639,30963
44476791,47403
23947146,48409
41500887,55234
77348002,38629
41206165,13654
95204045,58659
78078555,86478
12816045,59775
22090765,38286
30860780,10934
26977877,19665
37178491,63056
62214546,39352
60856953,64515
66124462,20981
78619700,72113
98693370,10331
22165173,68772
90793595,29140
21592812,23401
17634972,32096
51269201,89876
86312836,99163
95847623,31575
99980161,76473
29813992,19541
32586884,32005
65456880,46020
16320291,43236
89889774,47548
54727252,46994
28743916,84874
31484936,52505
31376599,85039
72897401,74287
33421230,54356
38489182,35929
63341860,26742
31805623,25067
36543695,16394
62437746,23532
50424838,90653
90763860,77646
15467136,37298
94143635,65658
27431548,50701
45054374,40554
45336151,65140
21661335,55078
66863804,13835
12666208,62943
61351987,34640
84032008,75595
75126799,57029
95431390,92180
35887146,32834
34723270,43913
34243524,65592
26339947,16232
42955670,86693
76072623,53019
18280994,75752
51378722,27034
19878478,60572
55362119,95632
70218174,96477
11294476,93954
47937942,66880
76739904,17388
99366279,99427
40376829,55106
50666096,61639
98773512,29258
44091190,18151
32010994,87468
92377595,32270
61046835,23825
84533568,82628
83649735,72239
61934999,57285
70676523,70468
91072547,99906
79587950,80833
48262513,35775
19719541,58869
53090486,21755
62218004,53590
83780290,93471
55019755,72820
53127190,76547
16968015,52169
73778862,12667
95211438,91564
98747618,53990
39961246,98530
12287370,93603
43251141,45656
37868930,79799
56473528,75633
98567419,11704
78497662,76098
34662082,58056
78407015,64204
13839874,59502
56853999,53409
60569271,36000
44618196,33095
84570416,61824
31959091,41192
22579609,17287
38687726,81841
44547818,28571
56073954,69342
60912374,69948
27197970,31217
16036746,26911
51087533,36400
76956769,38936
60783128,39198
53250547,76312
75997317,67380
83872471,67200
37498466,63937
38750664,53947
60292642,27847
42447210,56000
61336777,90988
29006173,78914
32347695,84696
14421878,74908
56599081,87219
11697699,85245
84309068,11664
10042510,54145
13340023,71942
35057292,63740
24269498,78211
25785032,46189
91567077,38816
63250549,27888
84263194,21264
54318448,89937
17312723,70902
36665882,40968
60455647,32372
59747323,16579
14518462,32485
86986534,60347
16137529,78726
95478085,91578
22628328,53576
29076030,81570
29182232,55336
47930025,99691
47946286,82003
98322117,14623
82620648,53039
75430456,46342
48574451,38258
80055981,96194
87440292,23312
73378513,43491
51877746,44557
25930059,29904
41179431,80408
15057628,69095
19752354,12858
90543582,58068
46923933,77698
15154376,89678
31623383,36567
48759815,64394
29788402,41680
64865638,44786
85033630,66383
90377010,69433
29527809,10196
21520463,77894
62592694,22179
35930185,83494
21031846,66583
74995169,40754
75301277,88724
95797546,75911
48783878,46749
94207823,61368
99657110,88031
38028846,79131
84806707,16869
19053697,24223
29857017,93113
77391200,44434
73246785,14972
89682256,45054
39992590,38868
15262430,88538
60408651,59353
51592869,65254
13495336,68554
56282551,46620
37958318,77591
37779193,13546
80567923,26060
86872306,16491
98334586,81055
40996821,48766
20429431,62655
40609460,42535
31281754,14810
44321133,83478
70611402,99431
88594171,33442
98270371,29987
61540241,99865
89393871,25781
86812168,73831
36947244,70613
98593455,25821
33866580,48969
29095101,20607
11834951,82658
66470941,90939
48469674,22712
58937436,57125
34689257,85165
29553015,54961
76057395,51504
50973257,57386
41051778,63149
26780448,99059
26554593,42705
41662029,11778
16321798,54737
24513158,47459
50317021,74518
80492789,35828
49483439,15286
91197551,60747
27098694,90078
46154698,40430
36139301,75269
48484495,48101
14810781,31390
69751875,56030
34448041,17763
66225343,53194
43132760,46466
10798255,44909
10052831,27296
56751914,83471
59801233,25308
76788337,36851
94280157,99332
39161502,51361
59207035,57249
17275024,26505
85020703,43397
10077291,50221
54373725,70391
97672212,37619
44421251,94519
42302568,68522
33110069,59535
86467065,46656
26386688,53296
41103067,56742
95967933,61625
61573507,17359
90852570,73989
92086411,82042
68505037,56450
67554223,47132
87080760,99499
56279758,72946
61391534,32360
49695348,10070
87726749,82964
26492550,47290
71513290,38494
85358546,52356
78185269,98965
12172762,12784
26277228,58663
39086688,68607
25477174,82846
36713172,36647
93724073,78473
77452876,41110
50977260,74658
47605225,73059
12331739,28177
65380509,68554
96251345,99093
57159479,49896
92594712,28363
17603613,89978
91693373,58990
46240823,46048
95157890,62597
27012649,99235
97111319,58040
31749486,20632
79096783,34207
31971140,43983
70248234,10812
46764103,10961
93999719,59348
24920359,61835
71611265,46354
62084517,12972
22915036,90897
43580444,29885
10343755,67695
83110194,36066
40131401,67785
14483128,25536
65622971,25665
42036828,11873
49589179,28398
66316460,38241
43545600,32558
74707808,12641
32097353,59380
72276341,13569
89014832,67609
98085749,80322
73042510,16785
80048353,94289
93319276,49944
39902851,19976
59342367,56753
45830945,76701
88576728,89418
29842247,15948
72404588,83652
32436758,99545
45012919,61806
94884852,11159
76097893,74382
23388259,68541
43139752,46127
18716215,84155
36260089,30931
47026581,37247
45370399,62574
67476141,89438
56872945,91383
54080343,46434
81898760,13650
18640674,27459
87409175,87927
74196587,70551
33814850,82375
53128419,25410
92925661,15243
54076680,96592
99459335,81093
12610432,68428
29411920,55272
43826502,69198
17078838,97991
68528041,15008
51737569,39742
87156661,99236
14279363,59696
56186230,89791
41125131,83946
66222300,53708
15046547,22170
74356679,92925
56312254,64872
85664722,51212
60728584,28788
57683974,27635
92946863,86653
23718436,13371
71912687,62839
76365470,95245
52492767,33177
56870875,97686
66774810,20566
86659156,37775
51590182,13226
80299390,62249
35626361,33912
44518372,83050
95268208,89062
79632547,12729
71851310,93574
92123875,39524
69818415,88921
67632420,39352
73703023,48395
54458029,26634
10239255,90410
18603725,66127
29135202,81800
49488966,17510
68711758,28943
45270059,55741
42256209,42359
89267669,85632
78940399,45724
31491089,99309
88272284,33861
74548933,41221
82473631,31626
86127317,28026
56886808,49177
32777914,54484
61678143,16762
75366756,99102
24483635,49535
17406264,44117
56348163,73964
12896033,85034
14608599,94477
98546667,32038
34283249,33172
39398312,46908
14426156,75244
40837864,57278
21100532,29065
55743368,32688
92999884,59676
59906696,79252
29940247,86930
27779359,72561
68089924,61110
11336345,15620
19868592,85191
86437476,79113
81837433,62291
26907701,98004
47039028,78586
22750258,82791
56602358,29995
99321069,62136
21572423,80344
99921134,12619
76262348,31722
76360981,86430
69365533,33756
21792567,45373
47753534,45317
74861961,26305
10015823,63524
85397443,18727
34016227,67946
10152790,70420
67028577,37896
88998095,52169
58218415,71057
48428186,46400
65601868,53956
31991616,55659
63830778,13030
74298981,61490
38230391,70114
74648912,17293
60787564,57606
78295807,55647
86395660,62524
59704942,75250
88945387,58677
69961853,10843
48900545,37748
89502232,39145
59164552,43046
17976326,32310
36637433,62714
17256370,96704
58501698,19125
63193843,90693
34564516,30962
54693533,27442
81665232,57848
51264303,28336
75968684,46654
45429088,23047
57538506,47466
14088804,59829
84441161,27760
45055731,14360
88186004,29915
93058963,46936
37046450,57000
48357716,94698
53046980,63329
26634215,35052
37986227,75739
61971271,88616
20949826,77071
36542437,91516
14918125,30823
51699021,89768
91162143,73446
13285518,79243
10460383,68865
39223992,15448
13110275,18732
96260925,20502
77297151,86806
97750453,75129
77568978,25778
47472383,30706
22939602,63431
77553577,47336
60906929,35146
58212295,91240
58710377,10568
76992238,99116
99207463,93770
29006036,89525
84064947,18928
68475081,36550
52429638,75823
84986708,45288
16252955,98133
75025543,67308
70225995,68645
15156096,15969
71106751,25887
57827794,12816
65868319,24930
74943902,48438
18846505,40666
10221334,19455
35491652,56551
67201719,64446
95974306,60883
50676524,37786
18902730,78526
97361180,77841
12847301,22012
44707045,23574
36344032,42357
56094245,94977
19041283,86719
21434071,51658
19791838,31026
74022196,36215
53908278,70347
85023997,76870
10426407,52671
79026459,11280
78992939,52667
66378583,79845
18712481,46944
96593229,20526
82785791,42939
52911536,43307
67194256,30913
60194759,12784
85952832,77878
15631541,73885
84420379,16978
47529471,49054
15242111,30457
86963764,56830
27609016,65653
76277805,14138
16735082,79255
80759271,16895
33636433,69981
97509245,42085
83782048,95467
24389445,60432
71176939,56027
97904799,59683
77655887,12254
37731686,35344
56131094,82266
92764653,40737
53905156,79445
54755937,81121
73714039,69748
34945092,84646
28566525,92344
36400042,48370
18001424,78421
96529129,91263
25152676,30818
54905817,54364
39270349,20615
54196518,46535
89502197,74540
61059103,93972
42907035,69569
90797975,92452
37298100,80016
30511533,30477
32757317,66828
63170403,59383
31797898,89594
73417256,43785
52646843,64909
53130709,17630
39099655,20577
87456044,89045
72445732,93461
99297231,16753
92307453,35733
46925253,31561
59700606,99215
37874816,92095
93806603,75127
32200401,10705
23881066,82309
29069167,82618
82959284,70880
52751015,96331
54366389,52309
47239479,54963
42101342,66974
83240015,89546
21021126,18445
92191817,55824
39486655,49171
39911397,39136
57327637,65389
63655474,58440
68520248,60416
36281894,20491
34786220,53280
26899682,60771
83385153,57066
33289110,74571
24654465,23278
59013769,20409
59323581,81937
27622980,81559
71015017,34420
44985187,81100
27356901,50257
33657670,64950
76000164,49065
65298424,73618
49598850,70777
41709719,84552
79693480,44045
86689512,31530
47886593,25153
40524821,33032
80313134,80259
21554622,50959
42781952,71351
93836136,47307
91132999,96782
39542945,10789
68887656,56951
82378550,61907
63929963,26537
57192158,97601
78267379,38713
