dni_persona,fecha_ingreso,inicio_turno,fin_turno,salario
45454465,2024-01-28,08:00:00,17:00:00,4525.32
30295617,2023-12-27,08:00:00,17:00:00,3068.55
80918132,2021-01-12,08:00:00,17:00:00,3889.27
47243394,2024-03-31,08:00:00,17:00:00,2732.85
19162012,2022-09-20,08:00:00,17:00:00,4486.07
66495668,2022-12-07,08:00:00,17:00:00,3616.55
25859559,2021-08-16,08:00:00,17:00:00,4710.25
84400938,2022-10-13,08:00:00,17:00:00,4238.58
61220900,2023-02-18,08:00:00,17:00:00,4145.89
95214005,2023-07-16,08:00:00,17:00:00,4961.98
70016460,2024-06-27,08:00:00,17:00:00,4575.85
56887436,2020-08-29,08:00:00,17:00:00,3426.12
18863332,2023-12-22,08:00:00,17:00:00,4104.56
42631622,2021-05-21,08:00:00,17:00:00,3515.68
39702989,2023-06-22,08:00:00,17:00:00,4394.78
80823383,2023-05-25,08:00:00,17:00:00,3295.68
21668319,2022-09-12,08:00:00,17:00:00,2591.61
63389818,2020-11-28,08:00:00,17:00:00,3002.08
49348520,2022-06-12,08:00:00,17:00:00,4585.27
64563054,2023-03-25,08:00:00,17:00:00,3685.7
78705672,2022-05-19,08:00:00,17:00:00,4858.57
31571867,2022-02-02,08:00:00,17:00:00,3526.43
62117330,2020-07-06,08:00:00,17:00:00,4691.43
15748813,2021-08-11,08:00:00,17:00:00,3300.08
36966726,2023-09-04,08:00:00,17:00:00,3913.72
15028765,2023-06-03,08:00:00,17:00:00,2714.61
56974301,2023-03-23,08:00:00,17:00:00,2997.53
78743512,2021-12-02,08:00:00,17:00:00,3599.52
21246270,2024-04-07,08:00:00,17:00:00,3459.93
46799681,2021-08-07,08:00:00,17:00:00,4981.52
47352347,2022-05-29,08:00:00,17:00:00,4301.86
26517618,2023-10-06,08:00:00,17:00:00,2650.63
56509536,2021-11-17,08:00:00,17:00:00,4395.15
63772730,2023-01-21,08:00:00,17:00:00,3577.83
15633025,2021-05-27,08:00:00,17:00:00,4686.42
30759840,2022-05-20,08:00:00,17:00:00,4739.62
97922913,2022-11-03,08:00:00,17:00:00,4943.81
10105092,2021-08-06,08:00:00,17:00:00,4992.92
19570754,2022-03-27,08:00:00,17:00:00,3714.91
39351474,2022-04-28,08:00:00,17:00:00,3892.5
65963595,2023-09-05,08:00:00,17:00:00,4788.09
20510813,2023-03-16,08:00:00,17:00:00,3202.51
96203352,2020-10-29,08:00:00,17:00:00,3506.1
91431668,2022-04-24,08:00:00,17:00:00,3431.04
77358262,2021-11-07,08:00:00,17:00:00,3209.42
17646436,2022-01-19,08:00:00,17:00:00,4331.17
28094430,2023-07-07,08:00:00,17:00:00,3043.68
14546107,2022-06-21,08:00:00,17:00:00,3163.87
56990023,2022-01-27,08:00:00,17:00:00,4088.32
50937741,2023-05-28,08:00:00,17:00:00,3653.94
41204096,2023-02-02,08:00:00,17:00:00,4756.2
81287551,2021-08-14,08:00:00,17:00:00,3035.11
29131402,2021-10-18,08:00:00,17:00:00,4555.91
57995203,2023-02-11,08:00:00,17:00:00,4135.64
34243083,2024-06-21,08:00:00,17:00:00,3443.52
77335889,2021-01-01,08:00:00,17:00:00,3519.69
87747054,2020-11-02,08:00:00,17:00:00,2747.21
63424579,2022-11-09,08:00:00,17:00:00,4029.5
54172921,2021-08-17,08:00:00,17:00:00,2723.38
91974993,2024-05-16,08:00:00,17:00:00,4839.97
54321018,2021-10-25,08:00:00,17:00:00,3157.86
34368479,2022-03-22,08:00:00,17:00:00,3256.86
79085057,2021-10-24,08:00:00,17:00:00,2770.66
60948608,2024-03-05,08:00:00,17:00:00,4763.7
29830778,2020-08-11,08:00:00,17:00:00,4532.26
72176413,2024-04-19,08:00:00,17:00:00,3419.12
35614897,2022-01-25,08:00:00,17:00:00,4313.69
58457648,2021-06-08,08:00:00,17:00:00,4964.32
76868654,2023-06-01,08:00:00,17:00:00,3454.93
51376174,2023-02-23,08:00:00,17:00:00,3486.32
55954214,2020-11-03,08:00:00,17:00:00,4604.77
87603052,2021-07-28,08:00:00,17:00:00,4689.57
29625455,2021-05-10,08:00:00,17:00:00,4669.51
68152479,2020-09-11,08:00:00,17:00:00,3855.83
82830733,2021-01-22,08:00:00,17:00:00,3532.44
90912015,2023-07-10,08:00:00,17:00:00,2567.78
89936811,2023-04-20,08:00:00,17:00:00,4264.0
12830622,2020-11-04,08:00:00,17:00:00,3436.57
41566922,2022-01-01,08:00:00,17:00:00,3291.87
45092185,2023-03-17,08:00:00,17:00:00,2637.4
13397207,2022-02-26,08:00:00,17:00:00,3062.0
51445990,2022-05-15,08:00:00,17:00:00,4442.28
40545355,2020-09-04,08:00:00,17:00:00,3206.18
87045529,2024-01-29,08:00:00,17:00:00,2861.36
33929489,2021-05-04,08:00:00,17:00:00,3620.83
53827621,2022-03-09,08:00:00,17:00:00,2512.9
42364219,2022-01-02,08:00:00,17:00:00,3839.77
87132814,2022-01-28,08:00:00,17:00:00,4802.2
77228949,2023-07-05,08:00:00,17:00:00,2930.23
90106367,2022-10-09,08:00:00,17:00:00,4169.18
70209632,2024-04-18,08:00:00,17:00:00,4044.3
90752664,2021-04-25,08:00:00,17:00:00,4147.84
27614889,2021-05-02,08:00:00,17:00:00,3526.33
77162360,2021-06-08,08:00:00,17:00:00,3060.36
17721580,2023-02-28,08:00:00,17:00:00,2732.49
18774502,2024-03-04,08:00:00,17:00:00,3741.53
88872138,2021-08-05,08:00:00,17:00:00,4659.86
18004906,2023-04-16,08:00:00,17:00:00,4663.98
10602016,2024-03-15,08:00:00,17:00:00,3675.9
60989366,2020-12-05,08:00:00,17:00:00,3449.47
15829399,2024-01-29,08:00:00,17:00:00,3410.14
22335959,2024-04-15,08:00:00,17:00:00,2683.39
16730811,2020-09-16,08:00:00,17:00:00,3007.22
65543126,2022-08-22,08:00:00,17:00:00,4977.18
44109117,2020-12-26,08:00:00,17:00:00,4752.55
23072707,2023-02-28,08:00:00,17:00:00,2548.46
63378688,2023-06-06,08:00:00,17:00:00,4283.13
40477133,2021-07-12,08:00:00,17:00:00,3655.66
87727129,2023-07-31,08:00:00,17:00:00,4489.41
91795262,2021-12-26,08:00:00,17:00:00,4358.54
80101534,2021-06-13,08:00:00,17:00:00,4638.03
54728887,2021-11-20,08:00:00,17:00:00,4866.14
57783838,2022-01-03,08:00:00,17:00:00,2614.02
79584808,2020-12-31,08:00:00,17:00:00,4502.91
36802859,2021-11-14,08:00:00,17:00:00,3943.03
45693575,2020-08-03,08:00:00,17:00:00,4648.4
72427790,2020-12-13,08:00:00,17:00:00,3039.55
83326601,2021-08-30,08:00:00,17:00:00,4017.09
22487540,2021-06-30,08:00:00,17:00:00,4385.49
67343182,2023-06-06,08:00:00,17:00:00,4929.35
76711014,2021-01-20,08:00:00,17:00:00,4065.73
16432705,2023-09-22,08:00:00,17:00:00,2849.45
86498301,2021-06-30,08:00:00,17:00:00,4180.02
86892185,2021-08-21,08:00:00,17:00:00,3349.16
60719902,2023-04-14,08:00:00,17:00:00,4325.14
42692047,2023-04-01,08:00:00,17:00:00,4785.16
13459697,2024-06-11,08:00:00,17:00:00,4734.93
64089511,2021-01-15,08:00:00,17:00:00,2662.49
13574826,2023-12-06,08:00:00,17:00:00,4966.35
34990214,2020-11-13,08:00:00,17:00:00,2505.16
16768248,2024-01-10,08:00:00,17:00:00,4921.3
60234570,2021-04-30,08:00:00,17:00:00,3050.1
89729983,2023-10-31,08:00:00,17:00:00,3624.68
14485265,2022-03-19,08:00:00,17:00:00,4312.92
64203159,2023-02-16,08:00:00,17:00:00,4335.42
59217352,2022-05-11,08:00:00,17:00:00,4707.22
81645198,2021-02-08,08:00:00,17:00:00,3995.58
11563529,2022-06-19,08:00:00,17:00:00,4985.8
77087458,2021-11-28,08:00:00,17:00:00,3817.9
14098547,2024-02-04,08:00:00,17:00:00,4542.45
60233573,2023-07-19,08:00:00,17:00:00,4560.42
34285736,2021-08-18,08:00:00,17:00:00,2946.99
93113300,2021-01-22,08:00:00,17:00:00,3774.06
79180210,2022-02-28,08:00:00,17:00:00,4933.32
77287244,2021-08-08,08:00:00,17:00:00,3838.38
82121408,2021-12-03,08:00:00,17:00:00,4889.52
40539487,2023-03-07,08:00:00,17:00:00,3639.89
33478634,2023-07-13,08:00:00,17:00:00,4150.82
55964174,2023-09-22,08:00:00,17:00:00,3929.51
29252280,2023-05-21,08:00:00,17:00:00,3597.17
59969722,2023-07-23,08:00:00,17:00:00,4749.95
58434193,2021-04-07,08:00:00,17:00:00,4790.92
44910956,2020-10-17,08:00:00,17:00:00,3532.82
86025795,2021-12-30,08:00:00,17:00:00,4167.3
81885802,2020-11-25,08:00:00,17:00:00,4944.68
55751038,2022-01-22,08:00:00,17:00:00,3554.55
81866342,2021-06-16,08:00:00,17:00:00,2845.03
23654097,2021-12-27,08:00:00,17:00:00,3113.87
81709375,2024-06-19,08:00:00,17:00:00,4883.53
72092515,2020-10-07,08:00:00,17:00:00,2762.23
78978079,2023-05-06,08:00:00,17:00:00,3597.77
50131935,2021-11-25,08:00:00,17:00:00,3152.85
63277564,2022-05-08,08:00:00,17:00:00,4215.71
93481543,2021-11-21,08:00:00,17:00:00,3423.83
53602034,2022-07-19,08:00:00,17:00:00,2900.9
26215984,2022-09-20,08:00:00,17:00:00,2869.11
47042859,2021-02-22,08:00:00,17:00:00,3531.67
62832658,2020-11-23,08:00:00,17:00:00,4021.6
95253544,2021-10-02,08:00:00,17:00:00,3693.09
79085166,2021-06-23,08:00:00,17:00:00,3380.13
75294150,2024-04-29,08:00:00,17:00:00,2916.2
18288452,2023-01-27,08:00:00,17:00:00,4915.69
50218839,2021-08-01,08:00:00,17:00:00,4425.49
94646362,2020-12-15,08:00:00,17:00:00,4484.51
16558000,2022-02-23,08:00:00,17:00:00,4857.24
58364738,2024-06-26,08:00:00,17:00:00,3462.12
32654959,2021-04-23,08:00:00,17:00:00,3224.91
44925307,2023-08-28,08:00:00,17:00:00,4079.43
19351602,2023-09-15,08:00:00,17:00:00,4608.98
65544891,2021-12-30,08:00:00,17:00:00,3665.75
89995350,2023-08-31,08:00:00,17:00:00,3694.13
30555347,2022-01-30,08:00:00,17:00:00,3108.92
59230116,2021-06-18,08:00:00,17:00:00,2968.99
62165594,2020-12-08,08:00:00,17:00:00,4899.26
84326581,2023-09-13,08:00:00,17:00:00,4352.81
92037045,2023-12-31,08:00:00,17:00:00,3169.43
26159261,2020-07-05,08:00:00,17:00:00,3835.55
15585488,2024-06-07,08:00:00,17:00:00,2671.8
32385009,2021-11-04,08:00:00,17:00:00,4420.11
54268663,2022-04-01,08:00:00,17:00:00,4189.95
73880278,2020-10-25,08:00:00,17:00:00,4847.93
95551762,2020-12-10,08:00:00,17:00:00,2922.54
68907106,2021-05-12,08:00:00,17:00:00,4854.02
71178398,2021-03-03,08:00:00,17:00:00,3272.1
19248576,2021-11-26,08:00:00,17:00:00,3797.33
64547943,2022-01-22,08:00:00,17:00:00,3024.37
50259445,2023-07-27,08:00:00,17:00:00,4645.36
35192501,2021-08-12,08:00:00,17:00:00,4997.36
39965285,2024-05-26,08:00:00,17:00:00,4874.61
11318746,2021-01-22,08:00:00,17:00:00,3270.07
14952749,2020-12-04,08:00:00,17:00:00,3037.48
98502472,2023-06-09,08:00:00,17:00:00,4531.13
53300502,2022-02-05,08:00:00,17:00:00,3812.28
11260856,2020-08-19,08:00:00,17:00:00,4703.15
25853450,2023-01-01,08:00:00,17:00:00,4695.46
94020765,2022-11-22,08:00:00,17:00:00,2619.44
49643572,2023-04-19,08:00:00,17:00:00,2843.18
80209741,2024-06-03,08:00:00,17:00:00,2635.33
57817705,2021-11-04,08:00:00,17:00:00,3010.49
48505894,2022-09-21,08:00:00,17:00:00,3729.78
92770019,2022-02-27,08:00:00,17:00:00,3661.52
49403045,2020-12-27,08:00:00,17:00:00,2677.09
80378684,2023-09-29,08:00:00,17:00:00,3145.74
58295357,2021-09-07,08:00:00,17:00:00,3071.28
24722300,2022-11-11,08:00:00,17:00:00,2632.77
34085993,2022-10-02,08:00:00,17:00:00,3475.39
97930017,2024-05-21,08:00:00,17:00:00,4460.71
48726886,2022-10-18,08:00:00,17:00:00,4647.86
66149336,2022-02-01,08:00:00,17:00:00,4637.44
13806602,2021-04-24,08:00:00,17:00:00,3173.18
67866190,2020-07-20,08:00:00,17:00:00,4744.69
28812841,2024-06-18,08:00:00,17:00:00,4730.4
81819551,2020-08-01,08:00:00,17:00:00,2769.28
50448620,2024-01-25,08:00:00,17:00:00,3802.65
18810966,2020-10-29,08:00:00,17:00:00,3809.23
13658254,2024-02-21,08:00:00,17:00:00,3350.18
81127686,2023-06-02,08:00:00,17:00:00,4142.46
50885966,2020-12-10,08:00:00,17:00:00,3394.65
10097763,2021-08-01,08:00:00,17:00:00,4214.01
72994226,2021-08-04,08:00:00,17:00:00,4246.33
38110821,2022-01-20,08:00:00,17:00:00,4295.47
65852786,2023-01-31,08:00:00,17:00:00,4064.25
99354250,2022-03-27,08:00:00,17:00:00,4490.98
27496657,2023-01-11,08:00:00,17:00:00,2552.62
34850194,2023-03-18,08:00:00,17:00:00,4694.26
12809352,2022-04-29,08:00:00,17:00:00,4046.76
34356123,2021-04-23,08:00:00,17:00:00,2550.05
22542318,2024-03-28,08:00:00,17:00:00,3750.02
27959080,2021-04-28,08:00:00,17:00:00,3372.64
84785164,2021-10-24,08:00:00,17:00:00,4908.73
59066577,2024-02-17,08:00:00,17:00:00,2782.7
11864887,2021-01-21,08:00:00,17:00:00,4681.25
72614157,2022-10-29,08:00:00,17:00:00,4676.77
12580918,2023-05-04,08:00:00,17:00:00,4054.29
94350909,2023-10-03,08:00:00,17:00:00,4030.46
80555276,2024-04-30,08:00:00,17:00:00,3991.92
88979011,2022-07-06,08:00:00,17:00:00,2657.34
20004233,2021-05-17,08:00:00,17:00:00,4455.4
39177266,2021-03-01,08:00:00,17:00:00,4009.58
21958802,2022-01-29,08:00:00,17:00:00,2653.0
33373404,2021-05-30,08:00:00,17:00:00,4343.62
58136904,2022-10-18,08:00:00,17:00:00,2885.78
76767134,2020-10-21,08:00:00,17:00:00,3654.94
43980524,2021-12-10,08:00:00,17:00:00,4195.51
90868881,2023-08-01,08:00:00,17:00:00,4560.79
32166326,2023-07-26,08:00:00,17:00:00,3331.52
77305144,2020-10-11,08:00:00,17:00:00,3679.03
16300843,2023-02-15,08:00:00,17:00:00,4711.75
24291538,2022-04-26,08:00:00,17:00:00,4695.26
77755131,2022-12-27,08:00:00,17:00:00,3228.35
79708458,2021-08-23,08:00:00,17:00:00,3210.91
45306587,2022-06-25,08:00:00,17:00:00,4906.47
41322537,2022-05-11,08:00:00,17:00:00,4099.59
63739099,2020-09-03,08:00:00,17:00:00,4059.35
46906389,2020-11-25,08:00:00,17:00:00,3373.39
95118712,2023-02-02,08:00:00,17:00:00,2522.49
56218075,2021-02-18,08:00:00,17:00:00,2982.74
33755108,2024-02-03,08:00:00,17:00:00,3132.09
44243476,2024-06-20,08:00:00,17:00:00,3799.88
31882549,2022-04-13,08:00:00,17:00:00,4477.38
39196813,2022-10-08,08:00:00,17:00:00,4776.92
63663358,2024-05-07,08:00:00,17:00:00,4918.26
81525518,2021-05-08,08:00:00,17:00:00,3262.05
92623562,2022-12-19,08:00:00,17:00:00,3956.87
97206990,2021-08-03,08:00:00,17:00:00,3504.88
76840148,2021-11-29,08:00:00,17:00:00,3951.0
91793090,2023-06-21,08:00:00,17:00:00,3665.14
55867675,2021-04-15,08:00:00,17:00:00,3026.48
85607907,2020-11-29,08:00:00,17:00:00,3246.66
43664057,2020-11-11,08:00:00,17:00:00,3009.09
53204715,2022-11-09,08:00:00,17:00:00,4976.5
47741128,2020-11-26,08:00:00,17:00:00,3239.85
72879285,2022-02-20,08:00:00,17:00:00,3183.95
26637317,2024-06-06,08:00:00,17:00:00,4123.85
26869848,2022-07-06,08:00:00,17:00:00,4417.54
18834337,2022-03-25,08:00:00,17:00:00,4849.9
17516554,2022-10-20,08:00:00,17:00:00,4692.86
64868261,2024-04-10,08:00:00,17:00:00,4051.96
37341834,2021-06-12,08:00:00,17:00:00,2730.22
26733666,2021-07-31,08:00:00,17:00:00,3219.64
91264932,2023-09-17,08:00:00,17:00:00,4429.7
41053075,2023-08-09,08:00:00,17:00:00,4201.28
24026832,2020-12-03,08:00:00,17:00:00,4490.9
21960243,2022-08-28,08:00:00,17:00:00,4529.63
15962047,2020-07-10,08:00:00,17:00:00,2968.52
42877919,2022-03-04,08:00:00,17:00:00,3371.29
54200789,2021-11-03,08:00:00,17:00:00,2810.47
14775950,2022-06-15,08:00:00,17:00:00,4309.11
13004788,2023-05-21,08:00:00,17:00:00,4254.13
28247430,2021-02-22,08:00:00,17:00:00,3354.0
40484774,2022-06-13,08:00:00,17:00:00,3949.6
59022649,2021-10-04,08:00:00,17:00:00,3777.73
38174642,2021-03-15,08:00:00,17:00:00,3210.07
98028824,2024-05-09,08:00:00,17:00:00,4190.43
58792943,2021-02-27,08:00:00,17:00:00,4728.66
22499987,2023-12-14,08:00:00,17:00:00,3572.3
36773144,2022-04-23,08:00:00,17:00:00,4450.07
56546194,2020-10-08,08:00:00,17:00:00,4185.6
87908269,2023-11-11,08:00:00,17:00:00,2635.96
16405904,2022-06-10,08:00:00,17:00:00,3730.52
24900639,2022-08-31,08:00:00,17:00:00,3182.93
14971735,2023-01-15,08:00:00,17:00:00,2598.61
61695824,2021-10-03,08:00:00,17:00:00,4743.09
18796841,2020-08-06,08:00:00,17:00:00,3028.04
89249052,2021-10-23,08:00:00,17:00:00,4027.9
40774041,2020-09-02,08:00:00,17:00:00,3223.08
26867902,2023-11-05,08:00:00,17:00:00,3145.01
89268160,2020-08-31,08:00:00,17:00:00,3173.84
25591764,2022-10-15,08:00:00,17:00:00,3197.42
73686191,2023-11-08,08:00:00,17:00:00,4319.5
50163143,2021-03-31,08:00:00,17:00:00,4036.81
21109792,2021-03-05,08:00:00,17:00:00,4054.55
69501685,2022-12-21,08:00:00,17:00:00,3792.75
31209208,2020-08-05,08:00:00,17:00:00,3759.76
27356633,2020-09-29,08:00:00,17:00:00,2505.86
75143109,2022-01-19,08:00:00,17:00:00,4509.92
30526861,2020-11-12,08:00:00,17:00:00,3699.76
25778102,2021-07-01,08:00:00,17:00:00,4507.01
12453963,2023-09-04,08:00:00,17:00:00,4057.19
38715874,2022-01-24,08:00:00,17:00:00,2758.73
77469583,2021-01-10,08:00:00,17:00:00,3899.04
