dni_persona,rango
67165039,Gerente
92606743,Supervisor
41620150,Coordinador
54151071,Gerente
88589790,Gerente
31322073,Coordinador
78592916,Supervisor
82869487,Supervisor
38806991,Coordinador
58523296,Supervisor
25557384,Gerente
75066388,Gerente
18943686,Gerente
24078864,Supervisor
30808278,Supervisor
71867269,Supervisor
41305449,Supervisor
28083808,Gerente
48889956,Gerente
87466590,Supervisor
74650204,Supervisor
64970894,Gerente
12342716,Gerente
58026797,Coordinador
61190619,Supervisor
27442777,Supervisor
80053601,Supervisor
30308320,Coordinador
64728443,Gerente
33788722,Gerente
70278910,Gerente
83286966,Gerente
16271549,Coordinador
26510100,Coordinador
81818100,Supervisor
42632483,Supervisor
34257049,Supervisor
13656927,Gerente
53835183,Gerente
45194405,Gerente
52379087,Gerente
77410978,Supervisor
16955691,Supervisor
74758981,Supervisor
18745679,Supervisor
90481763,Gerente
61375915,Supervisor
31195985,Coordinador
23722226,Coordinador
56927791,Coordinador
47055092,Gerente
64732643,Gerente
31801739,Gerente
99839249,Supervisor
49262772,Gerente
87151599,Gerente
74139924,Coordinador
26528877,Coordinador
74496427,Coordinador
56571676,Gerente
63809674,Gerente
18783036,Supervisor
32927793,Coordinador
76876455,Coordinador
44284121,Supervisor
33714300,Coordinador
26093966,Supervisor
42727433,Supervisor
16446102,Supervisor
74813798,Gerente
41748527,Coordinador
77999523,Gerente
71172131,Supervisor
72606802,Coordinador
61274223,Supervisor
64634391,Coordinador
53799736,Gerente
73022203,Supervisor
98319619,Coordinador
53362040,Supervisor
64967833,Supervisor
65530773,Supervisor
34781236,Coordinador
27389566,Supervisor
41045080,Coordinador
84293856,Coordinador
72813791,Supervisor
79304148,Coordinador
45273829,Supervisor
32148468,Coordinador
62043078,Gerente
34425856,Gerente
95348831,Gerente
76555073,Coordinador
16188179,Gerente
16604715,Coordinador
45339941,Supervisor
28972695,Gerente
33738326,Gerente
72799014,Gerente
16093080,Coordinador
24398452,Gerente
90029253,Coordinador
79100679,Coordinador
70616022,Coordinador
61563701,Supervisor
49298339,Coordinador
37057333,Supervisor
97049813,Supervisor
49742399,Supervisor
48199040,Supervisor
41726024,Gerente
99481209,Gerente
28304514,Supervisor
69085263,Supervisor
67930877,Supervisor
52285932,Coordinador
55045190,Gerente
46620223,Supervisor
90823698,Gerente
54028234,Supervisor
90265652,Gerente
15203759,Coordinador
45007098,Gerente
87549437,Coordinador
76420979,Coordinador
66621063,Supervisor
77752312,Supervisor
46349909,Coordinador
86359296,Coordinador
84680022,Supervisor
15606914,Gerente
22565931,Gerente
41049949,Gerente
51553931,Gerente
47327901,Gerente
96038593,Gerente
53987487,Coordinador
53046038,Coordinador
28220057,Coordinador
98145386,Coordinador
86992883,Supervisor
56304255,Gerente
38352936,Supervisor
22081812,Gerente
43792647,Gerente
30707814,Coordinador
98182150,Coordinador
45158075,Gerente
91608304,Coordinador
57645309,Gerente
19307808,Coordinador
95483761,Coordinador
55706798,Coordinador
93957898,Coordinador
14579563,Supervisor
81006449,Gerente
75593903,Supervisor
53252243,Gerente
75613062,Gerente
23386299,Gerente
42239335,Supervisor
28172781,Supervisor
66383246,Supervisor
90768677,Gerente
39537802,Coordinador
17027925,Gerente
94398704,Gerente
96070376,Coordinador
90250519,Gerente
63310466,Gerente
85378808,Gerente
26629968,Coordinador
11095918,Supervisor
43765014,Gerente
19737978,Coordinador
64258424,Gerente
46404268,Coordinador
32584793,Coordinador
39389262,Coordinador
89437769,Supervisor
75255078,Supervisor
23026579,Gerente
55783682,Coordinador
52820239,Supervisor
66130865,Supervisor
43303498,Coordinador
21862559,Gerente
85821863,Coordinador
45782576,Coordinador
70446161,Coordinador
57489973,Supervisor
71620330,Supervisor
24461078,Gerente
80463469,Gerente
67186539,Coordinador
31423477,Supervisor
26891263,Supervisor
90674044,Gerente
61688710,Coordinador
79269573,Coordinador
61942345,Supervisor
45222109,Gerente
99814074,Supervisor
91012187,Coordinador
52618268,Supervisor
86150386,Coordinador
82344744,Coordinador
43651860,Gerente
95096762,Gerente
58567394,Coordinador
72280629,Gerente
38112486,Gerente
74979758,Coordinador
12130755,Coordinador
66809577,Coordinador
29607304,Gerente
92037068,Gerente
53252520,Coordinador
32911555,Supervisor
18790945,Gerente
74606597,Gerente
10110647,Coordinador
22969712,Supervisor
87454405,Supervisor
81573787,Coordinador
18902940,Gerente
75904775,Gerente
39842989,Coordinador
63366681,Coordinador
87751938,Coordinador
78214751,Supervisor
24807757,Coordinador
80867367,Gerente
98408731,Coordinador
72551147,Gerente
73467811,Gerente
64581918,Coordinador
70122048,Gerente
60348809,Coordinador
94363474,Supervisor
12725865,Gerente
75044865,Supervisor
71066203,Coordinador
97138070,Supervisor
35435847,Coordinador
44485315,Coordinador
50504539,Coordinador
69879538,Supervisor
66449017,Coordinador
82593223,Gerente
17941528,Gerente
40387904,Supervisor
77576553,Supervisor
28737861,Supervisor
47736042,Gerente
20063327,Gerente
30649785,Gerente
24196740,Coordinador
72320555,Gerente
28886290,Gerente
10304829,Supervisor
86381445,Coordinador
56809276,Coordinador
31685578,Gerente
40718458,Supervisor
87080324,Coordinador
11026021,Coordinador
86154125,Coordinador
48080197,Supervisor
11335001,Supervisor
82624856,Gerente
22051935,Gerente
86181264,Supervisor
89653241,Gerente
31464324,Supervisor
75130869,Coordinador
32432071,Supervisor
93478372,Supervisor
25477629,Gerente
44921741,Coordinador
26004197,Gerente
68330588,Supervisor
10305304,Supervisor
48554107,Coordinador
35513675,Coordinador
52432255,Gerente
16274909,Coordinador
85005176,Coordinador
82679553,Supervisor
22664705,Gerente
17867885,Coordinador
25944517,Gerente
72770204,Gerente
56052945,Supervisor
75674090,Gerente
39421570,Supervisor
49645544,Coordinador
97274679,Gerente
58076222,Supervisor
20341790,Supervisor
60227678,Supervisor
91664057,Coordinador
26814139,Supervisor
37273385,Supervisor
61265762,Supervisor
28589035,Gerente
30232176,Supervisor
14023663,Coordinador
15430939,Supervisor
38222930,Coordinador
88452285,Gerente
62034119,Coordinador
66564530,Supervisor
24166490,Coordinador
50298986,Coordinador
41299211,Supervisor
74438054,Coordinador
14017134,Coordinador
36731777,Coordinador
11487984,Gerente
98551498,Gerente
62002073,Gerente
48612094,Coordinador
44111665,Gerente
93578898,Gerente
30853679,Coordinador
21066235,Supervisor
69347604,Gerente
98095659,Gerente
72551683,Coordinador
35549521,Coordinador
90313827,Coordinador
51419421,Coordinador
80695341,Supervisor
81906718,Coordinador
49719621,Supervisor
84266439,Supervisor
77159599,Supervisor
67868344,Gerente
48660175,Gerente
87828369,Supervisor
13148501,Coordinador
36225212,Gerente
94608463,Supervisor
34787768,Gerente
85818884,Coordinador
21661999,Supervisor
66208999,Supervisor
20983467,Supervisor
97514606,Coordinador
47615477,Coordinador
55342318,Supervisor
64337746,Supervisor
52969067,Supervisor
23060984,Supervisor
43902840,Coordinador
73581713,Gerente
57112460,Coordinador
19874104,Gerente
99093721,Gerente
35662726,Supervisor
38666762,Supervisor
61190627,Supervisor
18588342,Gerente
25305009,Gerente
84855125,Supervisor
88068616,Gerente
34964517,Gerente
46524695,Supervisor
51147617,Coordinador
64810847,Gerente
70197873,Supervisor
55617597,Gerente
53633124,Coordinador
82674767,Supervisor
39931161,Gerente
30895400,Supervisor
29309615,Coordinador
86585118,Coordinador
20756310,Supervisor
32816324,Gerente
63771696,Gerente
62911633,Supervisor
50548601,Supervisor
33419622,Coordinador
67635327,Supervisor
55459314,Coordinador
73259275,Gerente
76973744,Supervisor
22658530,Coordinador
30647321,Coordinador
34066427,Supervisor
60157421,Supervisor
95622427,Gerente
70199014,Gerente
95816905,Supervisor
72058949,Supervisor
52247628,Gerente
56304153,Gerente
70249010,Gerente
96579785,Supervisor
46752027,Coordinador
53779107,Coordinador
46639490,Gerente
97098386,Gerente
82795198,Gerente
26195172,Gerente
35096623,Coordinador
46538259,Gerente
43084471,Supervisor
30499478,Supervisor
94844965,Supervisor
23434708,Supervisor
98927798,Coordinador
38022694,Supervisor
72536755,Supervisor
33299448,Gerente
27846972,Gerente
87004575,Supervisor
94531468,Supervisor
95878167,Gerente
18607711,Coordinador
54534294,Coordinador
50327563,Coordinador
15489142,Gerente
85807342,Coordinador
30363491,Supervisor
63163138,Gerente
19023983,Gerente
99787701,Coordinador
89189273,Gerente
50008022,Gerente
69842031,Coordinador
27850545,Gerente
35334945,Gerente
94521851,Coordinador
41712254,Coordinador
68444795,Coordinador
15360060,Supervisor
30333907,Supervisor
67601727,Supervisor
90949638,Supervisor
26828044,Gerente
29018431,Gerente
55411165,Coordinador
83583037,Gerente
83650011,Supervisor
58450911,Gerente
74436467,Supervisor
37088863,Gerente
74711045,Gerente
38224540,Gerente
68978617,Coordinador
34501212,Coordinador
23382703,Coordinador
48888582,Supervisor
48700749,Supervisor
86165094,Supervisor
61600864,Gerente
86799715,Supervisor
57836208,Supervisor
91939309,Gerente
70754853,Coordinador
58590881,Supervisor
32714147,Supervisor
71625434,Gerente
59046049,Gerente
64758063,Supervisor
94451004,Gerente
15721588,Supervisor
92493431,Gerente
22162378,Supervisor
99375914,Coordinador
82132626,Supervisor
29421055,Supervisor
26512496,Coordinador
57929415,Coordinador
81585647,Gerente
37243016,Coordinador
68133130,Coordinador
99395580,Gerente
48715789,Supervisor
85425728,Supervisor
32294956,Coordinador
74301684,Gerente
48630643,Coordinador
76494665,Supervisor
23244120,Supervisor
10958611,Coordinador
95369679,Coordinador
55112140,Supervisor
25389565,Coordinador
49237585,Gerente
27388038,Gerente
10793621,Gerente
48431956,Coordinador
71368989,Coordinador
92987851,Coordinador
26883645,Coordinador
80354001,Supervisor
67504495,Gerente
16378338,Gerente
14467582,Supervisor
51384701,Supervisor
26010360,Supervisor
24513699,Supervisor
22596135,Coordinador
36122927,Coordinador
78532853,Coordinador
21934623,Coordinador
27667796,Gerente
54369953,Gerente
45477625,Gerente
77204864,Supervisor
45081961,Gerente
58624986,Coordinador
10002046,Gerente
55305059,Coordinador
28143128,Gerente
91201467,Coordinador
16412021,Gerente
24078473,Supervisor
35922708,Gerente
44131639,Supervisor
40081524,Gerente
36509900,Coordinador
43163931,Supervisor
68846925,Supervisor
62361803,Coordinador
67394666,Supervisor
74406353,Coordinador
79393711,Supervisor
28253221,Supervisor
96968450,Gerente
92126709,Coordinador
25199907,Supervisor
53812321,Gerente
48505318,Supervisor
86997113,Gerente
16717646,Coordinador
40159120,Supervisor
37475893,Coordinador
42233841,Coordinador
80129160,Gerente
90436766,Gerente
55555254,Gerente
41859194,Gerente
57936274,Coordinador
91835806,Coordinador
25184636,Supervisor
97818003,Coordinador
74425005,Gerente
30373294,Supervisor
91870271,Gerente
44296095,Gerente
79192398,Supervisor
21071457,Coordinador
64250744,Coordinador
14247056,Supervisor
39327296,Supervisor
63046899,Gerente
38534886,Supervisor
18001329,Supervisor
39532180,Coordinador
84417713,Supervisor
55160615,Coordinador
23539720,Supervisor
44231564,Supervisor
59468144,Gerente
38718296,Coordinador
79199794,Gerente
50233557,Coordinador
18215945,Gerente
71632798,Supervisor
55661378,Gerente
14397452,Supervisor
96012246,Coordinador
72402231,Supervisor
11547752,Coordinador
21186478,Gerente
10051666,Supervisor
17794241,Gerente
52092265,Supervisor
35106386,Supervisor
54826542,Gerente
60098860,Gerente
50767261,Coordinador
54908004,Supervisor
29406964,Gerente
85813114,Supervisor
91014533,Supervisor
62676211,Supervisor
56936440,Coordinador
33757564,Coordinador
68355933,Gerente
23734798,Gerente
43377739,Coordinador
41188655,Coordinador
22514845,Coordinador
81028224,Supervisor
20114992,Supervisor
58607044,Coordinador
99722332,Coordinador
94819520,Gerente
61713774,Gerente
92156925,Coordinador
60329569,Coordinador
33190634,Coordinador
49642288,Gerente
49142631,Gerente
76518296,Supervisor
13112852,Supervisor
19014877,Supervisor
28828056,Supervisor
85314698,Supervisor
71684043,Gerente
35735400,Gerente
97359463,Coordinador
15945009,Gerente
57285473,Supervisor
76945624,Gerente
97995132,Coordinador
93062150,Coordinador
93802964,Gerente
11238133,Gerente
89590301,Coordinador
46081819,Gerente
93799928,Supervisor
45189427,Coordinador
54591145,Supervisor
76766427,Gerente
25013694,Supervisor
21347206,Supervisor
64665737,Supervisor
31187553,Coordinador
97128318,Coordinador
95472309,Coordinador
89644724,Gerente
57454703,Gerente
92610345,Supervisor
19399434,Gerente
26436702,Supervisor
30289742,Coordinador
62934014,Gerente
66400598,Coordinador
40768749,Coordinador
81740383,Gerente
98570584,Coordinador
52420917,Coordinador
79605290,Coordinador
29794641,Gerente
95718128,Coordinador
25963589,Gerente
12506199,Supervisor
53603248,Gerente
74377830,Gerente
72972394,Gerente
86257323,Supervisor
56610004,Gerente
51648874,Gerente
52856119,Gerente
59906751,Coordinador
38519986,Coordinador
97395226,Gerente
64192665,Coordinador
68122472,Supervisor
20633188,Supervisor
56550601,Supervisor
24749332,Gerente
93191364,Supervisor
62970203,Gerente
84694767,Gerente
77193943,Gerente
12346199,Coordinador
48480342,Gerente
15001396,Coordinador
85279603,Supervisor
17185028,Supervisor
29073786,Gerente
13704665,Gerente
32807086,Coordinador
12816881,Gerente
27078681,Supervisor
37659746,Supervisor
36607295,Supervisor
36630682,Supervisor
37177176,Gerente
15587208,Coordinador
88633510,Coordinador
53143176,Supervisor
56180097,Coordinador
85206419,Coordinador
39938094,Supervisor
80164823,Supervisor
36383800,Gerente
31969831,Gerente
65287545,Gerente
24605474,Supervisor
92689752,Coordinador
97778759,Coordinador
79425197,Supervisor
16130322,Gerente
95684076,Supervisor
14524586,Coordinador
73041644,Gerente
36421530,Supervisor
42622877,Gerente
50357841,Supervisor
67184994,Supervisor
13221872,Supervisor
54883271,Supervisor
26742842,Gerente
68123719,Gerente
67272365,Gerente
97723967,Supervisor
91686937,Coordinador
31044451,Supervisor
38273014,Supervisor
85094799,Supervisor
61576602,Gerente
74656357,Supervisor
65990611,Supervisor
31838698,Gerente
63255995,Supervisor
95473883,Supervisor
86003782,Gerente
61677876,Gerente
13350744,Supervisor
89959969,Supervisor
55569972,Gerente
98375654,Gerente
54891102,Gerente
91347444,Coordinador
88235831,Coordinador
65931879,Coordinador
23325006,Coordinador
59792194,Coordinador
90060612,Supervisor
69391778,Gerente
95680816,Gerente
31468006,Coordinador
48203574,Supervisor
65361811,Coordinador
57807324,Coordinador
69813419,Supervisor
19478314,Coordinador
47595519,Coordinador
96590715,Supervisor
76101390,Coordinador
99524306,Gerente
91996872,Gerente
57634804,Gerente
22483927,Gerente
64295548,Gerente
81456488,Gerente
17875920,Gerente
89875573,Coordinador
53910603,Gerente
97048346,Coordinador
20799369,Coordinador
97633918,Coordinador
96183170,Coordinador
58656259,Gerente
91975522,Coordinador
90936436,Supervisor
31195823,Gerente
22737359,Gerente
85291530,Supervisor
62255356,Coordinador
66203602,Gerente
36577642,Gerente
76802001,Gerente
43377669,Supervisor
68306500,Coordinador
17241084,Supervisor
93840722,Supervisor
55994124,Coordinador
28618075,Coordinador
12973082,Coordinador
22978328,Supervisor
68920002,Coordinador
42158461,Gerente
29109535,Coordinador
85894645,Gerente
92454744,Coordinador
67759149,Gerente
43632095,Coordinador
90135060,Coordinador
19418464,Coordinador
13039447,Coordinador
41204288,Supervisor
41476390,Gerente
94100545,Supervisor
86061562,Gerente
53900411,Supervisor
23179350,Coordinador
59923264,Gerente
18398458,Gerente
55906139,Supervisor
22843358,Gerente
81002345,Coordinador
96038522,Coordinador
86572132,Gerente
40796553,Gerente
78442911,Coordinador
27855208,Supervisor
77091986,Supervisor
82257624,Gerente
44410645,Gerente
59015206,Gerente
59917315,Gerente
63783989,Supervisor
96237419,Supervisor
82836539,Coordinador
61525592,Gerente
77962718,Supervisor
23708855,Supervisor
69111439,Gerente
53514066,Gerente
20244857,Supervisor
92791273,Gerente
89026914,Gerente
43258036,Supervisor
69012190,Gerente
77730212,Supervisor
13621319,Coordinador
96338447,Gerente
36986934,Supervisor
87564563,Gerente
51862992,Supervisor
22344421,Gerente
95835902,Supervisor
84601108,Gerente
42879438,Gerente
50425897,Supervisor
18794254,Coordinador
26554762,Coordinador
50375610,Supervisor
29886652,Supervisor
48766038,Gerente
74392017,Supervisor
31028612,Gerente
10969412,Gerente
85735769,Coordinador
65344205,Coordinador
77745828,Coordinador
63745283,Gerente
34004818,Supervisor
15977160,Supervisor
27157518,Supervisor
60446495,Supervisor
86469531,Coordinador
96806714,Gerente
39006015,Gerente
78105137,Supervisor
72868337,Supervisor
15613086,Coordinador
61163863,Coordinador
72069300,Gerente
14147099,Gerente
42186360,Coordinador
81202890,Coordinador
96456489,Coordinador
85593466,Coordinador
27579278,Gerente
70336635,Supervisor
52209678,Supervisor
13338499,Coordinador
13080851,Supervisor
28989918,Supervisor
32003796,Supervisor
38951447,Coordinador
60347583,Gerente
77569700,Gerente
86838216,Supervisor
55647871,Supervisor
69504931,Gerente
90317938,Gerente
18439928,Supervisor
28491752,Supervisor
81260338,Gerente
66093167,Supervisor
27236188,Coordinador
30977201,Supervisor
21062211,Supervisor
17629071,Coordinador
74056180,Coordinador
78889639,Coordinador
56418427,Gerente
51779864,Coordinador
15694733,Gerente
99617206,Gerente
32383196,Supervisor
27099101,Gerente
72780386,Coordinador
13971189,Coordinador
44657044,Supervisor
60067038,Coordinador
60070612,Supervisor
60423109,Gerente
75930070,Coordinador
46573470,Supervisor
57754066,Supervisor
60409649,Supervisor
67064360,Supervisor
14685419,Supervisor
77261236,Supervisor
56467390,Coordinador
29600704,Gerente
22840324,Coordinador
75785200,Gerente
73337367,Gerente
18087069,Coordinador
66809320,Gerente
97568679,Supervisor
29716762,Gerente
87202482,Supervisor
