id,dni_persona,nombre,ruc_proveedor,stock,precio
20249,30573854,accusamus,39618617400,306,41.73
20250,81321583,praesentium,50859691295,314,52.59
20251,14671575,repellendus,40933621121,584,134.45
20252,24654465,aperiam,27678821998,91,167.21
20253,69937446,quas,54263204470,660,180.13
20254,66586349,vitae,76802400624,426,34.46
20255,54727252,quae,43116433490,722,109.45
20256,39940917,ab,96244280014,820,41.79
20257,79373081,alias,78916075130,33,127.95
20258,21863268,temporibus,32999484208,258,76.5
20259,49483439,ad,89712794261,711,28.42
20260,75593257,nihil,20748825353,682,118.23
20261,50091357,asperiores,95435793123,389,125.81
20262,37731686,eveniet,86714261207,468,48.18
20263,92999564,impedit,59096320087,455,49.37
20264,53000410,omnis,50016119771,423,105.75
20265,98322117,fugiat,38748248333,445,153.43
20266,41389060,repellat,43428305968,238,155.64
20267,43545600,consequuntur,91540584045,700,65.12
20268,97080641,assumenda,22939472151,71,21.81
20269,99672989,consequuntur,24553999041,242,51.22
20270,35684529,animi,90613012340,548,29.16
20271,13392522,rerum,66819632828,265,176.34
20272,58218415,rerum,21051181810,536,56.54
20273,44707045,vero,23736200638,199,57.95
20274,76794252,accusamus,48187361095,920,168.13
20275,23217299,nulla,67200405282,932,16.4
20276,95340734,vitae,34216029132,220,97.14
20277,17435237,accusamus,17031318676,170,67.69
20278,99847309,ipsum,33953235018,562,29.41
20279,36665882,accusantium,85275641376,646,168.39
20280,42427419,fugit,31137620728,502,69.26
20281,94886683,numquam,52199732723,24,177.71
20282,59481957,ab,66784731591,422,102.01
20283,94345982,quas,66291835324,314,88.89
20284,18095935,cupiditate,70906124583,916,37.8
20285,22588198,sit,34602733285,143,104.23
20286,95097346,quibusdam,38741160856,611,130.71
20287,76652409,nostrum,87350065357,884,93.74
20288,33498431,iste,67954688406,755,52.38
20289,29517973,doloremque,73330627594,144,80.21
20290,68734813,totam,85429916790,554,57.96
20291,74502815,exercitationem,72759772037,203,197.97
20292,19719541,et,87632255549,408,165.96
20293,72038121,vel,26927346511,603,198.58
20294,15230444,voluptates,59532847213,417,107.92
20295,75790652,voluptate,83606747744,100,128.51
20296,46966759,quisquam,14514040084,259,120.76
20297,13527603,odit,70294257133,293,160.88
20298,51364931,ab,16237195884,938,56.01
20299,81426994,eveniet,31000165670,380,10.57
20300,44350689,dicta,43290534009,86,154.21
20301,91032129,consequatur,11779420495,288,75.19
20302,29741108,nemo,74975054490,437,181.8
20303,84612139,sunt,13786590107,895,38.23
20304,41004702,nam,76671068836,422,167.35
20305,85051215,eveniet,54837649306,689,126.46
20306,29940247,totam,69857275612,638,23.45
20307,80781753,officiis,98998532453,23,189.31
20308,80051867,iusto,26878317192,617,67.79
20309,89378900,ipsa,98235361855,439,153.45
20310,12941017,totam,23492211672,484,194.32
20311,87711714,aliquid,89546990422,101,17.18
20312,76920259,repudiandae,11346248929,134,180.46
20313,78610473,cum,17468841698,24,69.01
20314,57544787,alias,61721151668,35,139.52
20315,97372778,deserunt,35717293149,245,166.11
20316,82378550,dolore,86922425262,352,95.14
20317,98568926,perspiciatis,38483052199,293,139.96
20318,66835034,veniam,66774792565,374,126.2
20319,70016110,minus,14253506852,338,83.6
20320,14649353,magnam,17790073064,954,69.03
20321,98567419,blanditiis,17611162901,194,168.26
20322,89447609,blanditiis,27545513258,477,137.64
20323,65399733,officiis,43278415660,381,196.14
20324,14358618,voluptas,73501372122,391,50.24
20325,17502618,enim,23657647198,759,195.93
20326,13839874,reprehenderit,46828462994,200,79.26
20327,58707526,omnis,88404299868,965,77.49
20328,25387212,inventore,39128677181,282,69.56
20329,99214991,rerum,27575671761,324,144.26
20330,10961237,perferendis,95473256495,737,141.97
20331,16137529,iste,90077574529,895,124.09
20332,42607558,odio,48660495148,646,94.11
20333,43447734,provident,73878265400,85,55.59
20334,72433278,ipsam,43179301508,434,188.97
20335,68929029,similique,45978413713,289,132.39
20336,47306220,quas,28524188248,285,58.29
20337,17634972,ipsum,64999795030,507,151.72
20338,30843392,assumenda,67841198097,404,84.73
20339,66274043,reiciendis,60176166858,545,181.78
20340,74095906,neque,59213460378,307,165.38
20341,48179000,id,86840506778,301,156.15
20342,98579496,suscipit,65734671245,903,54.95
20343,73190036,dolorem,59279734144,284,44.82
20344,35680828,recusandae,75226413751,544,129.94
20345,60785069,fugiat,64452202970,89,61.96
20346,60832307,qui,86156826231,597,163.82
20347,15447169,quae,86548853616,263,39.69
20348,33242629,sit,67455409140,589,106.65
20349,10426407,nisi,32812272215,788,89.12
20350,28576149,occaecati,49077777079,197,89.38
20351,74825607,ab,49975798991,68,41.55
20352,88599673,nisi,53499891816,935,18.36
20353,36842734,quas,45593695093,865,161.7
20354,23470424,quis,96968617881,612,144.66
20355,91796249,numquam,13360120376,322,182.25
20356,71150787,tenetur,26297616662,722,55.79
20357,11614232,nobis,96543466332,242,14.09
20358,87108383,sint,61383689787,600,11.45
20359,37365244,numquam,30061708913,697,130.18
20360,46081472,eaque,38484535174,902,167.66
20361,36791210,officia,14070430324,756,189.86
20362,18278603,est,40826024445,586,35.02
20363,53700339,blanditiis,91075560621,60,179.29
20364,15370000,illum,27770111579,314,69.92
20365,34172394,quis,70227001074,703,82.02
20366,20247620,quasi,49059565532,36,118.35
20367,48802230,occaecati,89124810990,895,180.12
20368,46515814,eligendi,25300550244,827,19.11
20369,79023929,aspernatur,66588491902,854,171.67
20370,43438232,perferendis,96338421107,740,19.56
20371,32097353,optio,60399654793,231,167.34
20372,56870875,voluptates,72365864980,318,119.62
20373,79391638,earum,62334186974,955,82.27
20374,21592812,repellendus,88931038074,385,99.09
20375,42498240,quia,91345747224,718,18.78
20376,67390548,est,18122169901,443,62.21
20377,37581169,veniam,32457319098,808,148.58
20378,43280108,autem,69954773831,311,162.38
20379,49662741,quod,59578536432,858,33.75
20380,81414405,eius,53434079833,195,95.92
20381,70157478,eos,49316826373,626,14.85
20382,71656562,accusantium,33945880806,291,32.2
20383,86052612,eius,92891021026,868,149.66
20384,60382160,porro,10101412345,65,41.02
20385,84804623,quasi,21595963535,30,192.75
20386,96704323,incidunt,75575352618,607,193.4
20387,50536425,nobis,12893553863,137,43.44
20388,22780354,minima,22827743667,209,191.04
20389,53000498,dolorum,23120736489,111,179.87
20390,16965007,fuga,81535493543,180,28.33
20391,61667979,aperiam,27879848611,90,131.2
20392,66603008,nihil,48257585032,543,46.96
20393,98614122,occaecati,96287514588,996,60.27
20394,14671575,distinctio,86176285505,615,89.49
20395,71239261,consectetur,75791470056,227,160.1
20396,85621675,maxime,87592471097,207,157.39
20397,45864230,quibusdam,97061516038,370,51.78
20398,97227882,ex,68768366787,931,123.43
20399,92307453,dolor,39879732123,485,56.93
20400,52911536,eligendi,26181000494,612,158.14
20401,78907091,quam,50301968704,330,167.64
20402,25785032,id,89683835795,178,197.53
20403,41452973,ipsa,62095097947,283,115.86
20404,29649540,sit,73389626187,660,156.06
20405,80313134,esse,58786955902,365,119.32
20406,78992939,vero,84288514382,946,104.35
20407,58707526,alias,96915743820,560,29.25
20408,73507937,saepe,72728202559,208,6.92
20409,75430456,nihil,85241420960,246,89.36
20410,60108812,accusamus,14720403056,625,96.08
20411,98651590,iste,15849295831,182,86.72
20412,78957940,aliquid,51724377035,496,194.6
20413,78072052,odit,14319865634,194,151.31
20414,39214410,neque,91279356320,629,188.53
20415,34769499,dolorem,33076395195,863,76.16
20416,50929183,soluta,24236623736,238,104.04
20417,89584401,ut,44256269728,546,153.1
20418,13859655,architecto,65299998158,195,72.16
20419,53856094,labore,35233886228,484,56.73
20420,42944678,cum,69010061410,523,171.26
20421,79955551,fuga,66405396705,168,198.05
20422,94772776,reprehenderit,53887598534,433,153.68
20423,98163531,qui,88136422465,221,108.86
20424,16137529,sunt,67051463749,785,169.67
20425,63809254,quos,85040844833,778,148.37
20426,22822908,deleniti,52503166049,412,93.86
20427,60194759,neque,57780153633,646,48.45
20428,95211438,aut,48365563482,544,90.83
20429,91715909,libero,10314954461,997,88.96
20430,98411356,commodi,40942799780,604,108.65
20431,44589943,voluptate,57869157613,984,61.57
20432,91710769,doloremque,58875913313,918,7.64
20433,79217814,rerum,93800791958,647,126.33
20434,19157848,praesentium,29297902535,404,176.25
20435,23947146,nemo,85652648798,309,98.64
20436,97499607,dicta,50377664447,171,123.33
20437,85093405,dolores,70655707688,254,118.62
20438,61835573,quidem,73591727673,19,53.89
20439,66410031,omnis,44318908958,291,15.48
20440,85865126,illum,68598260503,770,183.28
20441,39701077,aliquam,73698456479,564,21.4
20442,94224619,nostrum,66912212515,396,90.84
20443,51850433,asperiores,26389396422,997,30.16
20444,90800480,impedit,11834620680,810,76.99
20445,19490806,sit,38716815917,563,41.96
20446,30713384,debitis,12641784143,94,157.07
20447,97712607,ullam,40443077192,461,191.33
20448,74479476,animi,91537832315,611,31.74
20449,25624188,nihil,76193168612,834,93.43
20450,45565951,cupiditate,26432441279,835,153.18
20451,88812961,esse,31083479695,336,37.87
20452,11199293,iste,38483052199,392,93.43
20453,28036662,qui,33308867759,467,115.47
20454,56682923,magni,25189825580,97,24.01
20455,88253428,error,35694646176,848,110.6
20456,92956815,ex,51145842551,674,173.14
20457,12218547,eos,79943994927,315,140.09
20458,90095108,molestiae,73902169505,90,44.44
20459,76561080,harum,31736812908,960,92.33
20460,76563044,rem,67836639621,525,21.85
20461,70104517,deserunt,67159077878,387,71.46
20462,36220765,tenetur,21280237526,443,130.48
20463,50588293,in,92721630853,676,162.77
20464,35563377,dignissimos,20378109991,493,88.32
20465,66863804,expedita,91615035426,964,62.58
20466,88741227,explicabo,35451900197,805,30.02
20467,25624188,eius,76243079157,885,70.2
20468,83773724,dignissimos,71796814119,583,134.96
20469,68351542,vitae,68110405787,419,106.32
20470,30278064,tenetur,89569206859,843,99.51
20471,23978599,sapiente,82087422860,433,114.56
20472,80090157,sit,19396198729,268,111.89
20473,46154698,accusantium,87215835059,410,69.59
20474,39161502,rerum,84755693980,221,119.15
20475,97467026,velit,76235801221,543,124.08
20476,18095935,occaecati,68740503835,99,83.79
20477,18937377,repudiandae,44009522006,360,9.73
20478,32226939,modi,27682814769,409,33.67
20479,84409434,recusandae,48241524894,525,105.05
20480,65168210,qui,96575704188,793,181.39
20481,39703966,provident,98790399418,233,197.3
20482,25944215,modi,52265096682,880,151.84
20483,49950884,eius,58025193235,513,41.33
20484,95211438,earum,33479739172,447,19.64
20485,43501996,deleniti,89467909911,270,130.91
20486,73549682,animi,54313923891,290,33.27
20487,19439977,libero,55523315195,815,166.76
20488,85968611,sed,99005805578,514,173.85
20489,24513158,maiores,79968153055,380,71.8
20490,35664624,pariatur,53024547216,915,87.69
20491,12813258,esse,54879599411,818,152.42
20492,30573854,cumque,28340438595,481,174.04
20493,73093429,minima,60648558391,383,145.62
20494,44084720,quia,22836754292,289,172.7
20495,12607799,tenetur,50580391314,200,104.6
20496,60199116,ex,26549927755,309,107.48
20497,16389849,voluptas,72215571976,827,116.27
20498,22090765,dolorem,61485520397,74,59.13
20499,95358191,a,76997752528,70,147.01
20500,91712099,dolorum,53283642844,172,55.93
20501,28979237,voluptates,44092949597,709,161.63
20502,49123898,incidunt,72185149396,120,186.16
20503,13067015,quibusdam,98548428009,292,123.07
20504,58499742,reiciendis,24618657668,657,181.47
20505,78388650,temporibus,66534607245,57,145.0
20506,19394826,explicabo,45011810772,578,11.16
20507,67709516,fuga,67543913388,201,117.87
20508,84009343,fugit,39156075054,121,81.45
20509,85968611,aspernatur,33169614812,630,136.82
20510,95847623,sed,94064346239,430,53.08
20511,44312955,voluptates,62656826582,138,39.58
20512,66830502,laborum,40670685593,792,181.63
20513,86085183,error,77242354406,471,96.31
20514,91032129,error,45034980500,224,69.71
20515,45581829,modi,48039604742,754,14.55
20516,96822142,perspiciatis,61769972052,326,187.05
20517,12865148,ex,61641209134,132,74.45
20518,91133622,autem,54897611047,351,171.53
20519,22780354,modi,61222426855,732,166.61
20520,14491705,blanditiis,93255111661,407,7.75
20521,84901197,fugit,19165096519,259,154.41
20522,17900468,dignissimos,16295696140,929,172.77
20523,78093131,libero,27832420437,832,31.65
20524,87070337,recusandae,76282964384,581,61.85
20525,26815512,nesciunt,41350435036,90,121.84
20526,91263711,tempora,66542782068,951,164.81
20527,26277228,consectetur,34631626933,336,35.46
20528,27225165,commodi,58708084475,501,105.4
20529,80576408,vel,21387941717,923,64.74
20530,49594406,earum,12930292378,278,70.22
20531,97750453,deserunt,12921501066,208,178.62
20532,38489182,iste,37170636101,712,34.47
20533,97524592,itaque,72069885312,297,75.46
20534,20786597,assumenda,95023352554,216,172.38
20535,22026928,accusantium,25403556660,418,185.45
20536,85179332,illum,46822676207,378,9.55
20537,95701072,blanditiis,47612730498,391,169.93
20538,14969121,ea,48011950006,747,187.05
20539,47033855,error,78715249789,209,108.82
20540,72957902,odit,75543589086,849,21.63
20541,43956314,dolor,61485520397,487,135.07
20542,51892092,voluptas,91156607039,306,108.13
20543,22165723,voluptas,33995718218,374,160.52
20544,22522606,delectus,16675307385,913,166.68
20545,10961237,at,32552270191,339,98.44
20546,18494232,alias,64279148519,360,166.8
20547,49044321,nesciunt,52503166049,58,154.62
20548,73790442,similique,68848212066,835,78.66
20549,35172995,sunt,68821814971,803,132.42
20550,87675132,laudantium,88617872329,701,127.15
20551,49782945,consectetur,65464949636,807,68.22
20552,98524056,consectetur,84163624329,556,166.87
20553,59013769,fugit,91931866312,844,166.18
20554,61528779,quasi,36501070762,89,29.52
20555,85621675,harum,40498886151,795,163.28
20556,79748138,ratione,41178159020,274,188.75
20557,15262430,nulla,99653218763,443,147.2
20558,35626361,earum,16140398936,259,66.37
20559,54585745,laboriosam,66944980449,588,187.83
20560,29239061,autem,45073452158,366,130.51
20561,73714039,eius,84755693980,445,192.09
20562,17707833,necessitatibus,95648439194,583,109.81
20563,62592694,laudantium,23661709465,724,54.41
20564,35664624,magni,52702303049,939,49.6
20565,20753410,ea,89062982737,850,18.64
20566,67431486,maiores,72187717417,856,75.32
20567,48137239,vero,72728202559,10,69.09
20568,77035371,aut,47851346163,480,186.59
20569,33918704,cumque,58172573392,989,45.6
20570,18922587,nam,31083479695,415,152.91
20571,57538506,quibusdam,96442523009,177,14.72
20572,38455052,consectetur,94924278185,724,128.42
20573,68128662,dolore,54280941653,523,81.48
20574,80151574,facere,97503238643,80,90.93
20575,56273255,ipsa,43415797427,454,184.99
20576,28602481,modi,97540148299,71,83.6
20577,53411046,commodi,41512738812,215,198.14
20578,20604990,provident,74835168120,691,151.97
20579,11632486,rerum,84489624546,536,17.37
20580,10155197,rerum,56036316801,176,83.98
20581,71922181,doloribus,63365227180,560,184.9
20582,84804623,officia,71738559919,382,11.42
20583,88366838,aspernatur,71549178924,584,31.97
20584,13157652,optio,87400825253,120,158.51
20585,12579987,maxime,35381001373,193,49.19
20586,77568978,cumque,10394353219,477,160.08
20587,32520996,quis,49288092368,783,114.88
20588,54027198,temporibus,67744728494,876,49.84
20589,20875116,illo,36534502875,678,45.96
20590,41908934,aliquam,80497687648,558,12.61
20591,38750664,tempore,46399947448,562,192.57
20592,43040325,ex,39673064154,764,87.04
20593,89745073,nulla,49044638301,967,190.29
20594,76062092,incidunt,30690704190,687,40.54
20595,60436088,sunt,94960082708,284,114.3
20596,18170841,tempore,76098952407,617,71.32
20597,45429088,voluptatem,98991828374,373,17.61
20598,94886683,deserunt,21176996287,943,84.57
20599,59907423,ut,69617359077,28,150.34
20600,68985841,labore,51852574334,237,172.52
20601,54373725,ipsa,76207555855,957,96.86
20602,34997166,eum,21061891921,959,169.03
20603,51103397,occaecati,45982049460,306,199.88
20604,36244272,distinctio,70253145817,582,172.54
20605,28494226,porro,81906088455,724,149.01
20606,51165090,laboriosam,88785850836,422,129.19
20607,29805539,minima,89925993214,861,37.6
20608,30979735,neque,83333984991,697,108.02
20609,20957245,vero,67366007409,817,32.81
20610,18928453,quasi,36010865036,49,107.29
20611,17865082,dicta,94687193160,927,74.53
20612,57899631,quo,62886634983,580,74.29
20613,18488092,tempora,45034980500,583,100.24
20614,84441161,laudantium,67166646709,158,52.84
20615,67201719,earum,45978413713,288,36.53
20616,21565190,adipisci,42909538283,99,44.23
20617,96713328,blanditiis,31082828629,622,158.86
20618,81165782,iusto,27025389848,566,9.45
20619,67638958,sint,62178755419,687,43.53
20620,24986618,qui,95759786912,92,26.78
20621,19167729,consectetur,67543913388,291,128.18
20622,24654465,voluptatem,87216674376,855,110.46
20623,58335861,sequi,12910799434,218,104.93
20624,72491090,architecto,57913377363,716,199.42
20625,21780774,architecto,33256630962,720,36.79
20626,93319276,laudantium,26111256905,128,166.59
20627,10723455,mollitia,41371039366,707,136.67
20628,32099650,aliquam,65908542854,859,111.46
20629,14704410,non,20404004694,772,79.94
20630,36276392,quam,17885067267,110,139.7
20631,27622980,fuga,14908787405,246,55.52
