dni_persona,num_colegiatura,especializacion
96515297,VET-734160,Dermatología
85529705,VET-289639,Cardiología
59989600,VET-750261,Cardiología
98705320,VET-702573,Cirugía
23175465,VET-105283,Cardiología
79747122,VET-776882,Oncología
52988360,VET-924860,Cirugía
79909389,VET-758688,Dermatología
50046237,VET-517468,Cirugía
69432667,VET-709150,Medicina General
46163512,VET-392905,Cirugía
85849261,VET-379695,Dermatología
56864107,VET-640268,Dermatología
65431549,VET-003379,Cirugía
86140810,VET-618347,Cirugía
77801840,VET-852005,Dermatología
18025523,VET-473011,Medicina General
64491214,VET-141669,Dermatología
17312241,VET-353668,Cardiología
64741524,VET-570126,Dermatología
76016940,VET-250372,Cirugía
88539284,VET-684227,Cirugía
70180092,VET-253464,Cardiología
61148733,VET-088796,Medicina General
63058560,VET-335249,Medicina General
95014225,VET-183866,Oncología
23295177,VET-742518,Medicina General
35210308,VET-392719,Medicina General
87637243,VET-334479,Oncología
62466282,VET-078487,Oncología
95957291,VET-175097,Medicina General
27691865,VET-074207,Cardiología
35667657,VET-706970,Cirugía
30935221,VET-926917,Cardiología
41979144,VET-968534,Oncología
36441222,VET-702341,Cardiología
29761416,VET-010443,Cirugía
36444140,VET-902793,Cirugía
92760266,VET-912187,Dermatología
99168150,VET-884228,Medicina General
57516518,VET-794710,Cardiología
60739644,VET-683796,Cirugía
75233685,VET-090409,Cardiología
52338665,VET-354677,Cirugía
41086486,VET-232279,Cardiología
92153150,VET-888825,Cirugía
16277539,VET-921703,Oncología
95151304,VET-711809,Dermatología
57521119,VET-601396,Cirugía
57824651,VET-531979,Oncología
98102578,VET-850794,Cardiología
12376722,VET-563202,Dermatología
85173691,VET-943332,Cirugía
49067567,VET-683121,Cardiología
40304895,VET-101188,Dermatología
93163456,VET-038855,Medicina General
84071045,VET-160057,Dermatología
39967336,VET-497823,Medicina General
56763519,VET-286583,Oncología
58309578,VET-606467,Dermatología
67934950,VET-829106,Cardiología
12739439,VET-646379,Cardiología
45454465,VET-898374,Cardiología
30295617,VET-114130,Cardiología
80918132,VET-845138,Dermatología
47243394,VET-779827,Dermatología
19162012,VET-547727,Oncología
66495668,VET-150733,Dermatología
25859559,VET-653763,Dermatología
84400938,VET-160963,Cirugía
61220900,VET-190075,Medicina General
95214005,VET-743677,Cirugía
70016460,VET-661738,Cirugía
56887436,VET-645441,Cirugía
18863332,VET-071636,Oncología
42631622,VET-300298,Cardiología
39702989,VET-982492,Oncología
80823383,VET-181038,Cirugía
21668319,VET-873517,Medicina General
63389818,VET-896603,Cirugía
49348520,VET-787152,Dermatología
64563054,VET-835512,Cardiología
78705672,VET-390874,Cirugía
31571867,VET-295257,Cardiología
62117330,VET-687600,Medicina General
15748813,VET-173145,Medicina General
36966726,VET-975257,Cirugía
15028765,VET-964460,Oncología
56974301,VET-458226,Cirugía
78743512,VET-760199,Dermatología
21246270,VET-410960,Cirugía
46799681,VET-466841,Dermatología
47352347,VET-439330,Cardiología
26517618,VET-284594,Cirugía
56509536,VET-580754,Medicina General
63772730,VET-365548,Cardiología
15633025,VET-931362,Dermatología
30759840,VET-353429,Oncología
97922913,VET-981233,Medicina General
10105092,VET-620998,Oncología
19570754,VET-039081,Cirugía
39351474,VET-246154,Medicina General
65963595,VET-237671,Cirugía
20510813,VET-741981,Dermatología
96203352,VET-714268,Medicina General
91431668,VET-520174,Medicina General
77358262,VET-933794,Oncología
17646436,VET-155967,Cardiología
28094430,VET-575413,Medicina General
14546107,VET-762992,Medicina General
56990023,VET-383363,Oncología
50937741,VET-837007,Oncología
41204096,VET-199066,Cirugía
81287551,VET-989767,Medicina General
29131402,VET-293706,Medicina General
57995203,VET-843325,Medicina General
34243083,VET-639968,Medicina General
77335889,VET-560979,Cirugía
87747054,VET-670134,Oncología
63424579,VET-440161,Medicina General
54172921,VET-436474,Medicina General
91974993,VET-297784,Dermatología
54321018,VET-975294,Oncología
34368479,VET-224260,Medicina General
79085057,VET-493901,Cirugía
60948608,VET-703994,Cardiología
29830778,VET-947328,Dermatología
72176413,VET-620654,Medicina General
35614897,VET-199091,Cardiología
58457648,VET-109110,Cirugía
76868654,VET-276224,Medicina General
51376174,VET-200074,Oncología
55954214,VET-588380,Cirugía
87603052,VET-157035,Dermatología
29625455,VET-154661,Cirugía
68152479,VET-587142,Medicina General
82830733,VET-068240,Cirugía
90912015,VET-440618,Cirugía
89936811,VET-096406,Oncología
12830622,VET-339316,Medicina General
41566922,VET-536816,Cirugía
45092185,VET-124942,Medicina General
13397207,VET-416175,Oncología
51445990,VET-870799,Medicina General
40545355,VET-769258,Cardiología
87045529,VET-897442,Dermatología
33929489,VET-911743,Dermatología
53827621,VET-015187,Medicina General
42364219,VET-270054,Medicina General
87132814,VET-774237,Medicina General
77228949,VET-780119,Oncología
90106367,VET-717335,Cardiología
70209632,VET-505241,Medicina General
90752664,VET-259156,Dermatología
27614889,VET-344475,Cardiología
77162360,VET-185696,Medicina General
17721580,VET-147803,Cirugía
18774502,VET-061439,Cardiología
88872138,VET-273470,Medicina General
18004906,VET-613542,Cirugía
10602016,VET-062075,Cardiología
60989366,VET-744112,Medicina General
15829399,VET-417780,Cirugía
22335959,VET-615255,Medicina General
16730811,VET-012145,Cardiología
65543126,VET-761720,Cardiología
44109117,VET-090428,Oncología
23072707,VET-636894,Oncología
63378688,VET-184940,Cardiología
40477133,VET-206208,Cardiología
87727129,VET-380461,Dermatología
91795262,VET-517893,Oncología
80101534,VET-405841,Cirugía
54728887,VET-883346,Cardiología
57783838,VET-090405,Cirugía
79584808,VET-736946,Cirugía
36802859,VET-060096,Oncología
45693575,VET-866126,Medicina General
72427790,VET-543857,Medicina General
83326601,VET-479203,Cirugía
22487540,VET-286390,Cardiología
67343182,VET-344552,Cirugía
76711014,VET-826973,Cardiología
16432705,VET-838862,Oncología
86498301,VET-688456,Oncología
86892185,VET-323005,Dermatología
60719902,VET-586463,Dermatología
42692047,VET-546568,Oncología
13459697,VET-351222,Oncología
64089511,VET-754262,Cardiología
13574826,VET-024059,Cardiología
34990214,VET-865748,Cardiología
16768248,VET-835090,Dermatología
60234570,VET-039942,Cirugía
89729983,VET-937965,Cirugía
14485265,VET-148130,Cirugía
64203159,VET-579675,Medicina General
59217352,VET-744464,Medicina General
81645198,VET-216078,Dermatología
11563529,VET-653764,Cirugía
77087458,VET-463738,Cirugía
14098547,VET-175338,Cardiología
60233573,VET-096646,Cirugía
34285736,VET-160023,Dermatología
93113300,VET-302001,Dermatología
79180210,VET-204016,Cardiología
77287244,VET-977135,Cirugía
82121408,VET-001446,Oncología
40539487,VET-351051,Cirugía
33478634,VET-603838,Cirugía
55964174,VET-390243,Oncología
29252280,VET-729607,Cardiología
59969722,VET-718456,Dermatología
58434193,VET-353006,Cardiología
44910956,VET-916998,Cirugía
86025795,VET-005789,Oncología
81885802,VET-473785,Medicina General
55751038,VET-178949,Medicina General
81866342,VET-105650,Oncología
23654097,VET-112365,Medicina General
81709375,VET-533388,Cirugía
72092515,VET-062573,Dermatología
78978079,VET-032855,Cirugía
50131935,VET-385796,Medicina General
63277564,VET-806777,Dermatología
93481543,VET-447300,Dermatología
53602034,VET-839025,Dermatología
26215984,VET-448832,Dermatología
47042859,VET-811221,Oncología
62832658,VET-965948,Cirugía
95253544,VET-952029,Medicina General
79085166,VET-906696,Dermatología
75294150,VET-319914,Oncología
18288452,VET-903513,Cardiología
50218839,VET-993448,Dermatología
94646362,VET-815448,Cardiología
16558000,VET-857075,Dermatología
58364738,VET-834181,Dermatología
32654959,VET-496381,Oncología
44925307,VET-233783,Medicina General
19351602,VET-371137,Cardiología
65544891,VET-654995,Medicina General
89995350,VET-125577,Cardiología
30555347,VET-724692,Cirugía
59230116,VET-910163,Oncología
62165594,VET-733494,Dermatología
84326581,VET-276919,Oncología
92037045,VET-898768,Oncología
26159261,VET-878002,Oncología
15585488,VET-590284,Cirugía
32385009,VET-181521,Oncología
54268663,VET-520010,Cardiología
73880278,VET-658811,Cardiología
95551762,VET-293927,Dermatología
68907106,VET-668744,Dermatología
71178398,VET-328584,Medicina General
19248576,VET-680027,Oncología
64547943,VET-026445,Cirugía
50259445,VET-639270,Cirugía
35192501,VET-181478,Cardiología
39965285,VET-871813,Oncología
11318746,VET-011345,Oncología
14952749,VET-145421,Dermatología
98502472,VET-586266,Dermatología
53300502,VET-342029,Dermatología
11260856,VET-361692,Medicina General
25853450,VET-996355,Cardiología
94020765,VET-009355,Oncología
49643572,VET-709768,Oncología
80209741,VET-968559,Cardiología
57817705,VET-531765,Cirugía
48505894,VET-705627,Cardiología
92770019,VET-244120,Dermatología
49403045,VET-525438,Cardiología
80378684,VET-893447,Cardiología
58295357,VET-955141,Dermatología
24722300,VET-968855,Cardiología
34085993,VET-939193,Medicina General
97930017,VET-669692,Cardiología
48726886,VET-525482,Medicina General
66149336,VET-109084,Dermatología
13806602,VET-829728,Cirugía
67866190,VET-537474,Dermatología
28812841,VET-871600,Dermatología
81819551,VET-778383,Oncología
50448620,VET-881149,Cardiología
18810966,VET-826608,Oncología
13658254,VET-865027,Medicina General
81127686,VET-635308,Dermatología
50885966,VET-263728,Cardiología
10097763,VET-023388,Cirugía
72994226,VET-543826,Oncología
38110821,VET-528502,Dermatología
65852786,VET-757682,Cardiología
99354250,VET-168849,Cirugía
27496657,VET-599826,Oncología
34850194,VET-578532,Cardiología
12809352,VET-683233,Dermatología
34356123,VET-161061,Dermatología
22542318,VET-887947,Medicina General
27959080,VET-719639,Cardiología
84785164,VET-947808,Cirugía
59066577,VET-174983,Medicina General
11864887,VET-136572,Medicina General
72614157,VET-583568,Oncología
12580918,VET-934126,Dermatología
94350909,VET-271026,Medicina General
80555276,VET-337260,Oncología
88979011,VET-176351,Cardiología
20004233,VET-029572,Cirugía
39177266,VET-490978,Cardiología
21958802,VET-087937,Cirugía
33373404,VET-940333,Dermatología
58136904,VET-125013,Medicina General
76767134,VET-914550,Medicina General
43980524,VET-669200,Dermatología
90868881,VET-210853,Medicina General
32166326,VET-632729,Oncología
77305144,VET-809082,Cardiología
16300843,VET-068179,Cardiología
24291538,VET-091763,Cardiología
77755131,VET-025501,Cirugía
79708458,VET-972807,Dermatología
45306587,VET-005787,Dermatología
41322537,VET-347872,Medicina General
63739099,VET-521316,Oncología
46906389,VET-120863,Medicina General
95118712,VET-206683,Oncología
56218075,VET-498396,Cardiología
33755108,VET-622387,Cardiología
44243476,VET-846746,Oncología
31882549,VET-951962,Oncología
39196813,VET-574869,Oncología
63663358,VET-332053,Dermatología
81525518,VET-205174,Cirugía
92623562,VET-750777,Medicina General
97206990,VET-367247,Oncología
76840148,VET-131815,Dermatología
91793090,VET-093331,Cardiología
55867675,VET-781149,Dermatología
85607907,VET-738154,Dermatología
43664057,VET-310921,Medicina General
53204715,VET-558071,Dermatología
47741128,VET-642650,Medicina General
72879285,VET-895964,Oncología
26637317,VET-441918,Medicina General
26869848,VET-797242,Medicina General
18834337,VET-436945,Oncología
17516554,VET-158818,Cirugía
64868261,VET-574686,Cirugía
37341834,VET-742315,Cirugía
26733666,VET-690390,Cardiología
91264932,VET-576751,Cirugía
41053075,VET-464912,Cardiología
24026832,VET-712710,Cardiología
21960243,VET-631712,Medicina General
15962047,VET-314061,Dermatología
42877919,VET-650652,Dermatología
54200789,VET-230179,Dermatología
14775950,VET-124983,Medicina General
13004788,VET-398214,Cardiología
28247430,VET-927753,Dermatología
40484774,VET-454463,Medicina General
59022649,VET-949887,Dermatología
38174642,VET-438541,Dermatología
98028824,VET-702385,Medicina General
58792943,VET-975330,Cirugía
22499987,VET-499186,Dermatología
36773144,VET-517774,Dermatología
56546194,VET-574652,Cardiología
87908269,VET-478291,Cirugía
16405904,VET-903930,Dermatología
24900639,VET-582785,Medicina General
14971735,VET-093994,Cirugía
61695824,VET-866895,Cirugía
18796841,VET-440128,Medicina General
89249052,VET-004307,Oncología
40774041,VET-134530,Dermatología
26867902,VET-972180,Dermatología
89268160,VET-010292,Cardiología
25591764,VET-415918,Cirugía
73686191,VET-603905,Oncología
50163143,VET-171598,Dermatología
21109792,VET-412028,Cardiología
69501685,VET-537702,Cardiología
31209208,VET-656664,Medicina General
27356633,VET-602117,Medicina General
75143109,VET-688498,Medicina General
30526861,VET-997473,Cardiología
25778102,VET-811905,Dermatología
12453963,VET-202554,Cardiología
38715874,VET-554426,Oncología
77469583,VET-060321,Cirugía
72647946,VET-292690,Cardiología
36579078,VET-434922,Oncología
26214270,VET-049485,Cirugía
60388512,VET-824896,Oncología
38745455,VET-050649,Cardiología
71676028,VET-663430,Oncología
64936076,VET-648282,Cirugía
80016101,VET-698216,Oncología
60249607,VET-980261,Medicina General
59128628,VET-990664,Oncología
80577147,VET-818633,Medicina General
43747308,VET-504668,Dermatología
58283511,VET-374358,Oncología
24396360,VET-874082,Cirugía
57465102,VET-317271,Cardiología
67765339,VET-326077,Cardiología
14874692,VET-719663,Oncología
44828667,VET-578001,Cardiología
74245097,VET-617842,Dermatología
83123577,VET-453073,Dermatología
28646696,VET-117842,Cardiología
93217914,VET-498289,Cirugía
12887110,VET-845991,Oncología
38533683,VET-799369,Dermatología
92153507,VET-157041,Medicina General
52839381,VET-689824,Cirugía
20534792,VET-521963,Cirugía
62641233,VET-519614,Medicina General
40754561,VET-609473,Medicina General
69811572,VET-694153,Oncología
26105339,VET-348258,Cardiología
23268821,VET-802077,Cardiología
83748461,VET-948382,Dermatología
32425053,VET-270441,Oncología
39265441,VET-788786,Oncología
52650352,VET-192117,Medicina General
73170209,VET-126371,Oncología
67148811,VET-985363,Medicina General
34191397,VET-830213,Cirugía
94101151,VET-269448,Dermatología
39935529,VET-991499,Dermatología
35208769,VET-908420,Oncología
49348452,VET-621592,Cardiología
42088875,VET-274664,Medicina General
94266378,VET-934603,Dermatología
34883786,VET-852939,Oncología
59681270,VET-497004,Cirugía
51126678,VET-328950,Dermatología
76085314,VET-252132,Oncología
81098006,VET-059741,Dermatología
17324115,VET-134118,Cardiología
57460190,VET-970657,Medicina General
44290891,VET-715648,Medicina General
57705024,VET-440323,Cardiología
48249853,VET-427892,Cardiología
69989168,VET-188324,Dermatología
29026258,VET-767504,Medicina General
99603028,VET-205191,Oncología
35968633,VET-310464,Cardiología
32482215,VET-352151,Oncología
17125131,VET-280773,Cirugía
29373212,VET-696941,Dermatología
10427354,VET-595476,Cirugía
39825809,VET-308133,Oncología
13755899,VET-066820,Oncología
97739446,VET-574920,Dermatología
38598181,VET-734717,Oncología
34955840,VET-428449,Cardiología
50567665,VET-699108,Medicina General
99825177,VET-445101,Cardiología
37117784,VET-782986,Dermatología
69773764,VET-640814,Cardiología
85159537,VET-994788,Cardiología
21067546,VET-730573,Cardiología
99053062,VET-081971,Cirugía
20216318,VET-565851,Medicina General
11643128,VET-678839,Medicina General
79805848,VET-705324,Cardiología
46667403,VET-603018,Oncología
21234876,VET-659610,Medicina General
92917038,VET-734091,Oncología
65093317,VET-546393,Cardiología
63391046,VET-498895,Dermatología
28926661,VET-589710,Cirugía
54387337,VET-171589,Oncología
88759902,VET-082794,Oncología
47800348,VET-858741,Medicina General
74456605,VET-731714,Cardiología
57144205,VET-258626,Cirugía
87382116,VET-180208,Oncología
43617990,VET-426924,Dermatología
22760935,VET-827091,Cirugía
41218526,VET-521949,Dermatología
95412687,VET-309270,Cirugía
73406902,VET-632335,Oncología
40771585,VET-192988,Cirugía
81572857,VET-237770,Dermatología
93015139,VET-414676,Dermatología
82790154,VET-349950,Cirugía
44371795,VET-982523,Dermatología
53020004,VET-694592,Cardiología
61445222,VET-441764,Oncología
57164737,VET-236586,Medicina General
32893073,VET-242602,Cardiología
26348088,VET-097053,Dermatología
18573853,VET-715499,Cardiología
36232937,VET-173253,Cirugía
95297951,VET-715432,Cardiología
26160445,VET-556041,Medicina General
36996971,VET-510157,Oncología
29891172,VET-301857,Cardiología
48152581,VET-751314,Medicina General
25844819,VET-508951,Cirugía
54397952,VET-173878,Dermatología
60651818,VET-917446,Cirugía
14239541,VET-288756,Dermatología
96395919,VET-217123,Medicina General
15560554,VET-593296,Cirugía
75568484,VET-798307,Dermatología
37488339,VET-107476,Dermatología
70877470,VET-339344,Medicina General
90925645,VET-849048,Oncología
58230788,VET-068301,Oncología
69103993,VET-139392,Cirugía
90656659,VET-294920,Oncología
38363540,VET-220554,Cardiología
42439524,VET-828756,Dermatología
40848182,VET-037906,Cirugía
44526983,VET-120078,Oncología
72531317,VET-381879,Cirugía
28492008,VET-611143,Oncología
59851242,VET-613094,Medicina General
46004447,VET-134117,Dermatología
58269785,VET-287314,Cirugía
64709341,VET-118497,Cardiología
81544322,VET-390399,Cirugía
94062207,VET-214116,Dermatología
74789936,VET-532465,Dermatología
21686744,VET-837925,Cirugía
38786563,VET-202723,Cirugía
83439074,VET-657470,Oncología
99015437,VET-901438,Medicina General
57644548,VET-947144,Medicina General
78772423,VET-527665,Dermatología
58301674,VET-197787,Cardiología
12414223,VET-848897,Oncología
34645997,VET-453484,Cardiología
19615899,VET-995184,Cardiología
43746956,VET-136747,Cirugía
41832643,VET-104253,Cardiología
83871592,VET-921551,Oncología
97971283,VET-397176,Cirugía
97413835,VET-035623,Medicina General
20950661,VET-351689,Dermatología
18878866,VET-084339,Oncología
39004564,VET-185138,Cardiología
62130215,VET-786788,Oncología
90786268,VET-594732,Cirugía
56061928,VET-716647,Oncología
25488148,VET-175138,Medicina General
79113333,VET-434083,Oncología
36736504,VET-878721,Cardiología
57916727,VET-519511,Medicina General
14653464,VET-786624,Cirugía
87731233,VET-482146,Oncología
48895414,VET-201283,Cardiología
10591321,VET-260314,Oncología
45350321,VET-085937,Cirugía
51744829,VET-374741,Oncología
13716883,VET-292220,Dermatología
25092995,VET-970340,Oncología
11319165,VET-189066,Oncología
37009044,VET-920636,Medicina General
74925768,VET-174657,Oncología
49770021,VET-266212,Cirugía
82481754,VET-757116,Dermatología
90133160,VET-627436,Oncología
95321651,VET-697179,Cirugía
91817827,VET-241144,Cirugía
69919966,VET-778931,Cardiología
97575258,VET-656264,Oncología
16552234,VET-416744,Dermatología
71489871,VET-833774,Cardiología
10803652,VET-100987,Medicina General
81950068,VET-547410,Medicina General
10847871,VET-369521,Medicina General
51359441,VET-798435,Oncología
96770084,VET-034584,Medicina General
73728734,VET-604285,Medicina General
97156317,VET-969913,Dermatología
50420984,VET-683647,Oncología
28355411,VET-450292,Medicina General
27646832,VET-677220,Cardiología
89804202,VET-110831,Medicina General
96989775,VET-896540,Medicina General
34465520,VET-108109,Cirugía
79472950,VET-302469,Oncología
19595107,VET-793419,Dermatología
46350585,VET-043130,Cirugía
94494427,VET-133487,Cardiología
74592120,VET-202124,Oncología
86827509,VET-364267,Medicina General
36982881,VET-519637,Medicina General
91054334,VET-113902,Oncología
94217793,VET-453619,Medicina General
22893626,VET-983444,Dermatología
10819875,VET-563186,Dermatología
73445459,VET-699166,Dermatología
34378224,VET-356294,Cardiología
80939266,VET-637657,Cirugía
12590983,VET-099582,Cardiología
38230446,VET-452767,Cardiología
14345048,VET-702251,Cardiología
42485187,VET-959115,Dermatología
87727793,VET-337252,Medicina General
72257132,VET-867836,Cirugía
96387994,VET-425878,Oncología
48158639,VET-610315,Dermatología
96648421,VET-695388,Medicina General
73005009,VET-905753,Medicina General
68928033,VET-391875,Cardiología
21426358,VET-301359,Dermatología
58180980,VET-589541,Cirugía
62951487,VET-876520,Medicina General
85564071,VET-617635,Oncología
83010214,VET-705032,Dermatología
91490109,VET-167334,Cirugía
68560276,VET-890567,Dermatología
27027709,VET-317935,Cardiología
58315343,VET-610572,Oncología
68294618,VET-656325,Oncología
54098693,VET-336141,Cardiología
90587713,VET-144050,Cardiología
64686186,VET-066619,Dermatología
14773273,VET-893687,Oncología
81554920,VET-301154,Oncología
11140234,VET-621734,Dermatología
51246412,VET-303721,Dermatología
70658481,VET-981931,Dermatología
81057256,VET-854007,Dermatología
25179164,VET-493077,Medicina General
81793754,VET-927710,Cirugía
29968499,VET-765697,Medicina General
37895654,VET-393329,Cirugía
56624333,VET-518352,Medicina General
87805320,VET-928166,Medicina General
91950356,VET-621242,Cirugía
24522938,VET-705554,Oncología
40558749,VET-396241,Cirugía
41639783,VET-348710,Dermatología
77413328,VET-498281,Oncología
28126864,VET-554885,Oncología
93694629,VET-163082,Oncología
81618343,VET-978355,Cardiología
94127313,VET-350065,Cardiología
86066460,VET-760008,Oncología
70064655,VET-586115,Cardiología
73267629,VET-285304,Dermatología
15827607,VET-893393,Cirugía
61529793,VET-074481,Cardiología
77594959,VET-236487,Dermatología
68368515,VET-471973,Dermatología
96064823,VET-915368,Cirugía
44668582,VET-653006,Cirugía
53841281,VET-191110,Medicina General
76915659,VET-189045,Medicina General
65055543,VET-389479,Oncología
85958248,VET-189469,Cirugía
12262223,VET-004753,Oncología
15230974,VET-292926,Cirugía
55298830,VET-402602,Cirugía
12256962,VET-731552,Cirugía
55317666,VET-778071,Dermatología
98501289,VET-883695,Oncología
23991634,VET-222879,Oncología
59613109,VET-137715,Cirugía
34520549,VET-411935,Oncología
73960723,VET-546567,Dermatología
52741465,VET-310808,Dermatología
87465300,VET-368946,Oncología
94385911,VET-798580,Dermatología
57523807,VET-191000,Cardiología
35013112,VET-514057,Cardiología
82643079,VET-570266,Oncología
92701744,VET-327403,Medicina General
43578889,VET-288785,Dermatología
74736604,VET-400673,Dermatología
42236806,VET-409847,Cardiología
23975158,VET-469090,Cardiología
11579147,VET-892311,Cirugía
90482503,VET-890179,Cirugía
19579736,VET-708753,Oncología
90746560,VET-502974,Cardiología
54687092,VET-999799,Cardiología
76529031,VET-810910,Dermatología
92761226,VET-848963,Medicina General
28403992,VET-879543,Medicina General
52342904,VET-444177,Oncología
54154058,VET-519859,Dermatología
52671918,VET-279943,Oncología
99229103,VET-441996,Cardiología
48263473,VET-640709,Dermatología
47136182,VET-622894,Medicina General
43097731,VET-974207,Medicina General
48072132,VET-478021,Dermatología
22127807,VET-026172,Oncología
88070058,VET-700164,Cirugía
91686771,VET-712828,Medicina General
61891457,VET-078054,Medicina General
95379954,VET-115809,Cardiología
65423050,VET-620633,Medicina General
66383094,VET-872261,Oncología
60777756,VET-931476,Medicina General
36360080,VET-672735,Medicina General
23122253,VET-472402,Medicina General
84059699,VET-406035,Cardiología
76843615,VET-797025,Cirugía
20871445,VET-343121,Oncología
65243103,VET-116753,Cirugía
20487747,VET-693372,Oncología
19452174,VET-639825,Cirugía
29097103,VET-617336,Oncología
56318217,VET-121768,Oncología
40509488,VET-780765,Cardiología
55789165,VET-484026,Oncología
15481492,VET-997544,Dermatología
94281471,VET-591539,Medicina General
14752909,VET-477829,Dermatología
21750254,VET-053769,Oncología
47388023,VET-778305,Cirugía
85137831,VET-033343,Medicina General
90987857,VET-827574,Cirugía
93633181,VET-296351,Dermatología
12943272,VET-524829,Oncología
43874085,VET-560584,Cirugía
33952298,VET-060386,Cardiología
77005457,VET-024348,Medicina General
60642729,VET-291204,Dermatología
74434582,VET-030507,Cardiología
98961562,VET-291541,Cirugía
43526389,VET-288574,Oncología
67846847,VET-000944,Dermatología
27370329,VET-895619,Oncología
48432039,VET-780725,Cirugía
42791260,VET-384355,Dermatología
57667730,VET-634658,Cardiología
77454192,VET-496050,Oncología
69930689,VET-294320,Dermatología
26802925,VET-590366,Cirugía
75946494,VET-588675,Oncología
34002000,VET-335161,Dermatología
31097489,VET-649080,Oncología
74006618,VET-613429,Medicina General
15285839,VET-423054,Dermatología
79660510,VET-035760,Oncología
73122860,VET-174368,Cardiología
59812503,VET-896606,Cardiología
43449586,VET-498211,Medicina General
14609523,VET-071028,Cirugía
24047397,VET-022387,Oncología
95359729,VET-520191,Cirugía
57760871,VET-852736,Medicina General
59308507,VET-582090,Cardiología
37775606,VET-296636,Dermatología
11056471,VET-492691,Cirugía
40126364,VET-766444,Dermatología
52700439,VET-849257,Cirugía
98375556,VET-937571,Cardiología
90271631,VET-293584,Cardiología
93375783,VET-559862,Dermatología
26053102,VET-748773,Cirugía
83121843,VET-614875,Cardiología
31850033,VET-003872,Cirugía
99208236,VET-656469,Medicina General
92369815,VET-522158,Cirugía
82804441,VET-276212,Cirugía
47914913,VET-951633,Oncología
60662351,VET-402931,Dermatología
69618753,VET-013674,Cardiología
84259649,VET-017968,Oncología
64829992,VET-871229,Cirugía
62203460,VET-989549,Dermatología
93283259,VET-581178,Medicina General
37077789,VET-387573,Cardiología
32264755,VET-638186,Medicina General
56208267,VET-195763,Medicina General
